,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
52,20.8,11.6,10.4,61,36.1,,,,,,,,,,,,,,,1.3,19.96,"Devin Booker, PHX",6.4,49,12.5,.620,29.7,311.4
53,12.1,18.0,7.2,52,33.0,,,,,,,,,,,,,,,6.4,19.91,"LaMarcus Aldridge, SA",12.2,50,6.9,.573,22.7,215.4
0,6.5,21.1,3.0,55,13.2,,,,,,,,,,,,,,,14.0,19.89,"Chris Boucher, TOR",17.7,51,6.5,.570,18.5,90.6
1,15.2,23.3,4.0,37,23.7,,,,,,,,,,,,,,,8.5,19.81,"Thomas Bryant, WSH",15.6,52,10.6,.659,18.2,120.4
2,8.1,25.2,6.4,50,31.2,,,,,,,,,,,,,,,6.0,19.80,"Kristaps Porzingis, DAL",15.8,53,7.7,.544,26.0,193.1
3,25.7,23.0,4.3,58,16.6,,,,,,,,,,,,,,,11.6,19.65,"Jakob Poeltl, SA",17.3,54,11.3,.611,13.7,130.3
4,24.8,23.9,3.6,52,17.1,,,,,,,,,,,,,,,11.2,19.56,"Mason Plumlee, DEN",17.5,55,14.0,.619,19.4,106.7
5,14.1,13.8,8.9,60,34.8,,,,,,,,,,,,,,,2.1,19.54,"Zach LaVine, CHI",7.6,56,11.4,.568,31.6,265.9
6,17.6,23.4,4.7,58,20.2,,,,,,,,,,,,,,,9.9,19.51,"Marquese Chriss, GS",16.4,57,12.1,.602,19.2,139.7
7,10.8,17.1,6.7,55,30.7,,,,,,,,,,,,,,,2.2,19.49,"Danilo Gallinari, OKC",9.9,58,6.7,.611,23.4,201.5
8,15.4,16.6,8.4,56,34.3,,,,,,,,,,,,,,,2.7,19.27,"Brandon Ingram, NO",9.6,59,11.1,.590,28.2,251.2
9,14.7,11.2,9.3,63,34.4,,,,,,,,,,,,,,,2.3,19.14,"Donovan Mitchell, UTAH",7.0,60,9.3,.560,30.5,279.2
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,16.4,29.0,4.6,45,24.2,,,,,,,,,,,,,,,14.1,19.04,"Derrick Favors, NO",21.5,61,11.1,.624,14.5,137.2
12,9.4,24.3,2.4,47,14.1,,,,,,,,,,,,,,,8.9,18.85,"Michael Porter Jr., DEN",16.6,62,9.4,.595,21.5,72.9
13,13.2,18.8,6.8,53,35.5,,,,,,,,,,,,,,,3.3,18.77,"Pascal Siakam, TOR",11.2,63,9.1,.559,27.8,204.4
14,9.3,26.9,4.8,62,19.2,,,,,,,,,,,,,,,14.6,18.76,"Dwight Howard, LAL",20.9,64,16.2,.696,14.1,145.4
15,21.0,12.1,5.7,44,32.2,,,,,,,,,,,,,,,1.2,18.61,"D'Angelo Russell, GS/MIN",6.5,65,10.6,.553,32.7,171.7
16,12.0,21.2,5.2,57,23.1,,,,,,,,,,,,,,,12.3,18.53,"Cody Zeller, CHA",16.6,66,10.5,.573,20.6,156.0
17,25.4,13.3,5.5,56,27.2,,,,,,,,,,,,,,,2.8,18.21,"Eric Bledsoe, MIL",8.4,67,11.8,.579,24.8,163.9
18,27.2,9.5,6.2,58,29.9,,,,,,,,,,,,,,,2.6,18.17,"Ja Morant, MEM",6.2,68,12.5,.569,27.4,185.8
19,15.4,31.2,5.7,55,31.7,,,,,,,,,,,,,,,3.4,18.12,"Kevin Love, CLE",17.2,69,12.3,.602,23.3,172.2
20,8.6,23.3,5.1,50,27.5,,,,,,,,,,,,,,,8.2,18.08,"Serge Ibaka, TOR",15.9,70,11.8,.593,23.1,153.6
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,10.7,24.5,3.3,49,18.3,,,,,,,,,,,,,,,11.4,18.05,"Alex Len, ATL/SAC",17.8,71,11.4,.596,18.2,99.5
23,12.1,8.5,5.3,63,24.2,,,,,,,,,,,,,,,3.5,18.00,"Jordan Clarkson, CLE/UTAH",6.0,72,8.0,.583,26.0,159.4
24,23.7,9.4,6.8,63,31.2,,,,,,,,,,,,,,,1.7,17.98,"Spencer Dinwiddie, BKN",5.7,73,9.5,.541,30.4,204.6
25,16.6,19.4,5.0,57,23.7,,,,,,,,,,,,,,,10.3,17.98,"Daniel Theis, BOS",14.9,,8.6,.624,14.8,148.6
26,20.2,17.5,5.4,44,33.3,,,,,,,,,,,,,,,3.2,17.98,"Gordon Hayward, BOS",10.4,,8.6,.591,21.3,163.5
27,28.0,12.0,6.6,52,36.6,,,,,,,,,,,,,,,1.7,17.96,"Kyle Lowry, TOR",7.0,76,10.8,.589,24.3,197.4
28,12.0,17.8,3.3,43,24.2,,,,,,,,,,,,,,,9.2,17.94,"Paul Millsap, DEN",13.5,77,10.6,.600,20.3,100.1
29,14.9,16.4,8.2,63,35.1,,,,,,,,,,,,,,,2.3,17.91,"Shai Gilgeous-Alexander, OKC",9.6,78,8.4,.566,23.2,244.8
30,12.7,15.7,3.4,56,17.0,,,,,,,,,,,,,,,9.0,17.86,"Jaxson Hayes, NO",12.3,79,10.2,.675,15.0,103.0
31,14.9,18.2,1.5,28,15.1,,,,,,,,,,,,,,,11.4,17.84,"Jahlil Okafor, NO",14.8,80,14.9,.631,19.8,45.8
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,28.9,13.8,5.0,48,30.7,,,,,,,,,,,,,,,3.0,17.81,"Malcolm Brogdon, IND",8.5,81,9.7,.537,26.5,149.6
34,20.4,10.7,5.8,54,32.7,,,,,,,,,,,,,,,2.6,17.65,"Jamal Murray, DEN",6.7,82,9.4,.559,25.8,175.2
35,24.5,10.9,6.8,55,34.9,,,,,,,,,,,,,,,3.8,17.62,"Jrue Holiday, NO",7.3,83,10.2,.535,25.9,204.4
36,18.5,14.8,1.5,42,10.8,,,,,,,,,,,,,,,4.2,17.60,"Shaquille Harrison, CHI",9.2,84,7.8,.561,18.9,44.8
37,10.5,25.5,3.0,59,14.5,,,,,,,,,,,,,,,11.5,17.59,"Mo Bamba, ORL",18.3,85,11.1,.549,16.9,89.3
38,26.4,9.2,3.6,52,21.2,,,,,,,,,,,,,,,4.3,17.53,"George Hill, MIL",6.9,86,8.6,.668,16.4,107.5
39,12.8,24.9,6.0,62,32.5,,,,,,,,,,,,,,,7.6,17.49,"Julius Randle, NY",16.0,87,12.4,.534,27.7,180.3
40,10.9,11.2,4.4,44,28.8,,,,,,,,,,,,,,,2.0,17.43,"Norman Powell, TOR",6.7,88,8.9,.629,20.8,131.2
41,16.1,9.6,7.5,61,36.0,,,,,,,,,,,,,,,2.0,17.42,"CJ McCollum, POR",5.9,89,7.1,.543,26.6,226.4
42,8.0,10.1,6.7,60,32.5,,,,,,,,,,,,,,,3.3,17.36,"T.J. Warren, IND",6.7,90,6.8,.600,21.6,199.8
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,13.6,26.3,3.3,57,17.5,,,,,,,,,,,,,,,8.9,17.31,"Gorgui Dieng, MIN/MEM",17.4,91,11.0,.562,18.2,99.9
45,22.3,9.0,5.9,60,29.3,,,,,,,,,,,,,,,1.7,17.25,"Lou Williams, LAC",5.5,92,11.2,.546,29.3,176.9
46,25.7,20.0,4.5,58,24.9,,,,,,,,,,,,,,,5.0,17.19,"Dejounte Murray, SA",12.5,93,11.7,.535,21.3,133.8
47,10.0,16.5,5.6,50,34.0,,,,,,,,,,,,,,,3.4,17.16,"Jaylen Brown, BOS",10.0,94,10.6,.589,24.2,169.1
48,18.5,23.3,4.0,55,26.2,,,,,,,,,,,,,,,8.0,17.09,"Larry Nance Jr., CLE",15.6,95,9.3,.601,15.6,120.2
49,10.9,18.0,2.4,33,25.8,,,,,,,,,,,,,,,6.8,17.06,"Jabari Parker, ATL/SAC",12.3,96,10.9,.561,23.4,70.7
50,19.2,21.8,1.7,40,15.0,,,,,,,,,,,,,,,8.5,17.05,"John Henson, CLE/DET",15.1,97,12.8,.578,16.8,49.7
51,16.0,22.9,3.5,53,20.5,,,,,,,,,,,,,,,8.0,16.98,"Willie Cauley-Stein, DAL/GS",15.3,98,8.9,.585,14.8,103.5
52,9.9,19.3,2.6,32,29.7,,,,,,,,,,,,,,,6.2,16.94,"Jonathan Isaac, ORL",12.5,99,10.6,.542,17.9,77.0
53,17.5,11.8,5.7,63,31.0,,,,,,,,,,,,,,,1.1,16.88,"Dennis Schroder, OKC",6.6,100,10.9,.573,26.9,171.3
0,14.2,19.0,7.0,64,34.6,,,,,,,,,,,,,,,2.6,16.84,"Tobias Harris, PHI",10.8,101,6.9,.558,23.4,209.6
1,14.0,22.8,5.3,57,30.2,,,,,,,,,,,,,,,14.4,16.84,"Tristan Thompson, CLE",18.6,,12.0,.540,18.3,160.3
2,15.2,8.0,6.0,61,31.7,,,,,,,,,,,,,,,0.9,16.80,"Evan Fournier, ORL",4.4,103,9.4,.599,24.2,181.5
3,13.3,23.4,2.1,36,19.1,,,,,,,,,,,,,,,7.4,16.59,"Moritz Wagner, WSH",15.1,104,15.0,.662,18.6,62.4
4,35.5,7.9,1.6,29,19.7,,,,,,,,,,,,,,,1.1,16.48,"Jordan McLaughlin, MIN",4.3,105,9.0,.589,17.8,46.7
5,13.9,12.4,5.4,53,34.5,,,,,,,,,,,,,,,3.7,16.46,"Andrew Wiggins, GS/MIN",7.9,106,9.3,.535,25.2,162.3
6,13.4,14.1,6.0,64,32.0,,,,,,,,,,,,,,,3.1,16.38,"Buddy Hield, SAC",8.4,107,10.2,.566,26.6,179.5
7,15.8,25.2,1.4,38,15.2,,,,,,,,,,,,,,,6.3,16.37,"Harry Giles III, SAC",15.5,108,11.3,.586,19.5,42.1
8,23.4,9.7,4.0,53,28.4,,,,,,,,,,,,,,,2.0,16.35,"Goran Dragic, MIA",6.0,109,11.2,.576,26.3,120.1
9,12.2,7.4,5.6,64,32.9,,,,,,,,,,,,,,,3.2,16.31,"Collin Sexton, CLE",5.3,110,10.0,.557,27.1,167.0
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,40.4,12.1,3.1,62,18.9,,,,,,,,,,,,,,,3.0,16.30,"T.J. McConnell, IND",7.6,111,11.1,.543,19.6,92.8
12,11.4,20.7,2.9,52,19.6,,,,,,,,,,,,,,,12.4,16.29,"Bismack Biyombo, CHA",16.4,112,10.9,.571,16.7,86.4
13,37.3,13.9,4.6,56,31.5,,,,,,,,,,,,,,,2.6,16.27,"Ricky Rubio, PHX",8.2,113,11.2,.527,22.4,138.9
14,35.8,14.1,3.1,43,27.7,,,,,,,,,,,,,,,4.5,16.22,"Elfrid Payton, NY",9.1,114,10.5,.473,22.3,93.0
15,8.1,13.7,3.5,54,28.0,,,,,,,,,,,,,,,3.7,16.22,"Jaren Jackson Jr., MEM",8.8,,10.0,.590,23.0,106.5
16,15.9,8.0,4.1,59,24.5,,,,,,,,,,,,,,,1.9,16.21,"Seth Curry, DAL",5.0,116,8.0,.650,18.7,123.4
17,9.8,10.3,1.4,42,14.0,,,,,,,,,,,,,,,8.9,16.20,"Daniel Gafford, CHI",9.6,117,13.2,.681,13.1,41.3
18,15.9,15.2,4.4,58,27.4,,,,,,,,,,,,,,,2.8,16.08,"Alec Burks, GS/PHI",8.8,118,7.8,.549,23.7,132.5
19,26.4,9.7,4.7,48,35.8,,,,,,,,,,,,,,,1.1,16.04,"Fred VanVleet, TOR",5.5,119,9.2,.546,22.9,142.1
20,31.1,13.7,3.4,63,21.7,,,,,,,,,,,,,,,4.9,16.01,"Delon Wright, DAL",9.4,120,9.2,.562,16.0,102.1
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,15.8,14.7,2.9,40,26.5,,,,,,,,,,,,,,,7.5,16.01,"Dwight Powell, DAL",11.2,,9.7,.677,12.7,85.6
23,12.8,20.8,2.4,41,22.0,,,,,,,,,,,,,,,8.5,15.95,"Aron Baynes, PHX",14.5,122,9.3,.593,20.6,72.0
24,36.3,8.0,3.0,64,18.9,,,,,,,,,,,,,,,0.8,15.95,"Tyus Jones, MEM",4.4,,6.9,.535,19.1,89.5
25,11.0,24.0,1.0,43,10.6,,,,,,,,,,,,,,,6.3,15.95,"Cheick Diallo, PHX",15.0,,15.0,.685,16.2,30.1
26,9.7,11.1,5.5,63,33.1,,,,,,,,,,,,,,,2.2,15.78,"Bojan Bogdanovic, UTAH",6.8,125,11.8,.603,24.7,164.2
27,24.7,11.8,3.4,60,23.9,,,,,,,,,,,,,,,2.2,15.76,"Derrick White, SA",7.0,126,9.0,.586,18.7,101.9
28,12.9,16.8,2.5,60,16.5,,,,,,,,,,,,,,,11.5,15.76,"Taj Gibson, NY",14.1,,11.6,.600,14.9,76.1
29,11.1,15.2,4.0,53,29.3,,,,,,,,,,,,,,,2.4,15.69,"Davis Bertans, WSH",8.6,128,7.2,.630,18.6,120.4
30,27.6,8.8,5.0,62,35.1,,,,,,,,,,,,,,,2.0,15.67,"Devonte' Graham, CHA",5.3,129,10.4,.533,26.5,151.4
31,19.7,19.4,3.8,64,28.5,,,,,,,,,,,,,,,6.5,15.64,"Nemanja Bjelica, SAC",12.8,130,10.1,.597,17.6,112.6
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,20.3,10.8,1.5,31,18.8,,,,,,,,,,,,,,,2.1,15.59,"Shake Milton, PHI",6.4,131,10.9,.639,19.9,44.3
34,18.3,15.8,2.5,52,19.2,,,,,,,,,,,,,,,11.0,15.58,"Rondae Hollis-Jefferson, TOR",13.4,132,10.0,.533,17.2,75.6
35,12.6,16.2,2.2,55,16.1,,,,,,,,,,,,,,,8.9,15.58,"Damian Jones, ATL",12.5,,10.1,.712,11.2,65.9
36,19.4,16.8,4.7,57,32.9,,,,,,,,,,,,,,,4.5,15.57,"Will Barton, DEN",10.6,134,8.2,.546,20.5,142.1
37,10.4,19.9,1.2,29,16.3,,,,,,,,,,,,,,,7.3,15.56,"Naz Reid, MIN",13.4,135,6.2,.501,23.6,35.0
38,18.0,18.7,1.1,33,17.2,,,,,,,,,,,,,,,12.0,15.41,"Skal Labissiere, POR",15.4,136,12.8,.588,14.4,33.1
39,24.4,18.9,3.5,59,30.8,,,,,,,,,,,,,,,5.5,15.36,"Al Horford, PHI",12.2,137,6.5,.520,18.2,104.9
40,9.6,24.6,2.9,42,29.3,,,,,,,,,,,,,,,11.8,15.33,"Wendell Carter Jr., CHI",17.9,138,13.5,.585,15.9,86.8
41,24.5,14.1,1.6,41,18.3,,,,,,,,,,,,,,,5.8,15.26,"Michael Carter-Williams, ORL",9.8,139,11.0,.525,19.0,47.6
42,11.7,22.5,1.7,56,16.0,,,,,,,,,,,,,,,7.0,15.22,"Ersan Ilyasova, MIL",15.2,140,8.2,.591,15.9,49.7
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,11.9,9.7,4.1,61,28.5,,,,,,,,,,,,,,,1.4,15.20,"Tim Hardaway Jr., DAL",5.6,141,6.0,.584,21.5,121.9
45,13.5,9.7,3.3,54,26.4,,,,,,,,,,,,,,,0.7,15.17,"JJ Redick, NO",5.2,142,8.1,.639,19.8,99.3
46,29.4,7.4,2.9,64,21.6,,,,,,,,,,,,,,,1.6,15.15,"Monte Morris, DEN",4.5,143,5.8,.540,18.6,85.7
47,19.6,15.7,3.1,59,23.1,,,,,,,,,,,,,,,4.6,15.04,"Donte DiVincenzo, MIL",10.5,144,10.4,.570,17.0,92.3
48,27.9,11.2,2.0,57,17.9,,,,,,,,,,,,,,,2.3,15.03,"Jalen Brunson, DAL",6.8,145,9.8,.553,21.8,61.4
49,17.0,10.4,2.4,38,28.8,,,,,,,,,,,,,,,3.7,14.99,"Caris LeVert, BKN",7.2,146,10.7,.509,29.1,73.3
50,7.7,17.3,4.3,56,34.5,,,,,,,,,,,,,,,3.8,14.99,"Kelly Oubre Jr., PHX",10.4,,7.5,.560,21.4,129.5
51,18.7,19.5,3.2,57,33.0,,,,,,,,,,,,,,,5.7,14.95,"Aaron Gordon, ORL",12.4,148,8.3,.512,21.0,96.8
52,19.1,22.0,1.8,58,18.7,,,,,,,,,,,,,,,4.0,14.93,"Kelly Olynyk, MIA",13.4,149,12.2,.645,16.7,55.5
53,18.2,11.9,4.2,63,34.3,,,,,,,,,,,,,,,2.4,14.91,"Terry Rozier, CHA",7.0,150,9.9,.553,24.2,126.3
0,7.5,14.2,3.7,54,31.6,,,,,,,,,,,,,,,3.2,14.82,"Marcus Morris Sr., LAC/NY",8.6,151,8.8,.565,16.7,110.0
1,8.7,19.5,3.3,54,29.5,,,,,,,,,,,,,,,4.8,14.71,"Myles Turner, IND",12.2,152,9.4,.559,16.7,97.7
2,24.4,15.8,2.0,51,19.3,,,,,,,,,,,,,,,3.8,14.63,"De'Anthony Melton, MEM",9.9,153,12.6,.530,20.5,60.7
3,14.0,6.0,2.5,62,22.8,,,,,,,,,,,,,,,1.4,14.63,"Patty Mills, SA",3.7,,6.4,.584,20.1,76.4
4,16.8,20.2,1.4,32,22.4,,,,,,,,,,,,,,,4.6,14.62,"Frank Kaminsky, PHX",12.2,155,7.8,.554,20.6,43.1
5,20.9,16.3,0.9,31,19.2,,,,,,,,,,,,,,,4.2,14.61,"James Johnson, MIA/MIN",10.2,156,13.6,.572,16.7,27.5
6,12.9,13.2,2.5,59,27.5,,,,,,,,,,,,,,,5.3,14.60,"Eric Paschall, GS",9.1,157,10.1,.573,21.0,75.0
7,18.3,16.3,2.2,64,17.0,,,,,,,,,,,,,,,4.6,14.60,"Terence Davis, TOR",10.5,,11.1,.598,18.8,66.5
8,30.9,8.5,2.5,58,24.9,,,,,,,,,,,,,,,1.9,14.48,"Jeff Teague, ATL/MIN",5.1,159,11.6,.552,19.4,75.2
9,16.9,0.0,1.5,36,21.0,,,,,,,,,,,,,,,0.0,14.48,"Jordan McRae, DEN/DET/WSH",0.0,,8.1,.520,11.7,44.9
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,11.8,20.4,2.0,64,21.1,,,,,,,,,,,,,,,6.0,14.47,"Bobby Portis, NY",13.0,161,9.2,.528,21.4,59.9
12,24.1,10.7,0.9,22,24.4,,,,,,,,,,,,,,,3.1,14.47,"Reggie Jackson, DET/LAC",6.9,,9.2,.518,28.0,27.8
13,10.8,18.0,1.3,49,18.1,,,,,,,,,,,,,,,9.1,14.45,"Omari Spellman, GS",13.4,163,12.4,.551,18.3,39.1
14,27.8,11.0,3.0,63,28.3,,,,,,,,,,,,,,,1.9,14.44,"Markelle Fultz, ORL",6.3,164,11.0,.526,22.0,91.4
