,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
0,20.4,30.2,13.0,82,38.1,,,,,,,,,,,,,,,9.0,28.29,"Kevin Garnett, MIN",20.3,1,9.7,.567,25.9,391.3
1,11.6,28.2,8.3,66,33.4,,,,,,,,,,,,,,,11.0,27.12,"Tim Duncan, SA",19.4,2,8.2,.540,26.6,249.2
2,10.9,22.8,10.2,73,34.1,,,,,,,,,,,,,,,12.0,27.03,"Shaquille O'Neal, MIA",17.8,3,11.1,.583,27.4,304.6
3,6.5,17.4,11.6,80,36.1,,,,,,,,,,,,,,,9.0,26.71,"Amar'e Stoudemire, PHX",13.2,4,9.4,.617,25.2,349.3
4,11.0,24.0,11.1,78,38.7,,,,,,,,,,,,,,,4.0,26.14,"Dirk Nowitzki, DAL",14.0,5,8.1,.578,26.2,332.5
5,20.6,17.0,13.3,80,42.4,,,,,,,,,,,,,,,4.0,25.74,"LeBron James, CLE",10.2,6,9.3,.554,28.8,399.0
6,17.5,15.7,4.3,41,32.9,,,,,,,,,,,,,,,8.0,24.44,"Andrei Kirilenko, UTAH",11.7,7,11.9,.599,20.4,130.4
7,17.4,12.4,9.4,66,40.7,,,,,,,,,,,,,,,4.0,23.33,"Kobe Bryant, LAL",8.2,8,11.8,.563,30.0,282.2
8,19.2,8.9,10.9,75,42.3,,,,,,,,,,,,,,,2.0,23.27,"Allen Iverson, PHI",5.3,9,11.1,.532,32.7,327.2
9,4.2,21.4,7.5,80,30.6,,,,,,,,,,,,,,,10.0,23.25,"Yao Ming, HOU",15.9,10,13.5,.614,23.6,224.5
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,20.8,10.8,10.0,77,38.6,,,,,,,,,,,,,,,5.0,23.20,"Dwyane Wade, MIA",7.8,11,12.9,.561,29.0,301.1
12,17.5,14.8,10.6,78,40.8,,,,,,,,,,,,,,,3.0,22.97,"Tracy McGrady, HOU",8.9,12,7.9,.526,29.1,317.5
13,6.6,23.3,4.5,44,34.8,,,,,,,,,,,,,,,7.0,22.97,"Jermaine O'Neal, IND",15.1,,10.6,.520,32.3,136.0
14,14.6,14.1,9.1,77,36.7,,,,,,,,,,,,,,,4.0,22.92,"Vince Carter, NJ/TOR",9.1,14,7.5,.541,30.2,272.7
15,12.0,18.7,4.7,56,32.0,,,,,,,,,,,,,,,9.0,22.55,"Pau Gasol, MEM",13.7,15,12.1,.582,23.8,142.4
16,11.2,18.4,7.9,81,37.0,,,,,,,,,,,,,,,12.0,22.51,"Elton Brand, LAC",15.4,16,9.9,.554,23.3,237.7
17,20.1,13.6,6.5,74,29.6,,,,,,,,,,,,,,,4.0,22.35,"Manu Ginobili, SA",8.8,17,12.0,.609,23.2,194.4
18,41.6,7.6,7.6,75,34.3,,,,,,,,,,,,,,,2.0,22.04,"Steve Nash, PHX",5.2,18,11.8,.606,22.0,226.8
19,27.3,7.1,9.4,82,40.0,,,,,,,,,,,,,,,2.0,21.97,"Stephon Marbury, NY",4.4,19,9.5,.575,24.6,283.2
20,16.6,17.8,8.4,82,36.1,,,,,,,,,,,,,,,3.0,21.83,"Paul Pierce, BOS",10.6,20,11.0,.583,24.6,252.9
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,9.1,22.0,7.8,81,38.8,,,,,,,,,,,,,,,8.0,21.71,"Shawn Marion, PHX",15.5,21,7.4,.556,19.1,233.4
23,16.5,15.2,6.7,61,38.7,,,,,,,,,,,,,,,3.0,21.63,"Larry Hughes, WSH",9.1,22,8.9,.523,25.3,200.0
24,16.7,10.5,8.9,80,40.9,,,,,,,,,,,,,,,3.0,21.31,"Gilbert Arenas, WSH",6.5,23,9.8,.565,26.0,267.1
25,13.5,10.7,8.7,78,39.3,,,,,,,,,,,,,,,3.0,20.97,"Ray Allen, SEA",6.9,24,8.0,.555,26.2,261.7
26,26.8,10.6,4.2,46,34.4,,,,,,,,,,,,,,,3.0,20.82,"Baron Davis, NO/GS",6.7,25,9.7,.515,29.8,126.0
27,21.2,20.4,5.0,56,37.3,,,,,,,,,,,,,,,7.0,20.72,"Brad Miller, SAC",13.9,26,7.9,.596,16.7,149.4
28,14.2,11.4,5.7,67,34.9,,,,,,,,,,,,,,,4.0,20.10,"Grant Hill, ORL",7.6,27,10.4,.565,23.0,172.2
29,13.3,15.5,6.1,66,36.9,,,,,,,,,,,,,,,4.0,19.95,"Corey Maggette, LAC",9.7,28,11.5,.574,25.8,181.7
30,10.7,23.3,3.3,65,25.3,,,,,,,,,,,,,,,6.0,19.91,"Donyell Marshall, TOR",14.7,29,5.6,.591,16.8,99.0
31,9.7,26.1,4.9,82,30.8,,,,,,,,,,,,,,,9.0,19.77,"Drew Gooden, CLE",17.6,30,9.9,.548,20.1,146.4
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,6.7,17.2,5.5,78,33.5,,,,,,,,,,,,,,,13.0,19.59,"Zydrunas Ilgauskas, CLE",15.2,31,12.8,.550,22.0,166.4
34,33.0,19.8,5.3,66,36.9,,,,,,,,,,,,,,,5.0,19.56,"Jason Kidd, NJ",12.1,32,10.1,.506,21.6,157.7
35,6.3,12.6,5.6,71,38.0,,,,,,,,,,,,,,,5.0,19.49,"Rashard Lewis, SEA",8.8,33,8.2,.571,21.8,169.3
36,13.2,22.7,3.3,51,34.7,,,,,,,,,,,,,,,10.0,19.26,"Carlos Boozer, UTAH",16.0,34,12.5,.560,23.1,99.4
37,24.7,9.2,6.8,80,38.6,,,,,,,,,,,,,,,3.0,19.23,"Mike Bibby, SAC",6.0,35,9.3,.543,23.2,205.4
38,26.9,9.0,6.1,80,35.8,,,,,,,,,,,,,,,2.0,19.06,"Chauncey Billups, DET",5.5,36,10.4,.609,20.6,181.6
39,14.4,12.5,6.2,72,37.8,,,,,,,,,,,,,,,5.0,19.00,"Jason Richardson, GS",8.5,37,8.6,.518,25.3,187.0
40,13.5,23.4,4.0,82,28.1,,,,,,,,,,,,,,,10.0,18.99,"Mehmet Okur, UTAH",16.6,38,11.4,.569,20.0,119.9
41,22.2,12.0,6.4,78,38.2,,,,,,,,,,,,,,,5.0,18.96,"Steve Francis, ORL",8.5,39,12.9,.521,27.0,191.7
42,11.0,16.0,3.3,54,34.6,,,,,,,,,,,,,,,8.0,18.71,"Shareef Abdur-Rahim, POR",12.1,40,11.6,.581,20.3,98.2
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,8.2,20.8,2.9,46,34.8,,,,,,,,,,,,,,,11.0,18.69,"Zach Randolph, POR",15.9,41,10.7,.511,25.0,88.4
45,25.8,9.5,3.3,59,25.8,,,,,,,,,,,,,,,2.0,18.68,"Sam Cassell, MIN",5.9,42,9.4,.529,25.9,97.9
46,16.9,20.9,5.1,67,35.4,,,,,,,,,,,,,,,6.0,18.67,"Chris Webber, PHI/SAC",13.2,43,9.7,.472,25.1,151.7
47,26.1,12.1,2.7,40,32.5,,,,,,,,,,,,,,,2.0,18.66,"Jamaal Tinsley, IND",7.3,44,13.6,.518,26.1,80.1
48,12.3,23.6,2.1,67,21.3,,,,,,,,,,,,,,,11.0,18.54,"Chris Andersen, NO",17.0,45,11.1,.581,15.3,63.8
49,30.8,6.8,4.5,80,30.0,,,,,,,,,,,,,,,2.0,18.42,"Jason Terry, DAL",4.4,46,10.5,.606,18.1,135.4
50,9.0,10.0,6.3,75,38.0,,,,,,,,,,,,,,,3.0,18.37,"Michael Redd, MIL",6.4,47,7.0,.536,25.3,189.2
51,4.6,27.4,2.8,81,22.0,,,,,,,,,,,,,,,17.0,18.16,"Dan Gadzuric, MIL",22.2,48,12.5,.551,14.1,83.9
52,41.9,9.3,3.4,66,29.5,,,,,,,,,,,,,,,1.0,18.10,"Brevin Knight, CHA",5.0,49,10.4,.495,20.6,103.4
53,27.0,9.0,3.8,75,27.0,,,,,,,,,,,,,,,1.0,18.08,"Antonio Daniels, SEA",5.1,50,6.8,.557,19.0,115.1
0,16.3,30.1,3.2,66,30.5,,,,,,,,,,,,,,,8.0,18.05,"Marcus Camby, DEN",18.9,51,11.1,.505,16.0,95.8
1,16.1,12.9,1.0,25,21.4,,,,,,,,,,,,,,,5.0,18.04,"Bobby Jackson, SAC",8.9,52,7.6,.537,23.9,30.5
2,25.0,10.7,5.2,80,34.2,,,,,,,,,,,,,,,2.0,18.03,"Tony Parker, SA",6.4,53,10.9,.528,24.5,157.2
3,9.7,20.0,4.5,81,37.2,,,,,,,,,,,,,,,7.0,17.54,"Chris Bosh, TOR",13.5,54,11.8,.547,19.4,135.3
4,12.5,18.4,3.2,70,32.5,,,,,,,,,,,,,,,7.0,17.51,"Kenyon Martin, DEN",13.0,55,10.9,.521,21.4,96.9
5,12.4,26.5,3.3,74,36.1,,,,,,,,,,,,,,,13.0,17.49,"Ben Wallace, DET",19.8,56,8.3,.459,14.2,97.7
6,10.6,20.8,3.2,80,27.5,,,,,,,,,,,,,,,8.0,17.33,"Raef LaFrentz, BOS",14.7,57,7.6,.587,15.2,96.2
7,10.0,9.8,4.6,66,38.4,,,,,,,,,,,,,,,3.0,17.31,"Peja Stojakovic, SAC",6.3,58,7.4,.584,19.8,138.7
8,18.3,25.0,3.4,64,36.3,,,,,,,,,,,,,,,7.0,17.31,"Lamar Odom, LAL",15.9,,12.3,.539,19.7,101.9
9,6.8,22.2,3.3,82,32.6,,,,,,,,,,,,,,,12.0,17.27,"Dwight Howard, ORL",17.3,60,15.0,.571,15.1,97.8
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,8.4,19.7,2.3,77,23.3,,,,,,,,,,,,,,,12.0,17.24,"Antonio McDyess, DET",15.7,61,11.0,.542,18.5,69.2
12,25.7,5.6,3.6,82,26.4,,,,,,,,,,,,,,,2.0,17.17,"Earl Boykins, DEN",3.8,62,8.3,.530,21.7,106.9
13,13.9,9.5,4.6,81,31.6,,,,,,,,,,,,,,,4.0,17.14,"Wally Szczerbiak, MIN",6.8,63,9.6,.595,19.9,138.1
14,1.8,22.2,1.4,62,16.9,,,,,,,,,,,,,,,18.0,17.08,"Danny Fortson, SEA",20.3,64,20.8,.682,17.0,41.3
15,8.9,20.7,0.9,54,16.0,,,,,,,,,,,,,,,15.0,17.00,"Anderson Varejao, CLE",17.6,65,8.6,.534,13.3,26.3
16,32.5,11.8,2.8,74,25.5,,,,,,,,,,,,,,,1.0,16.91,"Jason Hart, CHA",6.1,66,9.0,.534,18.5,82.8
17,9.7,16.1,3.8,68,38.3,,,,,,,,,,,,,,,7.0,16.91,"Antawn Jamison, WSH",11.2,,7.4,.506,22.2,112.5
18,7.5,24.2,3.1,70,33.9,,,,,,,,,,,,,,,11.0,16.86,"Troy Murphy, GS",17.3,68,8.4,.495,20.2,93.2
19,10.2,12.5,4.5,75,34.8,,,,,,,,,,,,,,,6.0,16.77,"Carmelo Anthony, DEN",9.4,69,11.8,.526,26.4,133.8
20,6.0,16.9,1.5,60,21.3,,,,,,,,,,,,,,,9.0,16.76,"Stromile Swift, MEM",12.8,70,12.5,.517,22.1,44.9
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,18.7,13.8,3.5,76,30.0,,,,,,,,,,,,,,,2.0,16.76,"Mike Miller, MEM",7.9,,10.8,.614,18.6,106.1
23,19.6,12.8,1.9,76,16.7,,,,,,,,,,,,,,,3.0,16.76,"Fred Hoiberg, MIN",8.1,,4.6,.664,12.1,56.4
