,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
17,6.0,27.2,6.9,60,20.7,,,,,,,,,,,,,,,15.4,21.69,"Andre Drummond, DET",21.2,17,11.4,.578,15.6,205.7
18,20.1,10.8,10.7,59,34.7,,,,,,,,,,,,,,,1.8,21.51,"Kyrie Irving, CLE",6.1,18,11.0,.553,29.2,321.3
19,23.5,9.1,15.3,78,38.2,,,,,,,,,,,,,,,2.3,21.34,"Stephen Curry, GS",5.8,19,10.5,.589,25.3,460.2
20,7.3,16.7,6.0,64,18.0,,,,,,,,,,,,,,,8.4,21.03,"Brandan Wright, DAL",12.6,20,6.6,.606,16.8,178.9
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,10.2,25.9,13.3,78,33.1,,,,,,,,,,,,,,,7.0,20.99,"Al Jefferson, UTAH",16.3,21,6.6,.522,23.4,399.8
23,26.7,11.2,7.9,49,32.7,,,,,,,,,,,,,,,2.4,20.91,"John Wall, WSH",6.8,22,11.2,.521,28.7,236.9
24,3.3,17.1,7.3,79,18.1,,,,,,,,,,,,,,,12.6,20.78,"JaVale McGee, DEN",14.9,23,12.5,.589,19.1,217.7
25,10.6,20.9,12.4,74,37.7,,,,,,,,,,,,,,,7.2,20.45,"LaMarcus Aldridge, POR",14.0,24,7.9,.530,24.2,372.6
26,28.6,8.5,13.3,78,36.4,,,,,,,,,,,,,,,1.2,20.38,"Deron Williams, BKN",4.8,25,10.3,.574,24.9,397.8
27,5.1,19.0,9.4,62,31.6,,,,,,,,,,,,,,,13.0,20.26,"Nikola Pekovic, MIN",15.9,26,9.7,.572,20.3,282.3
28,12.1,27.0,10.9,75,30.5,,,,,,,,,,,,,,,10.9,20.21,"DeMarcus Cousins, SAC",18.7,27,13.7,.524,25.9,328.3
29,14.0,18.8,10.5,73,33.4,,,,,,,,,,,,,,,6.8,20.15,"David West, IND",12.9,28,10.3,.545,23.0,314.2
30,9.5,17.6,11.6,74,33.2,,,,,,,,,,,,,,,7.0,20.08,"Chris Bosh, MIA",12.6,29,9.9,.592,20.0,347.3
31,14.7,18.8,9.9,78,30.4,,,,,,,,,,,,,,,8.6,19.89,"Paul Millsap, UTAH",13.7,30,10.1,.550,21.1,297.4
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,13.0,21.5,6.9,53,31.3,,,,,,,,,,,,,,,2.5,19.88,"Dirk Nowitzki, DAL",12.2,31,6.9,.564,21.9,207.6
34,15.6,23.0,12.7,74,37.2,,,,,,,,,,,,,,,8.2,19.84,"Al Horford, ATL",15.7,32,9.6,.560,19.9,379.9
35,8.0,28.5,10.5,80,29.0,,,,,,,,,,,,,,,13.2,19.71,"JJ Hickson, POR",20.7,33,13.2,.591,18.0,315.8
36,21.4,18.9,12.5,80,35.0,,,,,,,,,,,,,,,7.6,19.57,"Marc Gasol, MEM",13.1,34,10.6,.559,18.8,374.5
37,16.1,23.6,11.9,81,33.2,,,,,,,,,,,,,,,9.9,19.52,"Greg Monroe, DET",16.6,35,13.4,.527,23.5,357.7
38,7.4,27.4,12.0,76,35.8,,,,,,,,,,,,,,,10.4,19.48,"Dwight Howard, LAL",19.1,36,15.4,.573,19.9,360.7
39,4.2,17.0,9.8,80,31.1,,,,,,,,,,,,,,,11.1,19.41,"Serge Ibaka, OKC",14.2,37,12.1,.612,15.9,293.3
40,13.2,25.8,8.7,68,29.7,,,,,,,,,,,,,,,4.5,19.25,"Kevin Garnett, BOS",15.5,38,9.1,.535,21.9,261.0
41,15.6,24.5,11.2,79,36.8,,,,,,,,,,,,,,,8.5,19.23,"David Lee, GS",16.8,39,11.6,.561,21.5,335.4
42,19.9,19.7,11.1,77,33.4,,,,,,,,,,,,,,,2.1,19.14,"Paul Pierce, BOS",11.2,40,11.5,.559,25.2,332.1
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,26.5,13.4,5.9,60,23.2,,,,,,,,,,,,,,,2.6,19.05,"Manu Ginobili, SA",8.3,41,12.7,.560,24.0,177.7
45,6.5,13.4,8.9,82,26.0,,,,,,,,,,,,,,,12.4,18.98,"Robin Lopez, NO",12.9,42,11.2,.573,18.3,267.2
46,9.4,24.3,8.9,66,32.8,,,,,,,,,,,,,,,14.1,18.88,"Tyson Chandler, NY",19.0,43,13.1,.671,11.8,267.4
47,22.7,9.2,11.2,82,34.9,,,,,,,,,,,,,,,2.3,18.86,"Kemba Walker, CHA",5.7,44,9.6,.517,24.8,335.5
48,39.4,8.6,8.4,73,29.6,,,,,,,,,,,,,,,1.1,18.80,"Jose Calderon, DET/TOR",4.8,45,9.6,.616,16.5,251.5
49,9.9,25.8,7.9,71,27.3,,,,,,,,,,,,,,,12.0,18.77,"Larry Sanders, MIL",18.6,46,10.4,.523,15.6,236.1
50,14.2,20.3,8.1,81,24.7,,,,,,,,,,,,,,,8.8,18.72,"Tiago Splitter, SA",14.9,47,10.9,.609,16.3,242.0
51,6.0,24.9,3.0,47,16.3,,,,,,,,,,,,,,,14.2,18.60,"Samuel Dalembert, MIL",19.4,48,14.6,.565,17.0,91.3
52,7.7,23.2,9.0,80,28.1,,,,,,,,,,,,,,,13.2,18.52,"Kenneth Faried, DEN",18.3,49,11.3,.573,16.2,269.1
53,28.0,7.9,10.1,80,34.5,,,,,,,,,,,,,,,1.8,18.38,"Mike Conley, MEM",4.8,50,10.9,.549,21.3,303.8
0,11.0,20.3,7.9,73,27.6,,,,,,,,,,,,,,,7.9,18.37,"Ersan Ilyasova, MIL",13.9,51,7.0,.552,19.0,236.3
1,6.7,24.4,2.8,63,13.1,,,,,,,,,,,,,,,14.5,18.30,"John Henson, MIL",19.3,52,10.2,.497,20.6,84.0
2,10.0,17.2,10.2,76,34.6,,,,,,,,,,,,,,,7.6,18.27,"Thaddeus Young, PHI",12.3,53,7.2,.541,18.1,305.0
3,7.0,15.9,8.3,81,30.9,,,,,,,,,,,,,,,8.9,18.17,"Ryan Anderson, NO",12.4,54,7.0,.548,22.0,249.1
4,18.4,13.5,7.2,65,31.0,,,,,,,,,,,,,,,3.1,18.16,"Tyreke Evans, SAC",8.2,55,10.3,.558,21.2,215.4
5,22.4,22.6,9.1,66,36.8,,,,,,,,,,,,,,,12.2,18.16,"Joakim Noah, CHI",17.3,,15.0,.534,16.9,273.7
6,39.1,13.6,5.0,38,37.4,,,,,,,,,,,,,,,3.7,18.12,"Rajon Rondo, BOS",8.8,57,13.8,.516,22.4,151.2
7,16.3,20.6,7.5,67,30.0,,,,,,,,,,,,,,,8.2,18.02,"Shawn Marion, DAL",14.5,58,10.3,.553,17.4,225.5
8,9.5,35.9,2.0,18,34.3,,,,,,,,,,,,,,,11.5,17.97,"Kevin Love, MIN",23.3,59,8.8,.458,26.5,59.6
9,28.0,7.1,8.7,73,34.4,,,,,,,,,,,,,,,1.6,17.96,"Ty Lawson, DEN",4.4,60,10.2,.549,22.4,261.2
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,7.6,25.1,8.3,76,34.3,,,,,,,,,,,,,,,13.8,17.92,"Zach Randolph, MEM",19.3,61,10.6,.506,21.3,249.7
12,15.5,14.5,7.7,81,25.8,,,,,,,,,,,,,,,3.2,17.87,"Vince Carter, DAL",8.9,62,8.5,.571,21.1,229.6
13,11.6,28.4,9.2,77,33.2,,,,,,,,,,,,,,,12.0,17.85,"Nikola Vucevic, ORL",20.2,63,11.5,.534,17.7,277.0
14,17.2,21.3,9.8,76,35.3,,,,,,,,,,,,,,,5.8,17.82,"Josh Smith, ATL",13.6,64,12.1,.501,24.6,293.0
15,9.2,22.8,5.1,81,20.1,,,,,,,,,,,,,,,10.9,17.82,"Ed Davis, TOR/MEM",16.7,,9.2,.561,16.7,153.8
16,19.8,10.1,5.6,61,27.1,,,,,,,,,,,,,,,1.8,17.80,"Ramon Sessions, CHA",5.9,66,8.9,.529,24.5,167.6
17,12.5,16.3,9.6,80,33.5,,,,,,,,,,,,,,,2.7,17.67,"JR Smith, NY",9.3,67,7.7,.522,24.4,286.7
18,18.3,15.1,7.3,64,31.8,,,,,,,,,,,,,,,5.6,17.67,"Andrei Kirilenko, MIN",10.2,,12.3,.590,16.5,217.6
19,5.5,18.6,3.8,70,15.4,,,,,,,,,,,,,,,14.5,17.65,"Enes Kanter, UTAH",16.5,69,18.0,.588,20.3,113.5
20,23.4,11.1,5.1,76,20.4,,,,,,,,,,,,,,,6.1,17.60,"Eric Bledsoe, LAC",8.6,70,13.7,.513,21.9,153.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,7.2,17.3,5.7,81,23.2,,,,,,,,,,,,,,,10.9,17.60,"Carl Landry, GS",14.2,,12.7,.605,17.9,170.7
23,22.3,7.3,6.9,79,26.9,,,,,,,,,,,,,,,1.5,17.58,"Isaiah Thomas, SAC",4.4,72,9.9,.574,22.2,208.3
24,8.5,24.0,5.4,77,23.2,,,,,,,,,,,,,,,11.9,17.57,"Derrick Favors, UTAH",17.9,73,14.6,.533,18.9,161.9
25,31.1,8.0,8.4,77,33.5,,,,,,,,,,,,,,,2.6,17.52,"Goran Dragic, PHX",5.2,74,11.6,.540,22.1,251.2
26,33.0,15.9,6.5,68,29.7,,,,,,,,,,,,,,,3.2,17.51,"Kyle Lowry, TOR",9.5,75,11.9,.543,20.7,196.2
27,8.3,21.5,1.8,42,14.9,,,,,,,,,,,,,,,11.9,17.44,"Chris Andersen, MIA",17.0,76,11.7,.631,12.6,55.4
28,23.9,8.6,6.7,82,25.4,,,,,,,,,,,,,,,1.6,17.43,"Nate Robinson, CHI",5.1,77,9.6,.540,24.8,200.1
29,6.0,22.3,3.8,79,16.5,,,,,,,,,,,,,,,12.7,17.35,"Marreese Speights, CLE/MEM",17.3,78,10.2,.498,24.2,113.4
30,13.2,20.0,6.7,81,28.7,,,,,,,,,,,,,,,11.4,17.33,"Amir Johnson, TOR",15.6,79,12.6,.591,14.8,202.4
31,9.2,17.4,7.6,79,28.7,,,,,,,,,,,,,,,14.8,17.32,"Roy Hibbert, IND",16.1,80,13.1,.489,20.8,227.7
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,5.0,21.2,6.0,81,22.4,,,,,,,,,,,,,,,13.3,17.22,"Kosta Koufos, DEN",17.3,81,8.3,.585,13.1,179.6
34,3.9,22.4,6.6,82,24.5,,,,,,,,,,,,,,,12.7,17.21,"DeAndre Jordan, LAC",17.6,82,13.8,.606,14.2,198.3
35,11.1,27.2,7.2,79,32.2,,,,,,,,,,,,,,,7.8,17.17,"Carlos Boozer, CHI",17.4,83,10.9,.510,24.1,215.4
36,17.2,20.6,5.3,61,27.2,,,,,,,,,,,,,,,6.7,17.07,"Nene , WSH",13.6,84,13.5,.538,22.0,160.1
37,13.2,5.6,7.1,76,29.3,,,,,,,,,,,,,,,1.2,16.89,"Jamal Crawford, LAC",3.4,85,10.0,.558,24.2,212.7
38,5.5,11.9,2.7,56,15.4,,,,,,,,,,,,,,,4.5,16.89,"Chris Copeland, NY",8.1,,10.1,.583,22.6,82.2
39,7.2,16.9,2.3,51,17.2,,,,,,,,,,,,,,,8.6,16.84,"Jason Smith, NO",12.7,87,11.6,.544,21.5,69.8
40,17.6,19.0,9.4,79,37.6,,,,,,,,,,,,,,,3.4,16.84,"Paul George, IND",11.3,,12.6,.531,22.4,281.3
41,30.8,6.7,7.6,80,32.9,,,,,,,,,,,,,,,1.1,16.82,"Jeff Teague, ATL",3.9,89,12.2,.543,22.7,228.4
42,17.2,9.8,6.6,72,29.2,,,,,,,,,,,,,,,2.8,16.81,"Gordon Hayward, UTAH",6.3,90,9.7,.564,21.0,198.2
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,13.7,20.4,5.8,82,26.6,,,,,,,,,,,,,,,8.1,16.80,"Luis Scola, PHX",14.1,91,9.5,.516,21.7,172.8
45,7.8,23.8,3.2,55,18.7,,,,,,,,,,,,,,,8.9,16.76,"Jermaine O'Neal, PHX",16.2,92,13.6,.538,19.5,94.7
46,20.8,20.1,4.3,49,33.8,,,,,,,,,,,,,,,7.6,16.75,"Pau Gasol, LAL",14.0,93,10.8,.512,19.5,129.6
47,27.0,9.5,8.4,78,37.5,,,,,,,,,,,,,,,3.3,16.74,"Jrue Holiday, PHI",6.4,94,12.6,.496,26.2,250.5
48,13.4,14.4,7.2,71,32.5,,,,,,,,,,,,,,,3.2,16.73,"Danilo Gallinari, DEN",8.9,95,8.5,.561,20.0,214.6
49,5.7,14.8,1.4,47,11.5,,,,,,,,,,,,,,,15.4,16.73,"Arnett Moultrie, PHI",15.1,,10.8,.595,12.6,42.3
50,24.2,6.6,3.4,65,18.8,,,,,,,,,,,,,,,2.6,16.62,"Will Bynum, DET",4.6,97,13.1,.532,26.6,102.2
51,9.3,17.6,3.3,43,25.1,,,,,,,,,,,,,,,4.8,16.61,"Wilson Chandler, DEN",11.3,98,9.6,.556,20.9,98.4
52,24.7,9.9,7.3,76,34.5,,,,,,,,,,,,,,,2.0,16.59,"George Hill, IND",6.0,99,8.1,.558,18.6,218.8
53,13.9,10.8,6.3,68,31.4,,,,,,,,,,,,,,,2.9,16.48,"Gerald Henderson, CHA",6.7,100,8.5,.531,21.8,190.4
0,12.6,17.1,5.4,58,31.2,,,,,,,,,,,,,,,4.3,16.46,"Kawhi Leonard, SA",11.1,101,8.4,.592,14.6,160.9
1,24.1,8.0,8.6,82,38.6,,,,,,,,,,,,,,,1.5,16.45,"Damian Lillard, POR",4.7,102,11.0,.546,23.5,257.6
2,29.0,8.7,6.3,81,29.3,,,,,,,,,,,,,,,1.5,16.37,"Darren Collison, DAL",5.1,103,12.1,.575,19.1,190.2
3,34.7,13.3,7.1,78,34.4,,,,,,,,,,,,,,,1.9,16.34,"Greivis Vasquez, NO",7.5,104,12.2,.502,24.2,214.1
4,6.3,22.0,3.9,66,20.7,,,,,,,,,,,,,,,8.0,16.32,"Chris Kaman, DAL",15.1,105,12.7,.529,22.2,116.8
5,9.2,9.0,5.0,72,24.0,,,,,,,,,,,,,,,3.2,16.32,"Marcus Thornton, SAC",6.0,,6.9,.552,21.1,149.9
6,21.1,9.8,8.1,82,37.5,,,,,,,,,,,,,,,1.5,16.30,"Monta Ellis, MIL",5.5,107,10.8,.493,25.5,243.3
7,24.9,7.2,7.5,80,36.2,,,,,,,,,,,,,,,2.1,16.20,"Brandon Jennings, MIL",4.6,108,9.7,.510,23.4,224.8
8,34.3,12.9,4.4,57,29.7,,,,,,,,,,,,,,,2.9,16.20,"Ricky Rubio, MIN",7.7,,14.1,.482,22.1,131.2
9,6.3,21.2,2.6,70,15.9,,,,,,,,,,,,,,,11.5,16.17,"Greg Smith, HOU",16.4,110,10.3,.636,13.1,77.4
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,9.3,22.1,5.9,82,31.3,,,,,,,,,,,,,,,13.2,16.12,"Tristan Thompson, CLE",17.5,111,10.6,.516,16.9,176.9
12,9.7,7.4,5.9,77,27.7,,,,,,,,,,,,,,,1.8,16.09,"Kevin Martin, OKC",4.8,112,9.2,.608,18.9,178.3
13,17.1,17.0,4.9,79,22.6,,,,,,,,,,,,,,,2.6,16.07,"Dorell Wright, PHI",9.6,113,7.3,.551,17.6,148.1
14,9.8,18.6,3.6,55,23.6,,,,,,,,,,,,,,,6.2,16.05,"Tobias Harris, MIL/ORL",12.3,114,9.3,.527,17.8,107.7
15,15.3,21.7,6.0,82,27.2,,,,,,,,,,,,,,,8.5,16.02,"Spencer Hawes, PHI",14.9,115,11.0,.514,19.4,180.5
16,33.8,7.7,4.0,50,32.5,,,,,,,,,,,,,,,1.8,16.00,"Steve Nash, LAL",4.8,116,12.8,.605,18.3,121.4
17,19.6,7.3,3.0,39,28.7,,,,,,,,,,,,,,,0.8,15.98,"Lou Williams, ATL",4.1,117,10.4,.555,22.0,91.5
18,28.5,10.1,5.8,79,29.7,,,,,,,,,,,,,,,1.0,15.93,"Jarrett Jack, GS",5.7,118,10.2,.542,20.7,172.9
19,17.0,25.5,1.4,57,11.2,,,,,,,,,,,,,,,11.5,15.89,"Kyle O'Quinn, ORL",18.5,119,12.1,.535,17.0,41.8
20,9.6,26.8,5.4,79,26.0,,,,,,,,,,,,,,,10.7,15.88,"Emeka Okafor, WSH",18.7,120,11.0,.496,17.7,161.7
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,8.7,20.7,2.2,69,15.0,,,,,,,,,,,,,,,8.5,15.80,"Ivan Johnson, ATL",14.7,121,13.4,.546,19.3,66.3
23,24.4,13.2,7.3,73,38.5,,,,,,,,,,,,,,,4.0,15.76,"Nicolas Batum, POR",8.5,122,12.9,.566,17.7,220.5
24,9.8,15.4,1.9,49,18.2,,,,,,,,,,,,,,,8.6,15.72,"Jonas Jerebko, DET",11.9,123,9.6,.531,18.7,56.2
25,35.2,9.1,5.0,82,26.2,,,,,,,,,,,,,,,3.2,15.69,"Andre Miller, DEN",6.2,124,12.5,.548,18.9,150.6
26,11.3,16.3,6.9,75,35.8,,,,,,,,,,,,,,,4.3,15.66,"Rudy Gay, TOR/MEM",10.2,125,11.1,.494,26.7,207.1
27,7.7,20.5,3.7,62,23.9,,,,,,,,,,,,,,,9.6,15.62,"Jonas Valanciunas, TOR",14.9,126,16.0,.619,15.3,111.1
28,13.1,14.5,5.2,80,25.7,,,,,,,,,,,,,,,6.5,15.57,"Matt Barnes, LAC",10.6,127,9.6,.566,16.8,155.8
29,13.2,10.8,2.8,66,16.8,,,,,,,,,,,,,,,9.1,15.52,"DeMarre Carroll, UTAH",9.9,128,7.4,.535,15.3,83.3
30,9.4,24.0,4.5,61,30.8,,,,,,,,,,,,,,,7.6,15.45,"Marcin Gortat, PHX",15.6,129,12.4,.543,15.8,135.8
31,14.6,6.4,3.1,42,30.1,,,,,,,,,,,,,,,0.9,15.43,"Eric Gordon, NO",3.6,130,12.5,.523,27.8,92.9
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,31.8,10.1,1.6,41,17.4,,,,,,,,,,,,,,,7.2,15.42,"Patrick Beverley, HOU",8.7,131,12.0,.551,15.6,47.0
34,6.8,16.6,3.2,76,21.5,,,,,,,,,,,,,,,7.5,15.39,"Antawn Jamison, LAL",12.2,132,7.2,.561,16.8,94.9
35,7.9,13.4,3.3,65,21.0,,,,,,,,,,,,,,,1.9,15.38,"C.J. Miles, CLE",7.4,133,8.7,.551,21.9,99.3
36,5.5,17.0,2.6,81,16.9,,,,,,,,,,,,,,,13.4,15.35,"Tyler Hansbrough, IND",15.2,134,11.9,.527,18.7,78.5
37,18.9,13.2,6.6,76,36.3,,,,,,,,,,,,,,,3.3,15.33,"Chandler Parsons, HOU",8.3,135,10.3,.584,17.3,198.8
38,9.4,17.3,1.6,61,13.6,,,,,,,,,,,,,,,8.1,15.32,"Chris Wilcox, BOS",12.8,136,14.5,.725,10.6,47.4
39,26.5,13.5,6.6,80,34.7,,,,,,,,,,,,,,,3.4,15.27,"Andre Iguodala, DEN",8.5,137,12.6,.520,18.7,197.9
40,14.5,10.4,5.1,82,26.0,,,,,,,,,,,,,,,7.2,15.26,"Jimmy Butler, CHI",8.8,138,7.8,.574,13.8,151.6
41,10.2,14.4,3.3,71,25.0,,,,,,,,,,,,,,,7.2,15.23,"Patrick Patterson, HOU/SAC",10.8,139,7.7,.566,16.8,98.7
42,25.4,7.5,4.9,68,34.0,,,,,,,,,,,,,,,2.5,15.22,"Raymond Felton, NY",4.9,140,10.6,.505,21.6,145.7
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,10.8,21.5,2.8,72,21.2,,,,,,,,,,,,,,,9.7,15.19,"Elton Brand, DAL",15.7,141,8.8,.499,15.4,84.1
45,6.8,17.1,2.3,75,16.7,,,,,,,,,,,,,,,6.2,15.12,"Andrew Nicholson, ORL",11.7,142,12.1,.557,19.9,67.6
46,14.0,12.6,6.7,75,38.7,,,,,,,,,,,,,,,6.3,15.12,"Luol Deng, CHI",9.4,,9.1,.508,20.3,200.2
47,10.6,20.3,1.9,34,31.3,,,,,,,,,,,,,,,5.8,15.09,"Glen Davis, ORL",13.1,144,9.6,.483,23.2,57.0
48,10.8,13.4,3.9,81,27.8,,,,,,,,,,,,,,,3.0,15.01,"Jeff Green, BOS",8.3,145,11.2,.561,19.6,118.0
49,28.4,9.1,5.2,82,32.2,,,,,,,,,,,,,,,1.4,14.94,"Jeremy Lin, HOU",5.3,146,13.5,.538,20.6,155.1
50,7.5,31.0,5.3,82,30.0,,,,,,,,,,,,,,,12.8,14.89,"Omer Asik, HOU",22.0,147,17.4,.558,14.7,157.9
51,19.4,8.9,4.7,79,27.5,,,,,,,,,,,,,,,4.1,14.89,"Jared Dudley, PHX",6.4,,9.7,.582,16.5,142.2
52,11.5,10.9,6.5,82,36.7,,,,,,,,,,,,,,,1.9,14.81,"DeMar DeRozan, TOR",6.3,149,8.5,.523,22.1,193.6
53,10.3,9.9,4.2,82,24.4,,,,,,,,,,,,,,,3.1,14.76,"Corey Brewer, DEN",6.6,150,8.5,.506,21.6,127.3
0,21.2,7.3,5.0,78,30.5,,,,,,,,,,,,,,,0.8,14.74,"JJ Redick, MIL/ORL",4.0,151,9.9,.571,18.5,150.4
1,14.1,10.1,4.3,79,25.8,,,,,,,,,,,,,,,2.6,14.72,"Ray Allen, MIA",6.6,152,10.7,.599,17.3,128.3
2,24.8,8.7,2.6,58,24.5,,,,,,,,,,,,,,,0.5,14.69,"Devin Harris, ATL",4.7,153,11.1,.565,18.6,78.3
3,15.0,6.4,1.8,69,14.0,,,,,,,,,,,,,,,2.2,14.66,"Jimmer Fredette, SAC",4.2,154,11.1,.546,22.4,52.8
4,11.4,21.1,1.7,61,14.0,,,,,,,,,,,,,,,9.5,14.66,"DeJuan Blair, SA",15.6,,12.4,.543,16.9,51.5
5,26.2,7.3,2.4,78,17.0,,,,,,,,,,,,,,,1.5,14.65,"Brian Roberts, NO",4.4,156,8.5,.509,21.6,72.2
6,8.2,19.5,3.6,82,27.9,,,,,,,,,,,,,,,8.4,14.64,"Jason Thompson, SAC",13.8,157,9.9,.533,16.6,107.0
7,4.4,20.6,2.9,78,24.6,,,,,,,,,,,,,,,5.6,14.55,"Derrick Williams, MIN",12.8,158,9.6,.515,21.2,87.3
8,9.6,17.5,2.2,65,22.4,,,,,,,,,,,,,,,9.7,14.50,"Taj Gibson, CHI",13.6,159,12.0,.518,16.7,65.3
9,29.1,7.2,2.4,46,30.8,,,,,,,,,,,,,,,2.0,14.47,"Mo Williams, UTAH",4.5,160,12.8,.519,22.5,73.5
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,29.7,10.6,3.4,56,35.3,,,,,,,,,,,,,,,1.3,14.44,"Jameer Nelson, ORL",6.0,161,11.1,.498,22.6,101.4
12,32.4,8.2,2.4,66,22.1,,,,,,,,,,,,,,,2.5,14.28,"Beno Udrih, MIL/ORL",5.3,162,11.6,.516,19.0,71.4
13,23.1,15.6,1.6,70,14.2,,,,,,,,,,,,,,,2.6,14.28,"Reggie Jackson, OKC",9.6,,10.1,.531,17.7,48.6
14,15.1,10.3,4.0,80,27.5,,,,,,,,,,,,,,,2.0,14.19,"Danny Green, SA",6.4,164,10.1,.600,14.9,121.2
15,17.7,6.8,1.0,58,11.3,,,,,,,,,,,,,,,1.7,14.16,"Patty Mills, SA",4.4,165,11.1,.590,18.5,30.9
16,23.4,11.9,2.7,74,23.1,,,,,,,,,,,,,,,2.2,14.16,"J.J. Barea, MIN",6.9,,11.5,.510,24.5,80.7
17,16.9,7.4,4.8,72,36.7,,,,,,,,,,,,,,,2.4,14.14,"Joe Johnson, BKN",4.9,167,8.2,.521,20.8,143.5
18,14.8,7.6,4.3,69,34.8,,,,,,,,,,,,,,,1.7,14.10,"Wesley Matthews, POR",4.6,168,9.3,.574,17.7,129.1
