,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,4.5,18.9,15.8,82,34.6,,,,,,,,,,,,,,,9.7,22.69,"Amar'e Stoudemire, PHX",14.5,11,11.6,.615,24.4,473.9
12,23.4,11.6,12.9,75,28.7,,,,,,,,,,,,,,,3.8,22.54,"Manu Ginobili, SA",7.7,12,9.7,.584,25.2,386.5
13,10.1,13.1,15.5,69,38.2,,,,,,,,,,,,,,,6.7,22.29,"Carmelo Anthony, DEN",9.9,13,9.5,.548,30.5,463.6
14,15.6,27.6,17.5,81,37.3,,,,,,,,,,,,,,,8.4,22.28,"David Lee, NY",17.9,14,10.0,.584,22.2,526.4
15,15.2,12.2,16.1,73,38.8,,,,,,,,,,,,,,,3.1,21.95,"Kobe Bryant, LAL",7.7,15,9.7,.545,30.5,484.3
16,39.3,9.4,14.1,81,32.8,,,,,,,,,,,,,,,1.5,21.67,"Steve Nash, PHX",5.7,16,13.0,.615,24.5,423.5
17,14.3,29.9,13.2,78,34.3,,,,,,,,,,,,,,,8.2,21.42,"Carlos Boozer, UTAH",19.4,17,12.3,.599,23.1,395.6
18,18.3,10.9,13.1,65,37.2,,,,,,,,,,,,,,,3.7,21.36,"Brandon Roy, POR",7.3,18,7.7,.568,25.5,392.2
19,8.0,23.8,14.7,81,37.7,,,,,,,,,,,,,,,12.6,21.21,"Zach Randolph, MEM",18.2,19,9.3,.546,22.9,442.1
20,19.8,19.8,13.6,81,35.4,,,,,,,,,,,,,,,9.0,21.04,"Josh Smith, ATL",14.3,20,11.5,.536,21.4,408.8
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,10.0,26.4,11.3,69,32.3,,,,,,,,,,,,,,,10.1,20.81,"Andrew Bogut, MIL",17.9,21,10.3,.540,21.6,339.5
23,13.3,28.6,7.9,60,28.6,,,,,,,,,,,,,,,14.5,20.72,"Kevin Love, MIN",21.5,22,11.5,.549,21.0,235.9
24,34.9,10.4,13.4,76,36.9,,,,,,,,,,,,,,,2.2,20.62,"Deron Williams, UTAH",6.4,23,11.0,.574,24.8,402.5
25,11.7,15.2,10.2,70,29.7,,,,,,,,,,,,,,,4.9,20.40,"Corey Maggette, GS",10.0,24,11.4,.615,24.1,307.4
26,6.9,20.4,9.5,65,30.4,,,,,,,,,,,,,,,10.1,20.26,"Andrew Bynum, LAL",15.3,25,11.7,.608,19.0,285.0
27,23.1,9.3,11.5,73,34.1,,,,,,,,,,,,,,,1.2,20.25,"Chauncey Billups, DEN",5.3,26,10.0,.601,23.6,343.8
28,10.7,17.5,14.3,82,36.9,,,,,,,,,,,,,,,9.9,20.11,"Brook Lopez, NJ",13.5,27,11.7,.570,21.7,429.7
29,10.3,13.3,10.6,62,36.7,,,,,,,,,,,,,,,3.2,19.85,"Danny Granger, IND",8.2,28,9.5,.564,25.9,317.9
30,5.9,22.9,4.4,58,17.0,,,,,,,,,,,,,,,14.2,19.64,"Nazr Mohammed, CHA",18.6,29,11.1,.578,19.1,132.7
31,16.0,24.8,8.2,69,29.9,,,,,,,,,,,,,,,4.8,19.51,"Kevin Garnett, BOS",15.1,30,8.7,.569,20.3,246.2
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,14.8,23.3,12.5,81,35.1,,,,,,,,,,,,,,,9.6,19.43,"Al Horford, ATL",16.4,31,9.6,.594,16.6,375.1
34,18.3,11.4,12.7,76,38.0,,,,,,,,,,,,,,,3.0,19.33,"Joe Johnson, ATL",7.1,32,7.2,.538,25.3,380.1
35,14.8,20.5,10.7,69,35.8,,,,,,,,,,,,,,,9.8,19.30,"Marc Gasol, MEM",15.1,33,12.1,.617,16.1,320.6
36,38.4,10.5,12.1,81,36.6,,,,,,,,,,,,,,,4.3,19.18,"Rajon Rondo, BOS",7.5,34,11.9,.540,21.1,361.9
37,9.0,24.2,10.3,76,32.4,,,,,,,,,,,,,,,8.0,19.03,"Al Jefferson, MIN",16.0,35,9.0,.524,22.3,310.0
38,5.0,13.3,9.2,80,30.9,,,,,,,,,,,,,,,8.5,19.02,"Carl Landry, HOU/SAC",10.9,36,10.3,.600,21.6,277.0
39,13.4,17.9,11.0,81,36.4,,,,,,,,,,,,,,,6.4,18.99,"David West, NO",12.0,37,9.7,.560,22.2,329.6
40,16.5,19.1,11.4,82,33.6,,,,,,,,,,,,,,,7.0,18.95,"Nene , DEN",13.1,38,10.2,.631,15.5,343.1
41,21.8,11.6,4.5,32,36.5,,,,,,,,,,,,,,,1.7,18.76,"Gilbert Arenas, WSH",6.6,39,11.1,.511,31.2,135.4
42,9.1,21.4,2.7,33,22.7,,,,,,,,,,,,,,,10.7,18.71,"Anthony Randolph, GS",16.0,40,10.7,.521,21.4,80.6
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,21.2,8.7,11.0,78,36.8,,,,,,,,,,,,,,,2.6,18.69,"Derrick Rose, CHI",5.7,41,9.8,.532,26.3,329.3
45,16.4,10.7,2.7,56,12.5,,,,,,,,,,,,,,,2.0,18.59,"Rodrigue Beaubois, DAL",6.4,42,12.0,.617,23.0,81.4
46,14.7,8.0,9.4,79,31.1,,,,,,,,,,,,,,,1.6,18.50,"Jamal Crawford, ATL",4.8,43,8.5,.573,24.4,282.8
47,10.6,23.2,12.2,76,41.0,,,,,,,,,,,,,,,5.9,18.39,"Gerald Wallace, CHA",14.7,44,11.7,.586,18.6,367.4
48,10.2,18.6,9.9,78,37.5,,,,,,,,,,,,,,,8.1,18.30,"LaMarcus Aldridge, POR",13.3,45,6.6,.535,21.1,296.7
49,20.7,13.6,9.7,72,37.2,,,,,,,,,,,,,,,2.8,18.28,"Tyreke Evans, SAC",8.1,46,10.8,.529,25.4,291.0
50,23.2,10.1,6.9,64,29.9,,,,,,,,,,,,,,,1.5,18.25,"Lou Williams, PHI",5.8,47,9.2,.576,20.7,206.8
51,19.2,12.9,6.5,58,29.0,,,,,,,,,,,,,,,5.5,18.25,"Andrei Kirilenko, UTAH",9.3,,9.6,.588,16.9,194.3
52,15.1,13.4,9.3,71,34.0,,,,,,,,,,,,,,,2.0,18.24,"Paul Pierce, BOS",7.9,49,11.5,.613,21.8,278.5
53,26.2,9.2,8.9,82,30.5,,,,,,,,,,,,,,,4.0,18.18,"Andre Miller, POR",6.6,50,10.2,.530,23.6,268.0
0,7.2,16.2,3.0,63,14.5,,,,,,,,,,,,,,,9.2,18.15,"Ryan Anderson, ORL",12.8,51,10.8,.574,21.8,90.4
1,13.1,28.5,7.7,72,32.6,,,,,,,,,,,,,,,6.0,18.07,"Troy Murphy, IND",17.2,52,8.7,.585,17.1,230.0
2,15.3,27.6,7.0,64,30.1,,,,,,,,,,,,,,,12.9,17.96,"Joakim Noah, CHI",20.4,53,13.5,.557,16.1,211.4
3,10.7,24.0,4.5,53,23.4,,,,,,,,,,,,,,,9.4,17.92,"Shaquille O'Neal, CLE",17.0,54,14.0,.565,22.8,135.5
4,8.7,21.2,7.2,70,28.4,,,,,,,,,,,,,,,7.4,17.92,"Jermaine O'Neal, MIA",14.3,,11.8,.563,20.8,217.5
5,22.4,32.0,7.4,74,31.3,,,,,,,,,,,,,,,12.6,17.91,"Marcus Camby, LAC/POR",22.3,56,10.9,.501,12.8,221.5
6,28.8,10.3,9.7,82,34.3,,,,,,,,,,,,,,,6.0,17.90,"Russell Westbrook, OKC",8.2,57,11.8,.491,25.9,289.7
7,23.6,16.8,11.6,82,38.9,,,,,,,,,,,,,,,3.0,17.82,"Andre Iguodala, PHI",9.8,58,10.9,.535,21.4,348.8
8,27.5,8.1,6.0,82,21.5,,,,,,,,,,,,,,,1.5,17.81,"Luke Ridnour, MIL",4.6,59,9.0,.570,22.1,178.7
9,8.8,25.1,5.2,82,18.2,,,,,,,,,,,,,,,16.0,17.79,"DeJuan Blair, SA",20.6,60,15.1,.564,18.9,155.9
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,1.8,15.6,3.5,51,19.3,,,,,,,,,,,,,,,12.6,17.66,"Robin Lopez, PHX",14.2,61,10.4,.621,15.3,103.9
12,6.1,19.7,3.6,62,16.4,,,,,,,,,,,,,,,9.7,17.63,"Marreese Speights, PHI",14.6,62,8.6,.524,22.8,106.6
13,11.7,18.2,6.9,81,27.9,,,,,,,,,,,,,,,7.9,17.62,"Andray Blatche, WSH",13.0,63,12.5,.519,24.0,205.9
14,9.9,8.9,6.2,73,25.6,,,,,,,,,,,,,,,4.4,17.50,"Marcus Thornton, NO",6.6,64,6.6,.550,23.0,187.3
15,30.6,9.9,8.1,75,33.6,,,,,,,,,,,,,,,2.4,17.47,"Baron Davis, LAC",6.1,65,10.8,.501,24.7,243.8
16,6.3,20.2,7.0,66,36.5,,,,,,,,,,,,,,,6.6,17.33,"Antawn Jamison, CLE/WSH",13.4,66,6.8,.529,20.7,209.4
17,12.2,14.8,3.1,37,24.8,,,,,,,,,,,,,,,4.3,17.31,"Nicolas Batum, POR",9.5,67,7.5,.646,15.3,93.3
18,11.0,23.6,7.6,82,32.6,,,,,,,,,,,,,,,7.2,17.22,"Luis Scola, HOU",15.1,68,10.6,.550,21.0,228.0
19,44.3,15.6,8.9,80,36.0,,,,,,,,,,,,,,,1.9,17.20,"Jason Kidd, DAL",8.9,69,11.9,.577,16.0,266.7
20,15.8,12.6,7.6,75,30.8,,,,,,,,,,,,,,,1.7,17.11,"Vince Carter, ORL",7.3,70,7.1,.541,23.3,227.9
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,10.6,9.7,5.3,46,35.5,,,,,,,,,,,,,,,2.0,17.08,"Kevin Martin, HOU/SAC",5.8,71,8.8,.561,23.4,160.3
23,3.3,18.7,3.1,60,16.1,,,,,,,,,,,,,,,10.3,17.04,"JaVale McGee, WSH",14.5,72,12.1,.539,17.3,93.0
24,12.7,18.0,3.4,75,16.4,,,,,,,,,,,,,,,9.1,16.99,"Craig Smith, LAC",13.5,73,13.3,.599,19.7,100.9
25,5.5,21.9,4.8,70,25.1,,,,,,,,,,,,,,,13.7,16.95,"Drew Gooden, DAL/LAC",17.8,74,12.7,.547,17.6,142.6
26,8.3,30.7,6.6,82,25.9,,,,,,,,,,,,,,,13.1,16.84,"Samuel Dalembert, PHI",21.8,75,16.0,.573,13.8,197.9
27,7.8,16.7,5.8,72,30.5,,,,,,,,,,,,,,,4.5,16.82,"Al Harrington, NY",10.5,76,9.4,.546,24.1,174.3
28,8.7,23.6,3.2,54,22.6,,,,,,,,,,,,,,,7.8,16.81,"Tyrus Thomas, CHI/CHA",15.8,77,14.3,.511,18.1,96.8
29,15.7,9.0,8.2,64,41.4,,,,,,,,,,,,,,,1.9,16.74,"Monta Ellis, GS",5.4,78,11.3,.517,27.0,246.4
30,12.1,18.9,5.9,82,27.8,,,,,,,,,,,,,,,9.9,16.73,"Paul Millsap, UTAH",14.5,79,10.7,.573,17.3,177.6
31,9.4,19.1,3.8,82,17.7,,,,,,,,,,,,,,,12.9,16.69,"Amir Johnson, TOR",16.1,80,12.3,.639,13.1,112.6
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,10.9,13.9,7.6,79,31.5,,,,,,,,,,,,,,,3.9,16.63,"Jason Richardson, PHX",9.2,81,7.0,.574,19.1,227.3
34,7.1,23.2,7.8,76,34.3,,,,,,,,,,,,,,,8.1,16.59,"Chris Kaman, LAC",15.6,82,13.3,.527,24.6,233.1
35,18.7,5.4,7.7,77,33.0,,,,,,,,,,,,,,,0.9,16.58,"Jason Terry, DAL",3.2,83,7.0,.552,21.6,230.5
36,36.2,7.5,5.0,68,26.7,,,,,,,,,,,,,,,1.5,16.58,"Jose Calderon, TOR",4.6,,8.9,.569,18.6,151.2
37,28.8,8.6,5.8,76,27.8,,,,,,,,,,,,,,,2.2,16.55,"Darren Collison, NO",5.3,85,13.5,.546,23.0,174.6
38,6.1,12.6,1.6,50,13.0,,,,,,,,,,,,,,,10.0,16.54,"Brandon Bass, ORL",11.3,86,10.0,.556,18.6,48.7
39,5.8,24.7,7.0,82,28.9,,,,,,,,,,,,,,,12.2,16.53,"Emeka Okafor, NO",18.4,87,11.8,.547,15.3,209.8
40,27.6,7.1,3.6,65,20.2,,,,,,,,,,,,,,,3.7,16.51,"Ty Lawson, DEN",5.4,88,11.1,.600,17.9,108.2
41,24.6,8.5,4.7,56,30.9,,,,,,,,,,,,,,,0.5,16.49,"Tony Parker, SA",4.6,89,11.5,.542,25.3,141.6
42,21.5,8.6,3.0,56,19.9,,,,,,,,,,,,,,,2.9,16.41,"Nate Robinson, BOS/NY",5.8,90,9.6,.543,21.2,90.1
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,30.5,9.8,6.0,82,27.4,,,,,,,,,,,,,,,1.6,16.34,"Jarrett Jack, TOR",5.8,91,12.0,.599,19.2,178.8
45,24.2,12.0,7.7,80,36.2,,,,,,,,,,,,,,,1.8,16.31,"Stephen Curry, GS",6.8,92,12.5,.568,20.9,229.6
46,8.6,13.2,9.2,80,39.7,,,,,,,,,,,,,,,4.2,16.30,"Rudy Gay, MEM",8.7,93,9.5,.535,21.0,274.8
47,13.4,15.5,5.8,81,25.1,,,,,,,,,,,,,,,9.4,16.30,"Roy Hibbert, IND",12.4,,12.3,.537,20.3,173.0
48,25.5,9.7,5.8,64,34.7,,,,,,,,,,,,,,,1.2,16.28,"Devin Harris, NJ",5.3,95,10.9,.512,25.2,175.1
49,24.8,8.6,6.1,69,34.2,,,,,,,,,,,,,,,1.5,16.18,"Mo Williams, CLE",5.2,96,11.7,.580,21.3,182.4
50,5.8,21.5,6.5,77,30.6,,,,,,,,,,,,,,,13.5,16.17,"Brendan Haywood, DAL/WSH",17.5,97,13.4,.588,12.7,195.7
51,7.3,18.8,5.4,78,29.8,,,,,,,,,,,,,,,6.3,16.16,"Michael Beasley, MIA",12.6,98,9.5,.505,23.3,162.1
52,10.0,15.8,7.4,70,37.9,,,,,,,,,,,,,,,5.6,16.14,"Luol Deng, CHI",10.7,99,9.3,.531,20.1,223.0
53,5.2,19.6,4.2,78,23.7,,,,,,,,,,,,,,,5.2,16.09,"Charlie Villanueva, DET",12.0,100,7.3,.526,22.1,126.5
0,19.1,13.8,4.6,49,34.0,,,,,,,,,,,,,,,4.9,16.06,"Tayshaun Prince, DET",9.0,101,7.1,.530,18.5,138.0
1,20.4,6.6,7.3,82,35.6,,,,,,,,,,,,,,,2.0,16.04,"Aaron Brooks, HOU",4.2,102,10.9,.549,24.8,219.6
2,16.3,13.3,2.2,24,32.6,,,,,,,,,,,,,,,2.5,16.04,"Reggie Williams, GS",7.8,,7.2,.588,17.1,64.6
3,21.4,26.5,5.8,82,31.5,,,,,,,,,,,,,,,8.0,15.98,"Lamar Odom, LAL",17.3,104,12.0,.533,16.5,173.0
4,7.4,22.7,4.4,76,22.3,,,,,,,,,,,,,,,10.1,15.88,"Chris Andersen, DEN",16.5,105,13.2,.631,9.8,133.4
5,12.5,20.4,4.7,76,28.5,,,,,,,,,,,,,,,10.9,15.87,"Anderson Varejao, CLE",15.9,106,9.6,.598,12.0,141.3
6,19.8,23.1,5.1,69,28.6,,,,,,,,,,,,,,,14.1,15.84,"Ben Wallace, DET",18.3,107,12.0,.526,9.8,154.5
7,8.8,22.6,4.1,81,23.4,,,,,,,,,,,,,,,9.0,15.80,"Ersan Ilyasova, MIL",15.5,108,7.4,.526,19.1,121.9
8,26.4,8.5,5.9,79,31.4,,,,,,,,,,,,,,,1.7,15.76,"Beno Udrih, SAC",5.1,109,9.6,.566,18.5,176.0
9,9.1,14.7,4.8,76,30.2,,,,,,,,,,,,,,,9.0,15.72,"Elton Brand, PHI",11.8,110,10.9,.518,19.9,144.8
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,6.5,13.9,3.3,76,20.5,,,,,,,,,,,,,,,9.0,15.70,"Hakim Warrick, CHI/MIL",11.4,111,10.0,.547,18.3,97.5
12,13.8,12.2,8.1,81,38.6,,,,,,,,,,,,,,,3.0,15.69,"Stephen Jackson, GS/CHA",7.7,112,11.9,.518,23.4,242.3
13,10.6,20.6,5.4,73,29.4,,,,,,,,,,,,,,,7.5,15.65,"Mehmet Okur, UTAH",14.2,113,11.3,.561,19.3,162.1
14,19.6,11.1,5.7,73,34.2,,,,,,,,,,,,,,,3.1,15.62,"Rodney Stuckey, DET",6.8,114,9.2,.479,25.9,172.4
15,6.4,15.9,7.0,80,35.0,,,,,,,,,,,,,,,4.6,15.60,"Andrea Bargnani, TOR",10.4,115,8.2,.552,19.9,208.8
16,28.3,10.1,4.2,65,28.6,,,,,,,,,,,,,,,1.7,15.55,"Jameer Nelson, ORL",6.0,116,11.1,.540,22.0,126.3
17,30.5,11.2,3.7,68,24.3,,,,,,,,,,,,,,,6.1,15.53,"Kyle Lowry, HOU",8.6,117,11.6,.536,19.0,111.7
18,2.0,21.9,2.5,73,18.1,,,,,,,,,,,,,,,12.3,15.28,"Serge Ibaka, OKC",17.2,118,13.9,.562,14.5,74.5
19,5.5,19.5,3.2,81,20.9,,,,,,,,,,,,,,,8.2,15.26,"JJ Hickson, CLE",14.1,119,12.7,.580,16.8,94.8
20,29.0,10.5,5.6,80,33.0,,,,,,,,,,,,,,,2.5,15.25,"Raymond Felton, CHA",6.6,120,10.9,.525,19.2,167.7
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,14.8,8.8,6.6,80,35.2,,,,,,,,,,,,,,,2.0,15.22,"Ray Allen, BOS",5.5,121,9.1,.601,18.5,198.4
23,12.7,11.3,4.8,75,27.7,,,,,,,,,,,,,,,1.6,15.15,"JR Smith, DEN",6.5,122,9.6,.515,24.9,144.1
24,5.4,25.1,2.2,69,17.7,,,,,,,,,,,,,,,11.0,15.10,"Kris Humphries, DAL/NJ",17.8,123,11.2,.495,19.1,65.6
25,12.0,17.6,4.9,81,27.0,,,,,,,,,,,,,,,3.6,15.09,"Channing Frye, PHX",11.0,124,7.7,.598,15.4,146.6
26,9.0,24.4,4.8,78,27.6,,,,,,,,,,,,,,,9.1,15.08,"Kendrick Perkins, BOS",16.9,125,18.5,.613,15.8,144.0
27,7.1,18.7,1.3,47,13.3,,,,,,,,,,,,,,,13.5,15.06,"Jordan Hill, HOU/NY",16.0,126,10.7,.528,16.1,39.7
28,18.1,8.5,4.1,82,22.0,,,,,,,,,,,,,,,1.1,15.03,"JJ Redick, ORL",5.0,127,7.2,.606,17.1,122.1
29,17.7,7.7,3.5,46,33.7,,,,,,,,,,,,,,,2.2,15.00,"Richard Hamilton, DET",4.8,128,10.1,.505,27.1,104.1
30,19.1,7.2,2.2,56,19.4,,,,,,,,,,,,,,,4.1,14.95,"Toney Douglas, NY",5.6,129,9.4,.571,18.7,67.3
31,13.6,16.1,2.0,65,17.9,,,,,,,,,,,,,,,5.3,14.94,"Matt Bonner, SA",10.8,130,7.8,.581,15.9,59.6
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,10.3,14.0,5.6,81,33.9,,,,,,,,,,,,,,,2.6,14.89,"Danilo Gallinari, NY",8.2,131,8.4,.575,17.5,167.6
34,19.5,18.2,0.9,42,12.5,,,,,,,,,,,,,,,8.3,14.88,"Josh McRoberts, IND",13.2,132,8.4,.550,14.3,26.4
35,26.0,9.8,2.8,80,18.0,,,,,,,,,,,,,,,3.2,14.87,"Goran Dragic, PHX",6.7,133,13.6,.566,20.7,83.4
36,29.5,7.2,2.0,66,15.9,,,,,,,,,,,,,,,2.6,14.85,"Sergio Rodriguez, NY/SAC",4.8,134,15.9,.554,19.4,60.2
37,10.2,15.2,5.1,75,31.8,,,,,,,,,,,,,,,7.7,14.79,"Shawn Marion, DAL",11.5,135,9.5,.535,16.4,152.6
38,15.2,9.4,5.9,81,34.9,,,,,,,,,,,,,,,1.4,14.70,"John Salmons, CHI/MIL",5.4,136,8.4,.553,17.0,177.2
39,19.3,8.2,4.2,78,29.2,,,,,,,,,,,,,,,2.2,14.70,"George Hill, SA",5.3,,8.6,.572,18.1,125.8
40,12.4,11.0,1.6,35,21.9,,,,,,,,,,,,,,,2.2,14.64,"Henry Walker, BOS/NY",6.5,138,8.7,.649,13.8,47.5
41,8.6,16.8,0.8,29,17.6,,,,,,,,,,,,,,,12.7,14.62,"Tyler Hansbrough, IND",14.7,139,6.5,.448,22.8,23.8
42,6.2,24.8,3.4,78,27.9,,,,,,,,,,,,,,,9.1,14.62,"Udonis Haslem, MIA",17.0,,8.9,.538,15.4,101.2
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,14.1,9.4,6.4,82,38.0,,,,,,,,,,,,,,,2.3,14.61,"O.J. Mayo, MEM",5.8,141,10.3,.552,19.8,191.1
45,10.6,20.3,4.7,75,31.4,,,,,,,,,,,,,,,10.8,14.60,"Jason Thompson, SAC",15.5,142,11.9,.518,18.2,140.6
46,23.4,10.4,4.8,82,32.6,,,,,,,,,,,,,,,2.0,14.58,"Brandon Jennings, MIL",6.0,143,10.0,.475,25.6,142.8
47,15.3,14.4,3.0,72,20.8,,,,,,,,,,,,,,,4.0,14.56,"Dorell Wright, MIA",9.2,144,8.9,.567,14.7,90.5
48,7.4,19.9,2.2,79,14.8,,,,,,,,,,,,,,,13.1,14.44,"Lou Amundson, PHX",16.7,145,13.6,.562,13.2,66.9
49,20.1,9.8,2.2,74,17.6,,,,,,,,,,,,,,,1.7,14.38,"Jerryd Bayless, POR",5.7,146,11.0,.534,24.0,65.8
50,5.3,18.7,1.3,63,11.2,,,,,,,,,,,,,,,9.4,14.38,"Dante Cunningham, POR",14.0,,5.7,.517,15.2,37.8
51,16.2,12.5,1.6,54,16.5,,,,,,,,,,,,,,,7.4,14.23,"Tony Allen, BOS",10.0,148,14.9,.540,18.0,49.5
52,11.9,14.6,2.7,74,20.1,,,,,,,,,,,,,,,2.8,14.15,"Chase Budinger, HOU",8.5,149,6.5,.545,18.0,81.0
53,14.9,7.1,4.0,62,36.0,,,,,,,,,,,,,,,1.3,14.15,"Eric Gordon, LAC",4.2,,11.6,.571,20.2,121.3
0,9.8,19.8,0.8,54,11.1,,,,,,,,,,,,,,,9.9,14.12,"Shelden Williams, BOS",15.0,151,13.9,.612,13.7,23.4
1,15.3,7.0,3.1,62,27.9,,,,,,,,,,,,,,,1.7,14.09,"Ben Gordon, DET",4.2,152,10.9,.534,23.5,92.7
2,8.8,12.3,3.5,67,32.0,,,,,,,,,,,,,,,7.0,14.08,"Thaddeus Young, PHI",9.6,153,11.4,.523,19.7,105.1
3,17.3,16.3,4.3,81,30.0,,,,,,,,,,,,,,,3.6,14.07,"Grant Hill, PHX",10.3,154,9.7,.561,15.8,129.6
4,6.6,20.0,2.0,76,20.4,,,,,,,,,,,,,,,11.8,14.07,"Jason Maxiell, DET",15.7,,11.5,.531,15.2,59.4
5,11.1,11.1,3.6,69,29.2,,,,,,,,,,,,,,,3.3,14.07,"Anthony Morrow, GS",7.1,,8.9,.597,16.0,107.4
6,19.2,9.7,1.4,56,15.4,,,,,,,,,,,,,,,1.5,14.06,"A.J. Price, IND",5.6,157,10.7,.530,21.3,42.1
7,14.8,12.7,2.8,76,22.9,,,,,,,,,,,,,,,3.2,14.05,"James Harden, OKC",8.1,158,11.4,.551,19.1,84.4
8,8.9,24.1,2.2,55,23.3,,,,,,,,,,,,,,,11.6,14.05,"Erick Dampier, DAL",17.9,,17.5,.637,10.3,65.9
9,12.6,7.9,1.4,44,17.9,,,,,,,,,,,,,,,1.7,14.05,"Leandro Barbosa, PHX",5.0,,9.1,.526,23.0,41.7
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,9.7,12.1,3.0,72,32.9,,,,,,,,,,,,,,,3.1,14.03,"Rashard Lewis, ORL",7.8,161,9.8,.573,17.5,89.5
12,26.7,18.2,3.1,54,33.4,,,,,,,,,,,,,,,3.5,14.00,"Mike Miller, WSH",10.7,162,14.4,.623,14.7,94.3
13,20.6,12.2,1.7,52,18.3,,,,,,,,,,,,,,,1.3,13.99,"Kyle Korver, UTAH",6.9,163,9.7,.620,15.5,49.6
14,7.1,16.5,3.5,80,27.9,,,,,,,,,,,,,,,9.9,13.99,"Jonas Jerebko, DET",13.0,,10.0,.545,14.6,106.2
15,28.2,7.3,3.7,80,32.1,,,,,,,,,,,,,,,1.4,13.90,"Mike Conley, MEM",4.3,165,11.3,.526,18.9,111.2
16,5.3,24.3,1.8,81,13.4,,,,,,,,,,,,,,,11.5,13.88,"Marcin Gortat, ORL",18.1,166,14.2,.563,11.6,53.3
17,21.2,8.9,2.6,65,27.5,,,,,,,,,,,,,,,1.7,13.88,"C.J. Watson, GS",5.3,,8.1,.555,15.1,76.8
