,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
23,19.2,8.6,2.6,56,18.6,,,,,,,,,,,,,,,7.0,20.13,"Marquis Daniels, DAL",7.6,22,7.3,.536,19.7,76.7
24,13.0,14.6,6.6,73,36.0,,,,,,,,,,,,,,,4.0,20.10,"Corey Maggette, LAC",9.3,23,12.1,.586,23.6,198.1
25,10.9,20.3,5.6,85,31.6,,,,,,,,,,,,,,,8.0,20.00,"Shareef Abdur-Rahim, ATL/POR",14.3,24,11.5,.557,22.5,169.5
26,15.7,10.6,7.3,73,38.2,,,,,,,,,,,,,,,4.0,19.99,"Vince Carter, TOR",7.2,25,10.1,.501,29.6,218.3
27,11.7,18.7,6.5,79,40.7,,,,,,,,,,,,,,,7.0,19.96,"Shawn Marion, PHX",13.1,26,8.5,.513,20.4,196.4
28,9.6,10.9,7.7,82,36.8,,,,,,,,,,,,,,,4.0,19.87,"Michael Redd, MIL",7.7,27,6.0,.544,23.6,231.1
29,5.9,19.2,4.7,55,36.8,,,,,,,,,,,,,,,9.0,19.85,"Amar'e Stoudemire, PHX",14.0,28,13.5,.536,24.2,140.0
30,35.6,9.2,3.3,71,21.3,,,,,,,,,,,,,,,2.0,19.72,"Antonio Daniels, SEA",5.5,29,7.3,.596,16.9,100.1
31,32.5,16.5,5.6,67,36.6,,,,,,,,,,,,,,,4.0,19.70,"Jason Kidd, NJ",10.3,30,11.3,.485,24.5,167.4
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,8.4,23.4,6.4,81,37.9,,,,,,,,,,,,,,,9.0,19.63,"Zach Randolph, POR",16.5,31,12.7,.528,25.1,191.6
34,13.3,15.0,3.0,76,21.5,,,,,,,,,,,,,,,7.0,19.44,"Brian Cardinal, GS",10.9,32,10.9,.626,17.3,90.8
35,23.4,23.3,5.4,72,36.4,,,,,,,,,,,,,,,8.0,19.42,"Brad Miller, SAC",16.1,33,10.8,.579,16.6,162.3
36,16.5,16.4,7.4,80,38.7,,,,,,,,,,,,,,,3.0,19.37,"Paul Pierce, BOS",9.6,34,12.2,.517,27.6,220.5
37,4.7,17.7,2.6,77,19.8,,,,,,,,,,,,,,,10.0,19.30,"Stromile Swift, MEM",14.0,35,10.8,.530,20.3,79.0
38,17.4,8.2,5.2,48,42.5,,,,,,,,,,,,,,,2.0,19.30,"Allen Iverson, PHI",5.1,,11.2,.478,33.0,155.7
39,22.7,7.8,6.7,82,36.3,,,,,,,,,,,,,,,3.0,19.23,"Mike Bibby, SAC",5.3,37,9.0,.564,21.6,199.7
40,13.0,11.1,2.6,50,23.7,,,,,,,,,,,,,,,5.0,19.15,"Bobby Jackson, SAC",8.3,38,7.8,.538,24.2,78.0
41,9.1,23.6,5.1,82,36.4,,,,,,,,,,,,,,,8.0,19.03,"Donyell Marshall, CHI/TOR",15.8,39,8.7,.548,17.5,153.3
42,10.6,14.5,4.8,82,29.9,,,,,,,,,,,,,,,4.0,18.88,"James Posey, MEM",9.3,40,9.7,.614,17.2,142.7
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,27.3,9.7,5.5,82,34.6,,,,,,,,,,,,,,,5.0,18.87,"Andre Miller, DEN",7.3,41,11.7,.541,20.5,166.0
45,11.8,25.3,3.8,65,34.6,,,,,,,,,,,,,,,7.0,18.76,"Kenyon Martin, NJ",16.2,42,12.4,.528,22.4,115.3
46,24.3,10.0,5.6,78,35.4,,,,,,,,,,,,,,,1.0,18.66,"Chauncey Billups, DET",5.8,43,10.3,.550,22.9,167.4
47,21.2,12.6,4.6,77,29.4,,,,,,,,,,,,,,,4.0,18.54,"Manu Ginobili, SA",8.5,44,11.7,.536,21.1,137.0
48,17.3,24.2,5.3,80,37.5,,,,,,,,,,,,,,,6.0,18.49,"Lamar Odom, MIA",15.1,45,12.5,.516,22.8,160.4
49,8.6,18.8,2.5,71,22.3,,,,,,,,,,,,,,,12.0,18.47,"Mehmet Okur, DET",15.4,46,12.6,.538,19.7,74.5
50,35.8,11.9,3.5,59,30.6,,,,,,,,,,,,,,,1.0,18.34,"Brent Barry, SEA",6.7,47,14.5,.668,16.1,105.8
51,19.1,11.8,7.0,79,39.5,,,,,,,,,,,,,,,4.0,18.30,"LeBron James, CLE",7.7,48,11.2,.488,26.9,209.3
52,15.3,12.5,5.4,73,37.2,,,,,,,,,,,,,,,4.0,18.21,"Metta World Peace, IND",8.4,49,11.4,.511,24.3,162.4
53,17.2,13.3,6.0,82,38.2,,,,,,,,,,,,,,,4.0,18.15,"Richard Jefferson, NJ",8.7,50,10.8,.573,20.9,181.4
0,11.6,13.3,4.3,68,35.1,,,,,,,,,,,,,,,3.0,17.91,"Rasheed Wallace, ATL/DET/POR",8.1,51,8.9,.510,27.4,130.0
1,15.7,27.4,3.1,72,30.0,,,,,,,,,,,,,,,11.0,17.90,"Marcus Camby, DEN",19.0,52,11.7,.511,13.4,91.6
2,13.8,9.9,5.5,72,38.6,,,,,,,,,,,,,,,3.0,17.84,"Michael Finley, DAL",6.4,53,5.4,.539,19.5,166.1
3,21.3,25.6,2.1,42,32.7,,,,,,,,,,,,,,,5.0,17.82,"Karl Malone, LAL",15.1,54,13.5,.555,18.7,63.8
4,9.1,17.7,3.8,72,32.5,,,,,,,,,,,,,,,7.0,17.80,"Keith Van Horn, MIL/NY",12.6,55,12.8,.564,21.6,113.8
5,19.6,9.0,4.1,61,34.9,,,,,,,,,,,,,,,5.0,17.61,"Dwyane Wade, MIA",6.8,56,13.9,.530,23.5,122.8
6,10.5,12.1,5.7,82,36.5,,,,,,,,,,,,,,,7.0,17.58,"Carmelo Anthony, DEN",9.4,57,11.4,.509,26.0,171.6
7,10.2,12.9,3.9,61,33.8,,,,,,,,,,,,,,,5.0,17.58,"Larry Hughes, WSH",8.9,,10.4,.496,25.7,116.5
8,10.6,15.4,4.5,80,36.6,,,,,,,,,,,,,,,5.0,17.50,"Rashard Lewis, SEA",10.4,59,8.1,.527,21.0,136.5
9,12.1,25.5,3.4,81,37.7,,,,,,,,,,,,,,,12.0,17.45,"Ben Wallace, DET",19.1,60,10.8,.441,14.1,102.5
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,25.9,11.0,4.8,82,34.5,,,,,,,,,,,,,,,3.0,17.34,"Gary Payton, LAL",6.9,61,8.7,.528,19.9,143.4
12,7.0,15.6,2.0,77,19.3,,,,,,,,,,,,,,,14.0,17.33,"Brendan Haywood, WSH",14.6,62,13.0,.547,15.4,61.4
13,26.9,8.4,2.6,60,26.6,,,,,,,,,,,,,,,3.0,17.31,"Speedy Claxton, GS",5.5,63,10.3,.509,20.5,77.9
14,16.5,20.3,1.5,23,36.1,,,,,,,,,,,,,,,7.0,17.18,"Chris Webber, SAC",13.6,64,9.4,.456,26.4,44.9
15,5.9,19.8,1.6,75,16.8,,,,,,,,,,,,,,,11.0,17.12,"Dan Gadzuric, MIL",15.6,65,9.5,.529,14.2,49.4
16,35.5,6.6,3.4,72,29.4,,,,,,,,,,,,,,,1.0,16.95,"Jason Williams, MEM",3.9,66,9.8,.517,19.7,101.1
17,16.9,8.3,4.7,78,35.5,,,,,,,,,,,,,,,3.0,16.86,"Richard Hamilton, DET",5.8,67,11.4,.522,24.2,140.8
18,25.8,9.0,3.1,71,28.3,,,,,,,,,,,,,,,2.0,16.83,"Carlos Arroyo, UTAH",5.7,68,11.3,.517,23.6,93.5
19,6.0,23.2,0.8,28,21.8,,,,,,,,,,,,,,,9.0,16.81,"Troy Murphy, GS",16.0,69,10.2,.501,21.0,24.0
20,12.1,15.4,5.1,78,37.6,,,,,,,,,,,,,,,5.0,16.81,"Jason Richardson, GS",10.1,,10.5,.504,23.6,153.7
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,15.3,10.6,5.1,81,37.0,,,,,,,,,,,,,,,1.0,16.73,"Eddie Jones, MIA",6.0,71,7.6,.538,20.7,151.6
23,8.0,20.8,2.6,76,29.7,,,,,,,,,,,,,,,12.0,16.62,"Joe Smith, MIL",16.2,72,8.4,.510,16.1,77.2
24,6.6,24.4,3.7,82,33.9,,,,,,,,,,,,,,,11.0,16.62,"Jamaal Magloire, NO",17.4,,15.4,.551,18.1,112.0
25,37.3,9.4,1.9,52,26.5,,,,,,,,,,,,,,,2.0,16.50,"Jamaal Tinsley, IND",5.8,74,13.5,.541,18.3,55.6
26,8.1,20.9,2.3,79,24.1,,,,,,,,,,,,,,,11.0,16.48,"Etan Thomas, WSH",15.6,75,13.5,.538,16.3,69.0
27,9.2,14.1,1.5,72,13.7,,,,,,,,,,,,,,,5.0,16.42,"Rodney White, DEN",9.5,76,12.0,.527,24.0,45.9
28,11.6,22.0,2.0,82,23.9,,,,,,,,,,,,,,,15.0,16.38,"Jeff Foster, IND",18.4,77,10.8,.578,10.8,59.0
29,9.6,19.4,0.9,71,13.3,,,,,,,,,,,,,,,13.0,16.33,"Robert Traylor, NO",15.9,78,13.8,.527,18.0,26.1
30,31.1,15.6,3.3,81,28.6,,,,,,,,,,,,,,,7.0,16.29,"Vlade Divac, SAC",11.3,79,12.5,.511,18.4,98.6
31,3.1,22.9,2.2,82,26.8,,,,,,,,,,,,,,,10.0,16.28,"Samuel Dalembert, PHI",16.8,80,12.6,.566,12.5,66.7
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,22.1,10.6,4.5,81,37.3,,,,,,,,,,,,,,,2.0,16.27,"Jason Terry, ATL",6.3,81,11.6,.519,22.2,133.8
34,25.3,11.8,2.1,80,20.8,,,,,,,,,,,,,,,5.0,16.27,"Bob Sura, ATL/DET",8.4,,11.4,.510,15.8,62.6
35,5.3,22.0,1.9,80,20.1,,,,,,,,,,,,,,,13.0,16.23,"Nazr Mohammed, ATL/NY",17.8,83,14.2,.542,15.8,57.0
36,10.4,17.3,1.6,31,36.6,,,,,,,,,,,,,,,10.0,16.23,"Matt Harpring, UTAH",13.5,,10.7,.524,20.7,46.6
37,23.9,6.3,2.7,82,22.5,,,,,,,,,,,,,,,3.0,16.22,"Earl Boykins, DEN",4.4,85,8.1,.501,21.6,81.0
38,14.3,12.7,3.0,79,26.3,,,,,,,,,,,,,,,6.0,16.16,"Darius Miles, CLE/POR",9.6,86,11.5,.514,20.2,89.2
39,13.1,10.4,4.6,80,36.8,,,,,,,,,,,,,,,4.0,16.14,"Stephen Jackson, ATL",7.1,87,12.0,.521,22.9,136.8
40,17.1,14.3,3.7,79,31.3,,,,,,,,,,,,,,,2.0,16.13,"Ricky Davis, BOS/CLE",8.4,88,12.5,.533,22.3,110.8
41,22.1,15.7,2.3,73,20.8,,,,,,,,,,,,,,,4.0,16.13,"Toni Kukoc, MIL",10.1,,12.2,.519,19.9,69.2
42,25.3,9.0,3.2,80,28.2,,,,,,,,,,,,,,,1.0,16.12,"Reggie Miller, IND",4.9,90,6.9,.600,15.0,95.1
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,8.1,17.9,2.6,82,29.3,,,,,,,,,,,,,,,10.0,16.07,"Mark Blount, BOS",14.0,91,16.2,.601,14.1,79.0
45,4.0,24.3,0.6,56,11.2,,,,,,,,,,,,,,,19.0,16.06,"Danny Fortson, DAL",21.8,92,16.4,.605,13.6,18.2
46,16.2,22.6,0.8,71,13.1,,,,,,,,,,,,,,,14.0,16.04,"David West, NO",18.2,93,12.9,.519,14.4,22.8
47,9.0,21.1,2.6,74,36.5,,,,,,,,,,,,,,,12.0,16.00,"Kenny Thomas, PHI",16.4,94,13.9,.527,17.7,78.7
48,17.7,11.1,3.0,55,37.6,,,,,,,,,,,,,,,3.0,15.96,"Gilbert Arenas, WSH",6.9,95,14.5,.512,25.9,88.7
49,7.2,10.9,1.6,56,21.6,,,,,,,,,,,,,,,5.0,15.87,"Chris Crawford, ATL",8.2,96,8.8,.544,19.5,48.5
50,20.0,9.5,4.4,80,35.1,,,,,,,,,,,,,,,2.0,15.86,"Jamal Crawford, CHI",5.5,97,9.5,.486,24.4,131.8
51,14.8,19.3,2.4,80,34.4,,,,,,,,,,,,,,,10.0,15.83,"P.J. Brown, NO",14.3,98,9.6,.527,13.9,71.4
52,23.5,11.1,4.2,79,40.4,,,,,,,,,,,,,,,5.0,15.83,"Steve Francis, HOU",8.0,,14.0,.501,22.7,126.2
53,20.7,19.1,3.4,82,34.6,,,,,,,,,,,,,,,7.0,15.79,"Antoine Walker, DAL",13.1,100,11.3,.475,20.9,101.6
0,12.8,15.4,2.0,67,23.7,,,,,,,,,,,,,,,10.0,15.78,"Josh Howard, DAL",12.6,101,8.9,.485,16.9,58.6
1,11.3,19.2,2.6,74,30.3,,,,,,,,,,,,,,,9.0,15.77,"Kwame Brown, WSH",13.8,102,14.2,.547,15.9,77.0
2,8.1,14.6,0.7,66,11.7,,,,,,,,,,,,,,,10.0,15.75,"Shawn Bradley, DAL",12.2,103,6.9,.523,11.7,21.4
3,10.2,19.1,0.5,58,9.4,,,,,,,,,,,,,,,10.0,15.74,"Scott Padgett, HOU",15.0,104,9.7,.552,15.8,14.1
4,24.6,8.5,2.7,79,28.4,,,,,,,,,,,,,,,3.0,15.67,"Darrell Armstrong, NO",5.7,105,12.2,.525,19.1,81.4
5,24.8,8.3,3.5,75,34.4,,,,,,,,,,,,,,,2.0,15.66,"Tony Parker, SA",5.1,106,10.8,.516,21.7,104.3
6,11.1,11.9,3.6,82,30.9,,,,,,,,,,,,,,,4.0,15.66,"Desmond Mason, MIL",8.0,,10.8,.552,19.7,107.4
7,9.4,16.1,3.3,81,35.5,,,,,,,,,,,,,,,7.0,15.64,"Juwan Howard, ORL",11.2,108,10.6,.513,21.6,99.6
8,7.7,19.3,2.3,79,27.0,,,,,,,,,,,,,,,8.0,15.61,"Drew Gooden, ORL",13.7,109,10.9,.484,20.4,67.7
9,13.1,11.8,2.0,79,24.6,,,,,,,,,,,,,,,6.0,15.42,"Shane Battier, MEM",8.8,110,7.3,.544,14.3,60.9
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,14.9,9.2,2.7,82,24.6,,,,,,,,,,,,,,,3.0,15.41,"Ronald Murray, SEA",5.9,111,10.9,.497,24.4,80.0
12,8.1,15.4,1.1,65,20.6,,,,,,,,,,,,,,,11.0,15.39,"Chris Wilcox, LAC",13.0,112,12.6,.557,17.7,34.3
13,11.7,17.6,2.2,82,28.7,,,,,,,,,,,,,,,12.0,15.35,"Rasho Nesterovic, SA",15.0,113,11.0,.473,15.4,66.3
14,10.1,11.2,0.8,28,22.2,,,,,,,,,,,,,,,5.0,15.31,"Wally Szczerbiak, MIN",8.1,114,8.6,.539,19.7,25.5
15,7.6,16.9,2.0,75,33.5,,,,,,,,,,,,,,,9.0,15.24,"Chris Bosh, TOR",12.8,115,10.5,.513,16.1,60.1
16,31.6,6.6,2.7,70,33.8,,,,,,,,,,,,,,,2.0,15.17,"Jeff McInnis, CLE/POR",4.1,116,8.8,.511,18.0,82.2
17,22.5,10.2,2.4,51,35.5,,,,,,,,,,,,,,,2.0,15.12,"Derek Anderson, POR",6.0,117,8.9,.499,19.9,71.1
18,12.7,15.2,2.7,77,30.1,,,,,,,,,,,,,,,5.0,15.12,"Vladimir Radmanovic, SEA",10.3,,9.7,.533,17.6,81.0
19,18.9,17.2,2.8,75,31.1,,,,,,,,,,,,,,,4.0,15.09,"Mike Dunleavy, GS",10.7,119,12.3,.547,17.5,83.5
20,10.8,13.6,2.1,66,31.7,,,,,,,,,,,,,,,4.0,15.09,"Tim Thomas, MIL/NY",8.9,,10.1,.534,21.5,63.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,6.8,12.5,1.7,42,31.8,,,,,,,,,,,,,,,4.0,15.07,"Glenn Robinson, PHI",8.3,121,12.7,.518,24.5,52.1
23,9.7,13.2,3.1,65,36.0,,,,,,,,,,,,,,,7.0,15.06,"Quentin Richardson, LAC",10.1,122,9.8,.484,22.7,91.7
24,10.1,18.5,1.0,67,18.7,,,,,,,,,,,,,,,10.0,15.05,"Malik Rose, SA",14.2,123,16.4,.526,20.6,31.4
25,10.0,16.9,2.1,79,30.9,,,,,,,,,,,,,,,8.0,14.98,"Al Harrington, IND",12.3,124,12.4,.514,20.8,62.1
26,22.8,11.2,2.0,65,27.2,,,,,,,,,,,,,,,3.0,14.92,"Mike Miller, MEM",6.9,125,10.5,.532,19.2,61.1
27,33.7,11.1,1.3,61,19.6,,,,,,,,,,,,,,,4.0,14.90,"Rod Strickland, ORL/TOR",7.5,126,11.7,.482,19.4,39.7
28,14.8,16.0,1.7,77,32.5,,,,,,,,,,,,,,,7.0,14.87,"Nene , DEN",11.3,127,16.1,.578,15.8,51.9
29,28.4,9.7,3.4,82,38.0,,,,,,,,,,,,,,,2.0,14.85,"Damon Stoudamire, POR",5.9,128,10.2,.508,19.2,102.8
30,10.2,12.4,0.9,54,24.3,,,,,,,,,,,,,,,13.0,14.81,"Vin Baker, BOS/NY",12.9,129,12.0,.530,19.0,27.9
31,13.1,18.7,0.9,68,24.1,,,,,,,,,,,,,,,12.0,14.76,"Jerome Williams, CHI/TOR",15.4,130,13.5,.522,12.9,26.7
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,15.6,11.2,3.0,82,34.7,,,,,,,,,,,,,,,2.0,14.76,"Kerry Kittles, NJ",6.8,,7.2,.526,16.8,90.0
34,9.8,16.2,0.5,52,16.7,,,,,,,,,,,,,,,11.0,14.74,"Clarence Weatherspoon, HOU/NY",13.9,132,11.4,.538,14.3,15.8
35,9.4,6.4,2.4,50,36.0,,,,,,,,,,,,,,,1.0,14.73,"Allan Houston, NY",3.9,133,9.6,.539,22.2,70.5
36,3.7,26.3,1.0,76,17.5,,,,,,,,,,,,,,,13.0,14.71,"Chris Mihm, BOS/CLE",19.8,134,15.9,.531,17.9,30.6
37,9.1,15.7,1.0,19,38.4,,,,,,,,,,,,,,,3.0,14.67,"Jamal Mashburn, NO",9.1,135,7.2,.457,26.9,28.6
38,15.5,8.9,4.1,82,37.8,,,,,,,,,,,,,,,2.0,14.67,"Latrell Sprewell, MIN",5.7,,8.6,.493,21.5,122.4
39,11.9,15.2,0.6,73,13.4,,,,,,,,,,,,,,,11.0,14.66,"Darius Songaila, SAC",13.1,137,10.7,.541,14.7,18.2
40,6.8,15.4,0.5,20,27.3,,,,,,,,,,,,,,,8.0,14.64,"Jason Collier, ATL",11.5,138,12.4,.558,17.4,15.0
41,19.2,9.9,1.5,73,22.6,,,,,,,,,,,,,,,9.0,14.64,"Ruben Patterson, POR",9.6,,14.5,.530,16.0,45.7
42,27.8,10.2,1.1,57,19.3,,,,,,,,,,,,,,,3.0,14.61,"Jon Barry, DEN",6.3,140,10.0,.535,15.1,32.8
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,21.8,21.3,0.5,48,20.5,,,,,,,,,,,,,,,6.0,14.57,"Christian Laettner, WSH",13.2,141,10.3,.511,13.9,16.1
45,18.3,14.0,0.7,81,15.9,,,,,,,,,,,,,,,9.0,14.56,"Robert Horry, SA",11.8,142,10.0,.496,15.2,22.1
46,10.5,23.3,0.4,71,14.5,,,,,,,,,,,,,,,10.0,14.56,"Chris Andersen, DEN",16.3,,14.4,.486,11.6,11.7
47,8.5,18.8,1.8,85,31.3,,,,,,,,,,,,,,,7.0,14.54,"Theo Ratliff, ATL/POR",13.1,144,14.4,.521,13.0,52.5
48,30.2,11.8,1.2,71,17.6,,,,,,,,,,,,,,,1.0,14.50,"Charlie Ward, NY/PHX/SA",6.7,145,13.5,.528,19.2,35.7
49,6.6,12.2,1.2,79,19.9,,,,,,,,,,,,,,,7.0,14.46,"Corliss Williamson, DET",9.4,146,13.2,.546,21.4,34.7
50,11.3,20.8,0.7,77,13.6,,,,,,,,,,,,,,,7.0,14.46,"Austin Croshere, IND",13.7,,12.0,.549,16.7,21.0
51,28.8,11.1,1.9,81,27.1,,,,,,,,,,,,,,,2.0,14.44,"Mike James, BOS/DET",6.6,148,10.5,.528,18.8,57.7
52,7.4,21.0,0.4,43,12.3,,,,,,,,,,,,,,,10.0,14.43,"Scott Williams, DAL/PHX",15.4,149,6.9,.500,16.7,11.6
53,5.9,22.2,1.0,65,23.0,,,,,,,,,,,,,,,11.0,14.42,"Dikembe Mutombo, NY",16.9,150,12.7,.523,11.0,29.0
0,7.0,21.0,1.0,56,28.2,,,,,,,,,,,,,,,9.0,14.41,"Brian Skinner, MIL",14.8,151,11.1,.513,16.7,30.9
1,16.5,20.9,1.3,78,27.6,,,,,,,,,,,,,,,13.0,14.41,"Greg Ostertag, UTAH",16.7,,13.3,.506,12.8,39.9
2,8.5,27.0,0.5,35,22.3,,,,,,,,,,,,,,,11.0,14.30,"Tyson Chandler, CHI",18.9,153,14.0,.507,12.8,14.7
3,42.1,8.7,2.0,82,24.6,,,,,,,,,,,,,,,1.0,14.21,"Damon Jones, MIL",4.8,154,9.1,.516,16.0,58.7
4,17.5,17.3,1.2,69,20.4,,,,,,,,,,,,,,,8.0,14.21,"Rodney Rogers, NJ",12.9,,12.5,.492,19.8,36.2
5,12.8,23.1,1.4,80,31.9,,,,,,,,,,,,,,,7.0,14.18,"Kurt Thomas, NY",15.0,156,11.3,.503,16.8,42.8
6,16.0,11.2,3.3,80,40.4,,,,,,,,,,,,,,,2.0,14.16,"Cuttino Mobley, HOU",6.6,157,11.1,.535,18.4,97.6
7,16.0,16.3,1.9,80,25.9,,,,,,,,,,,,,,,3.0,14.11,"Hedo Turkoglu, SA",9.7,158,9.8,.516,16.8,55.5
8,9.0,20.5,0.8,65,25.8,,,,,,,,,,,,,,,10.0,14.06,"Lorenzen Wright, MEM",15.0,159,9.7,.474,17.5,24.7
9,24.8,11.5,0.5,43,13.3,,,,,,,,,,,,,,,3.0,14.02,"Erick Strickland, MIL",7.1,160,14.9,.529,20.8,15.8
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,21.1,11.5,1.7,75,28.2,,,,,,,,,,,,,,,3.0,13.98,"Aaron McKie, PHI",7.1,161,11.1,.550,15.4,52.3
12,7.4,10.0,0.6,45,15.0,,,,,,,,,,,,,,,1.0,13.97,"Rasual Butler, MIA",5.3,162,9.0,.586,17.9,19.3
13,27.4,10.4,2.4,82,33.9,,,,,,,,,,,,,,,3.0,13.96,"Doug Christie, SAC",6.7,163,12.2,.544,14.4,71.1
14,9.4,20.1,0.6,65,13.7,,,,,,,,,,,,,,,7.0,13.94,"Elden Campbell, DET",13.6,164,13.2,.490,20.6,19.1
15,18.5,10.5,3.3,82,40.6,,,,,,,,,,,,,,,3.0,13.88,"Joe Johnson, PHX",6.6,165,10.2,.491,20.0,99.4
16,7.8,18.7,0.7,75,23.9,,,,,,,,,,,,,,,12.0,13.73,"Udonis Haslem, MIA",15.4,166,11.3,.521,14.1,20.7
17,28.1,9.1,1.9,82,31.5,,,,,,,,,,,,,,,1.0,13.69,"Rafer Alston, MIA",5.1,167,9.7,.509,17.0,57.8
