,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
13,8.5,23.2,8.2,74,27.2,,,,,,,,,,,,,,,8.6,18.80,"Serge Ibaka, TOR",16.1,63,9.8,.582,21.9,246.1
14,15.7,12.9,8.4,63,34.5,,,,,,,,,,,,,,,2.0,18.79,"Zach LaVine, CHI",7.4,64,12.0,.574,30.0,252.3
15,16.8,17.5,9.2,80,31.9,,,,,,,,,,,,,,,5.4,18.74,"Pascal Siakam, TOR",11.6,65,10.4,.628,20.6,275.4
16,22.3,29.6,2.8,42,16.5,,,,,,,,,,,,,,,9.2,18.63,"Joakim Noah, MEM",19.3,66,12.5,.571,20.4,83.1
17,25.2,24.9,6.3,67,26.8,,,,,,,,,,,,,,,10.0,18.58,"Larry Nance Jr., CLE",17.1,67,11.4,.583,16.3,189.7
18,12.2,24.0,8.3,80,26.2,,,,,,,,,,,,,,,9.6,18.57,"Jarrett Allen, BKN",16.8,68,11.4,.632,15.7,249.3
19,10.4,14.8,10.6,80,33.4,,,,,,,,,,,,,,,14.7,18.55,"Steven Adams, OKC",14.7,69,11.3,.591,16.2,316.9
20,15.0,25.7,4.7,43,27.9,,,,,,,,,,,,,,,15.4,18.45,"Tristan Thompson, CLE",20.3,70,10.3,.551,17.8,140.4
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,28.1,10.8,9.1,81,31.4,,,,,,,,,,,,,,,1.7,18.18,"De'Aaron Fox, SAC",6.2,71,10.8,.544,26.1,273.0
23,13.0,24.1,3.9,76,13.6,,,,,,,,,,,,,,,8.3,18.17,"Gorgui Dieng, MIN",16.1,72,10.3,.572,19.5,116.5
24,10.6,22.0,7.9,74,28.6,,,,,,,,,,,,,,,5.4,18.10,"Myles Turner, IND",13.9,73,9.2,.567,19.4,237.1
25,27.1,10.1,3.9,32,34.5,,,,,,,,,,,,,,,1.5,18.09,"John Wall, WSH",5.7,74,11.8,.527,30.2,116.7
26,8.1,21.4,3.4,59,15.8,,,,,,,,,,,,,,,9.2,18.00,"Jahlil Okafor, NO",15.4,75,10.5,.603,19.3,103.3
27,17.2,23.7,8.1,81,27.3,,,,,,,,,,,,,,,8.2,18.00,"Willie Cauley-Stein, SAC",15.8,,7.4,.566,17.6,244.3
28,14.0,20.2,6.1,70,27.1,,,,,,,,,,,,,,,8.7,17.95,"Paul Millsap, DEN",14.4,77,9.4,.570,19.8,182.3
29,20.7,24.0,7.0,82,23.3,,,,,,,,,,,,,,,9.2,17.90,"Bam Adebayo, MIA",16.6,78,13.6,.623,16.3,208.5
30,27.1,22.5,5.5,82,21.1,,,,,,,,,,,,,,,10.3,17.88,"Mason Plumlee, DEN",16.4,79,14.0,.602,17.4,164.8
31,10.9,18.3,5.3,70,24.1,,,,,,,,,,,,,,,10.8,17.85,"Taj Gibson, MIN",14.5,80,9.5,.612,16.9,159.8
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,18.5,11.7,6.2,64,28.6,,,,,,,,,,,,,,,3.8,17.84,"Malcolm Brogdon, MIL",8.0,81,8.2,.614,20.7,187.1
34,20.3,17.1,4.1,36,31.9,,,,,,,,,,,,,,,2.1,17.68,"Victor Oladipo, IND",9.8,82,8.9,.519,28.2,122.9
35,11.4,12.4,9.2,82,31.9,,,,,,,,,,,,,,,4.1,17.60,"Buddy Hield, SAC",8.1,83,8.1,.587,24.6,277.0
36,8.6,29.3,2.7,64,14.0,,,,,,,,,,,,,,,8.8,17.56,"Cheick Diallo, NO",19.2,84,12.8,.644,15.6,81.1
37,16.4,23.9,6.5,69,26.7,,,,,,,,,,,,,,,3.8,17.54,"Rudy Gay, SA",13.9,85,10.3,.583,21.8,193.6
38,21.7,15.4,5.0,80,18.5,,,,,,,,,,,,,,,14.6,17.38,"Kevon Looney, GS",15.0,86,9.0,.636,13.0,149.9
39,12.8,18.1,7.7,79,28.5,,,,,,,,,,,,,,,3.1,17.38,"Jeremy Lamb, CHA",10.4,,5.9,.552,22.2,231.0
40,12.9,20.8,9.6,82,34.7,,,,,,,,,,,,,,,2.6,17.30,"Tobias Harris, LAC/PHI",12.0,88,8.5,.592,22.9,288.9
41,12.2,34.6,4.2,81,17.9,,,,,,,,,,,,,,,15.8,17.28,"Ed Davis, BKN",25.2,89,12.8,.632,12.5,124.8
42,9.3,18.5,5.1,77,20.1,,,,,,,,,,,,,,,10.5,17.27,"Alex Len, ATL",14.4,90,10.5,.575,21.7,153.6
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,14.3,10.5,8.7,77,33.7,,,,,,,,,,,,,,,2.5,17.26,"Donovan Mitchell, UTAH",6.6,91,9.7,.537,31.2,262.1
45,17.9,19.7,4.1,49,25.4,,,,,,,,,,,,,,,9.4,17.25,"Cody Zeller, CHA",14.5,92,10.9,.611,16.4,123.3
46,7.9,22.5,3.5,46,27.1,,,,,,,,,,,,,,,5.1,17.23,"Nikola Mirotic, NO/MIL",14.0,93,6.9,.584,21.0,106.4
47,7.2,25.9,4.7,52,32.3,,,,,,,,,,,,,,,4.7,17.16,"Lauri Markkanen, CHI",15.2,94,8.2,.553,23.9,142.2
48,17.0,16.2,2.5,66,13.8,,,,,,,,,,,,,,,10.2,17.07,"Daniel Theis, BOS",13.2,95,8.2,.625,15.7,75.5
49,12.6,9.7,7.7,70,33.9,,,,,,,,,,,,,,,2.9,17.05,"CJ McCollum, POR",6.3,96,6.5,.553,25.5,232.3
50,27.2,10.2,7.5,81,30.9,,,,,,,,,,,,,,,2.6,17.03,"Trae Young, ATL",6.3,97,12.8,.539,30.2,225.4
51,10.3,17.1,1.4,58,9.0,,,,,,,,,,,,,,,9.3,16.98,"T.J. Leaf, IND",13.3,98,5.2,.572,16.9,42.7
52,14.0,18.1,2.0,47,16.1,,,,,,,,,,,,,,,5.5,16.88,"Frank Kaminsky, CHA",11.7,99,9.1,.587,21.8,60.6
53,12.3,9.9,6.4,81,27.3,,,,,,,,,,,,,,,3.9,16.84,"Jordan Clarkson, CLE",6.8,100,8.5,.539,27.4,192.9
0,34.6,9.9,6.1,76,28.2,,,,,,,,,,,,,,,1.9,16.74,"Darren Collison, IND",6.0,101,9.4,.574,19.4,183.7
1,10.5,10.1,8.2,78,34.0,,,,,,,,,,,,,,,1.6,16.70,"Klay Thompson, GS",6.0,102,6.5,.571,24.7,245.5
2,23.5,25.0,7.4,79,30.8,,,,,,,,,,,,,,,3.6,16.69,"Marc Gasol, TOR/MEM",14.3,103,10.4,.546,17.2,221.5
3,18.7,16.4,7.2,77,31.1,,,,,,,,,,,,,,,2.3,16.55,"Khris Middleton, MIL",9.8,104,9.9,.558,25.1,216.1
4,19.6,6.7,3.1,58,19.4,,,,,,,,,,,,,,,2.6,16.53,"Trey Burke, DAL/NY",4.6,105,6.0,.524,23.5,92.9
5,35.9,12.9,6.1,65,34.0,,,,,,,,,,,,,,,2.1,16.51,"Kyle Lowry, TOR",7.6,106,11.6,.562,21.6,181.8
6,7.6,15.0,3.7,58,26.1,,,,,,,,,,,,,,,5.3,16.43,"Jaren Jackson Jr., MEM",10.1,107,11.7,.591,21.8,111.4
7,8.2,11.8,4.0,43,31.6,,,,,,,,,,,,,,,2.5,16.36,"T.J. Warren, PHX",7.1,108,6.7,.580,21.6,119.0
8,30.0,11.6,2.0,38,19.8,,,,,,,,,,,,,,,1.9,16.36,"J.J. Barea, DAL",6.8,,10.3,.495,30.2,60.2
9,21.5,7.7,5.1,68,28.1,,,,,,,,,,,,,,,1.4,16.32,"Spencer Dinwiddie, BKN",4.6,110,10.5,.580,25.7,151.9
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,27.3,8.8,5.2,82,24.0,,,,,,,,,,,,,,,1.9,16.30,"Monte Morris, DEN",5.3,111,4.8,.577,18.5,155.7
12,16.6,14.4,5.9,81,30.7,,,,,,,,,,,,,,,8.7,16.28,"Thaddeus Young, IND",11.7,112,10.0,.569,17.9,177.5
13,10.5,22.8,3.1,59,18.3,,,,,,,,,,,,,,,10.6,16.28,"Ante Zizic, CLE",16.4,,12.1,.590,17.9,91.6
14,10.9,12.7,7.2,81,31.8,,,,,,,,,,,,,,,1.5,16.14,"Bojan Bogdanovic, IND",7.2,114,9.1,.613,21.8,216.5
15,16.3,21.5,1.7,49,14.7,,,,,,,,,,,,,,,10.7,16.13,"Ivan Rabb, MEM",16.0,115,10.6,.586,17.0,49.9
16,8.8,24.9,3.0,50,26.0,,,,,,,,,,,,,,,9.0,16.12,"Bobby Portis, CHI/WSH",16.8,116,9.1,.529,25.3,89.5
17,20.3,11.2,6.2,75,32.6,,,,,,,,,,,,,,,2.9,16.11,"Jamal Murray, DEN",7.0,117,8.8,.538,25.9,186.4
18,12.0,25.0,4.4,64,25.1,,,,,,,,,,,,,,,6.7,16.06,"Dewayne Dedmon, ATL",15.7,118,11.2,.602,16.5,131.1
19,11.5,10.0,4.2,74,21.7,,,,,,,,,,,,,,,9.4,15.90,"Robin Lopez, CHI",9.7,119,12.4,.598,18.0,127.1
20,13.8,17.0,4.5,56,30.1,,,,,,,,,,,,,,,3.4,15.90,"Otto Porter Jr., CHI/WSH",10.1,,7.5,.569,20.9,135.6
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,19.7,12.2,5.0,72,26.2,,,,,,,,,,,,,,,3.9,15.86,"Dwyane Wade, MIA",8.0,121,10.9,.510,28.7,150.9
23,19.6,21.8,1.9,61,14.4,,,,,,,,,,,,,,,6.1,15.84,"Meyers Leonard, POR",14.2,122,11.2,.675,15.3,56.8
24,11.0,21.5,0.0,36,14.4,,,,,,,,,,,,,,,3.6,15.78,"Omri Casspi, MEM",12.4,123,9.8,.606,17.4,0.0
25,32.2,7.8,5.3,81,28.0,,,,,,,,,,,,,,,1.9,15.72,"D.J. Augustin, ORL",4.8,124,9.7,.616,18.7,159.8
26,22.9,15.5,4.7,72,25.9,,,,,,,,,,,,,,,2.9,15.62,"Gordon Hayward, BOS",9.2,125,9.8,.575,19.5,142.3
27,13.4,21.8,3.5,64,26.9,,,,,,,,,,,,,,,4.9,15.57,"Jabari Parker, CHI/WSH",13.3,126,13.3,.560,24.2,104.8
28,26.1,12.7,3.8,75,22.7,,,,,,,,,,,,,,,4.4,15.54,"Delon Wright, TOR/MEM",8.6,127,8.1,.523,17.5,115.0
29,10.3,12.8,5.3,81,26.5,,,,,,,,,,,,,,,1.3,15.45,"Terrence Ross, ORL",7.0,128,6.8,.561,23.3,158.9
30,37.1,7.7,2.8,42,30.1,,,,,,,,,,,,,,,1.3,15.43,"Jeff Teague, MIN",4.5,129,10.5,.528,21.9,83.5
31,25.9,7.6,2.2,56,17.9,,,,,,,,,,,,,,,1.5,15.40,"Tony Parker, CHA",4.5,130,9.4,.512,26.7,65.9
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,17.0,18.8,3.5,77,23.2,,,,,,,,,,,,,,,7.0,15.40,"Nemanja Bjelica, SAC",12.8,,9.5,.585,16.6,104.1
34,20.3,8.7,2.1,56,17.6,,,,,,,,,,,,,,,1.9,15.31,"Shabazz Napier, BKN",5.3,132,9.4,.534,24.6,63.2
35,13.8,21.8,2.6,44,25.2,,,,,,,,,,,,,,,8.4,15.28,"Wendell Carter Jr., CHI",15.0,133,11.5,.541,18.7,77.5
36,20.9,8.5,4.8,82,27.9,,,,,,,,,,,,,,,2.1,15.22,"Reggie Jackson, DET",5.2,134,9.0,.547,25.4,144.2
37,7.4,14.7,4.5,69,28.0,,,,,,,,,,,,,,,4.0,15.22,"Kelly Oubre Jr., PHX/WSH",9.2,,9.1,.551,23.6,136.3
38,18.0,18.4,4.8,78,33.8,,,,,,,,,,,,,,,5.2,15.18,"Aaron Gordon, ORL",11.7,136,10.1,.538,22.0,144.6
39,14.2,7.2,5.5,76,31.3,,,,,,,,,,,,,,,0.9,15.15,"JJ Redick, PHI",4.1,137,7.0,.602,21.7,165.0
40,11.8,17.7,5.7,79,31.1,,,,,,,,,,,,,,,3.0,15.13,"Jayson Tatum, BOS",10.4,138,8.6,.547,21.5,169.7
41,11.1,24.0,1.6,47,16.3,,,,,,,,,,,,,,,8.8,14.92,"Mo Bamba, ORL",16.3,139,12.2,.539,17.4,49.4
42,20.5,11.4,2.3,40,26.6,,,,,,,,,,,,,,,3.5,14.92,"Caris LeVert, BKN",7.5,,9.1,.509,24.5,70.1
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,27.5,13.3,3.3,67,25.8,,,,,,,,,,,,,,,2.2,14.85,"Derrick White, SA",7.8,141,10.1,.555,18.5,99.2
45,14.1,14.6,1.3,46,17.0,,,,,,,,,,,,,,,3.6,14.78,"Luke Kornet, NY",9.0,142,6.5,.531,17.7,38.4
46,7.6,24.5,2.2,65,21.1,,,,,,,,,,,,,,,8.3,14.75,"JaMychal Green, LAC/MEM",16.4,143,13.2,.587,16.8,66.4
47,19.2,10.9,2.9,59,27.2,,,,,,,,,,,,,,,2.1,14.62,"Emmanuel Mudiay, NY",6.4,144,11.8,.531,25.9,86.9
48,9.6,15.0,4.6,81,28.7,,,,,,,,,,,,,,,1.5,14.59,"Brook Lopez, MIL",8.7,145,8.0,.597,16.0,138.2
49,12.5,23.3,1.5,54,14.5,,,,,,,,,,,,,,,11.0,14.43,"Bismack Biyombo, CHA",17.0,146,12.9,.602,12.5,44.7
50,15.6,20.1,1.2,58,14.1,,,,,,,,,,,,,,,8.1,14.42,"Harry Giles III, SAC",14.0,147,13.4,.526,23.2,35.7
51,15.6,17.8,2.6,79,22.9,,,,,,,,,,,,,,,4.2,14.40,"Kelly Olynyk, MIA",11.0,148,12.7,.610,18.1,78.5
52,9.7,19.5,2.9,75,27.9,,,,,,,,,,,,,,,3.9,14.28,"Marcus Morris Sr., BOS",11.7,149,8.2,.568,20.1,86.8
53,10.6,9.5,3.5,81,23.2,,,,,,,,,,,,,,,2.0,14.21,"Malik Beasley, DEN",5.8,150,6.0,.599,18.6,104.2
0,35.6,10.0,3.9,80,27.1,,,,,,,,,,,,,,,4.0,14.14,"Tomas Satoransky, WSH",7.0,151,10.7,.590,15.6,117.5
1,20.3,11.0,3.5,70,27.8,,,,,,,,,,,,,,,2.1,14.12,"Bogdan Bogdanovic, SAC",6.4,152,8.9,.530,22.7,105.1
2,8.1,13.3,2.0,60,19.2,,,,,,,,,,,,,,,8.8,14.07,"Derrick Jones Jr., MIA",11.1,153,9.4,.559,15.3,61.4
3,16.4,19.8,1.4,51,16.1,,,,,,,,,,,,,,,11.4,14.06,"Aron Baynes, BOS",15.6,154,11.5,.567,15.1,42.4
4,11.8,14.1,2.9,70,33.1,,,,,,,,,,,,,,,2.7,14.05,"Kyle Kuzma, LAL",8.5,155,8.8,.546,23.3,88.1
5,36.5,14.0,1.9,42,29.8,,,,,,,,,,,,,,,4.1,14.02,"Elfrid Payton, NO",9.1,156,12.8,.502,20.6,56.3
6,29.2,11.8,2.8,68,27.9,,,,,,,,,,,,,,,1.9,14.01,"Ricky Rubio, UTAH",6.9,157,12.6,.520,24.2,85.4
7,19.4,8.8,4.4,73,34.8,,,,,,,,,,,,,,,2.3,14.01,"Josh Richardson, MIA",5.5,,7.3,.536,21.5,133.0
8,24.1,9.8,1.5,36,27.5,,,,,,,,,,,,,,,2.1,13.99,"Goran Dragic, MIA",6.0,159,9.8,.517,24.9,44.3
9,17.8,25.8,2.1,68,25.3,,,,,,,,,,,,,,,6.7,13.94,"Noah Vonleh, NY",16.0,160,12.1,.561,14.9,62.6
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,24.1,9.0,0.9,25,21.2,,,,,,,,,,,,,,,4.0,13.90,"Alex Caruso, LAL",6.5,161,13.1,.569,19.7,26.9
12,7.4,13.1,4.4,80,32.7,,,,,,,,,,,,,,,3.7,13.87,"Jerami Grant, OKC",8.2,162,6.3,.592,15.1,131.3
13,29.5,8.7,2.4,64,27.5,,,,,,,,,,,,,,,1.3,13.73,"Fred VanVleet, TOR",5.1,163,7.9,.539,19.0,71.8
14,38.5,7.7,2.1,68,22.9,,,,,,,,,,,,,,,1.6,13.70,"Tyus Jones, MIN",4.6,164,5.5,.491,16.1,62.8
15,23.0,21.5,1.4,68,12.9,,,,,,,,,,,,,,,11.9,13.69,"Zaza Pachulia, DET",16.5,165,14.4,.539,15.7,40.5
16,11.5,9.8,2.9,65,31.6,,,,,,,,,,,,,,,1.7,13.66,"Tim Hardaway Jr., DAL/NY",5.7,166,7.6,.527,23.3,87.8
