,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
47,11.1,23.0,6.8,73,22.5,,,,,,,,,,,,,,,10.0,19.78,"Bobby Portis, CHI",16.3,44,9.3,.548,24.7,202.9
48,20.4,19.9,8.0,58,34.0,,,,,,,,,,,,,,,4.1,19.65,"Blake Griffin, DET/LAC",12.0,45,10.1,.544,28.5,239.8
49,30.2,16.1,10.6,78,32.2,,,,,,,,,,,,,,,3.0,19.53,"Kyle Lowry, TOR",9.7,46,10.3,.598,22.6,319.4
50,12.8,26.7,6.1,69,20.2,,,,,,,,,,,,,,,13.2,19.37,"Alex Len, PHX",19.8,47,12.2,.612,16.3,182.6
51,10.2,26.9,9.0,79,26.4,,,,,,,,,,,,,,,10.0,19.28,"Jusuf Nurkic, POR",18.5,48,13.1,.528,25.1,270.3
52,29.7,10.2,5.8,41,34.4,,,,,,,,,,,,,,,1.8,19.20,"John Wall, WSH",6.0,49,11.9,.515,30.3,172.5
53,22.3,30.2,7.6,77,23.5,,,,,,,,,,,,,,,7.8,18.98,"Pau Gasol, SA",19.0,50,10.1,.539,20.5,226.5
0,31.9,7.8,7.9,69,29.2,,,,,,,,,,,,,,,2.1,18.86,"Darren Collison, IND",5.0,51,7.4,.610,18.3,236.8
1,13.8,21.3,6.8,79,21.2,,,,,,,,,,,,,,,8.7,18.82,"Dwight Powell, DAL",14.7,52,8.9,.656,14.7,205.2
2,10.3,18.5,7.8,77,28.0,,,,,,,,,,,,,,,10.6,18.82,"Derrick Favors, UTAH",14.6,,8.9,.593,17.4,235.2
3,9.0,24.9,5.4,55,27.2,,,,,,,,,,,,,,,4.3,18.72,"Nikola Mirotic, NO/CHI",14.6,54,7.0,.577,20.1,161.1
4,13.2,14.9,11.8,79,36.6,,,,,,,,,,,,,,,2.7,18.71,"Paul George, OKC",8.6,55,10.6,.570,25.3,354.0
5,16.7,11.5,11.9,82,36.3,,,,,,,,,,,,,,,2.3,18.51,"Bradley Beal, WSH",6.9,56,9.6,.564,26.8,355.7
6,13.4,18.1,9.5,77,31.6,,,,,,,,,,,,,,,4.8,18.37,"Otto Porter Jr., WSH",11.4,57,6.4,.602,17.7,285.6
7,11.8,22.8,6.1,74,24.1,,,,,,,,,,,,,,,11.0,18.33,"John Collins, ATL",16.9,58,12.7,.620,17.0,181.8
8,15.4,12.7,7.1,54,34.5,,,,,,,,,,,,,,,1.5,18.12,"Devin Booker, PHX",7.0,59,11.8,.561,30.7,212.0
9,9.7,19.5,4.6,57,21.6,,,,,,,,,,,,,,,6.8,18.03,"Rudy Gay, SA",13.1,60,10.4,.545,23.4,138.3
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,28.5,19.0,3.0,57,14.2,,,,,,,,,,,,,,,8.9,18.00,"Jordan Bell, GS",14.3,61,14.3,.641,14.0,89.3
12,11.9,23.5,4.5,73,19.1,,,,,,,,,,,,,,,4.5,17.95,"Trey Lyles, DEN",14.0,62,8.0,.591,20.4,134.0
13,10.8,21.2,6.1,74,22.3,,,,,,,,,,,,,,,6.5,17.89,"Michael Beasley, NY",13.9,63,12.5,.556,25.8,182.4
14,23.7,10.8,10.0,81,36.1,,,,,,,,,,,,,,,2.4,17.87,"Jrue Holiday, NO",6.8,64,10.4,.570,22.8,300.0
15,33.1,13.4,5.5,69,23.2,,,,,,,,,,,,,,,1.0,17.84,"J.J. Barea, DAL",7.0,65,10.9,.545,26.0,163.5
16,19.4,21.6,5.6,76,23.4,,,,,,,,,,,,,,,5.6,17.82,"Kelly Olynyk, MIA",13.6,66,13.8,.612,21.3,167.8
17,14.6,25.4,2.6,61,12.0,,,,,,,,,,,,,,,12.5,17.81,"Salah Mejri, DAL",18.7,67,16.2,.644,12.1,78.5
18,6.3,10.5,7.7,65,33.0,,,,,,,,,,,,,,,6.1,17.71,"T.J. Warren, PHX",8.3,68,6.2,.541,23.3,230.5
19,26.6,20.3,6.9,72,31.6,,,,,,,,,,,,,,,5.0,17.63,"Al Horford, BOS",12.8,69,10.3,.575,18.7,208.4
20,14.8,22.0,7.1,73,28.0,,,,,,,,,,,,,,,7.0,17.61,"Willie Cauley-Stein, SAC",14.2,70,9.4,.529,21.0,213.8
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,14.4,25.2,6.3,74,24.5,,,,,,,,,,,,,,,10.4,17.57,"Domantas Sabonis, IND",17.8,71,13.1,.567,21.2,188.6
23,15.6,27.6,4.8,71,19.6,,,,,,,,,,,,,,,11.7,17.56,"Kosta Koufos, SAC",19.3,72,8.8,.566,14.7,144.6
24,8.3,18.1,5.0,72,20.0,,,,,,,,,,,,,,,10.5,17.56,"Jarrett Allen, BKN",14.3,,13.8,.636,15.3,149.7
25,10.0,16.4,5.3,82,18.6,,,,,,,,,,,,,,,12.4,17.55,"Jakob Poeltl, TOR",14.4,74,14.9,.662,14.0,158.1
26,17.3,21.4,2.2,48,15.5,,,,,,,,,,,,,,,8.6,17.47,"Richaun Holmes, PHI",15.2,75,7.1,.585,16.2,66.5
27,16.8,15.0,10.3,82,36.4,,,,,,,,,,,,,,,1.8,17.45,"Khris Middleton, MIL",8.4,76,9.8,.577,23.5,309.4
28,18.2,25.3,8.2,73,33.0,,,,,,,,,,,,,,,3.7,17.42,"Marc Gasol, MEM",14.2,77,11.5,.532,25.1,244.9
29,12.1,23.7,4.4,59,25.6,,,,,,,,,,,,,,,7.0,17.41,"Zach Randolph, SAC",15.0,78,11.0,.529,26.4,133.0
30,22.4,8.8,6.6,67,31.0,,,,,,,,,,,,,,,2.4,17.41,"Dennis Schroder, ATL",5.6,,9.8,.515,30.2,198.7
31,11.9,15.8,8.9,80,33.4,,,,,,,,,,,,,,,2.4,17.20,"Tobias Harris, DET/LAC",9.0,80,6.5,.565,22.0,266.8
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,12.8,17.1,2.1,31,24.0,,,,,,,,,,,,,,,6.6,17.19,"Jabari Parker, MIL",11.9,81,9.8,.550,22.9,63.1
34,15.5,15.4,6.4,80,24.6,,,,,,,,,,,,,,,2.7,17.08,"Jeremy Lamb, CHA",8.9,82,7.7,.559,21.7,193.1
35,15.4,17.6,3.2,38,30.1,,,,,,,,,,,,,,,6.4,17.06,"Paul Millsap, DEN",12.1,83,10.7,.549,21.6,95.0
36,7.5,29.6,1.6,52,11.2,,,,,,,,,,,,,,,9.1,17.05,"Cheick Diallo, NO",19.7,84,11.1,.619,16.0,48.1
37,22.4,25.0,3.1,69,14.1,,,,,,,,,,,,,,,11.0,17.00,"Zaza Pachulia, GS",18.5,85,14.8,.612,16.6,92.9
38,13.3,9.9,9.5,81,36.1,,,,,,,,,,,,,,,2.0,17.00,"CJ McCollum, POR",6.0,,7.4,.536,25.6,283.7
39,20.6,20.8,4.6,74,19.5,,,,,,,,,,,,,,,10.4,17.00,"Mason Plumlee, DEN",15.6,,14.8,.586,16.6,137.5
40,14.5,20.0,6.1,68,28.3,,,,,,,,,,,,,,,5.5,16.90,"Rondae Hollis-Jefferson, BKN",12.7,88,10.5,.548,21.3,183.6
41,12.3,25.2,5.8,77,24.7,,,,,,,,,,,,,,,1.2,16.76,"Dirk Nowitzki, DAL",12.8,89,5.2,.575,19.3,174.7
42,14.6,10.4,8.2,79,33.4,,,,,,,,,,,,,,,2.3,16.74,"Donovan Mitchell, UTAH",6.4,90,10.8,.541,27.9,245.8
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,11.0,22.0,2.9,62,15.2,,,,,,,,,,,,,,,9.0,16.69,"Deyonta Davis, MEM",15.3,91,8.8,.621,14.6,85.7
45,9.5,19.8,5.5,65,28.2,,,,,,,,,,,,,,,5.8,16.65,"Myles Turner, IND",12.8,92,10.5,.567,18.9,165.7
46,13.6,24.1,1.3,36,14.3,,,,,,,,,,,,,,,11.6,16.64,"Ivan Rabb, MEM",17.7,93,14.9,.599,16.9,39.6
47,20.9,11.9,6.7,75,31.7,,,,,,,,,,,,,,,2.5,16.64,"Goran Dragic, MIA",7.2,,9.7,.543,25.4,200.0
48,15.0,6.8,7.0,67,34.4,,,,,,,,,,,,,,,1.8,16.60,"Gary Harris, DEN",4.3,95,9.2,.597,20.3,209.9
49,30.2,12.8,5.0,63,28.7,,,,,,,,,,,,,,,3.8,16.60,"Elfrid Payton, ORL/PHX",8.3,,12.9,.538,22.6,151.0
50,11.6,13.4,5.1,74,23.4,,,,,,,,,,,,,,,4.6,16.52,"Brook Lopez, LAL",9.0,97,9.0,.557,22.4,153.4
51,14.4,22.6,1.6,55,9.7,,,,,,,,,,,,,,,13.0,16.52,"Joffrey Lauvergne, SA",17.8,,11.6,.536,19.8,47.2
52,11.3,21.5,4.8,58,32.9,,,,,,,,,,,,,,,5.0,16.51,"Aaron Gordon, ORL",13.2,99,8.9,.530,23.2,142.8
53,16.0,9.1,5.2,81,23.3,,,,,,,,,,,,,,,3.3,16.50,"Jordan Clarkson, CLE/LAL",6.2,100,9.2,.542,22.7,155.0
0,26.3,11.7,3.9,69,20.8,,,,,,,,,,,,,,,3.6,16.49,"Delon Wright, TOR",7.7,101,10.2,.574,17.5,117.3
1,12.2,18.0,2.2,52,14.6,,,,,,,,,,,,,,,8.1,16.47,"Nene , HOU",13.1,102,10.3,.594,17.9,66.4
2,31.4,9.3,6.2,70,33.0,,,,,,,,,,,,,,,1.2,16.44,"Jeff Teague, MIN",5.2,103,11.3,.553,21.7,187.5
3,16.4,21.1,1.7,42,13.8,,,,,,,,,,,,,,,13.2,16.43,"Khem Birch, ORL",17.1,104,10.1,.582,12.7,50.3
4,20.6,14.2,7.6,81,33.1,,,,,,,,,,,,,,,3.0,16.21,"Will Barton, DEN",8.6,105,9.3,.562,20.8,228.8
5,8.5,16.2,4.7,81,20.3,,,,,,,,,,,,,,,5.6,16.19,"Jerami Grant, OKC",10.7,106,8.0,.607,15.5,139.9
6,16.9,9.4,6.6,81,31.7,,,,,,,,,,,,,,,3.6,16.17,"Jamal Murray, DEN",6.5,107,10.6,.576,22.5,197.9
7,14.7,21.2,2.2,63,14.8,,,,,,,,,,,,,,,10.7,16.16,"Daniel Theis, BOS",16.0,108,14.7,.616,14.9,65.0
8,12.1,10.3,7.0,73,34.3,,,,,,,,,,,,,,,1.5,16.15,"Klay Thompson, GS",6.2,109,8.3,.598,22.0,211.4
9,12.4,14.8,5.7,80,25.3,,,,,,,,,,,,,,,3.0,16.13,"Buddy Hield, SAC",8.6,110,9.9,.557,23.2,170.2
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,36.2,21.1,5.2,70,32.7,,,,,,,,,,,,,,,3.9,16.10,"Draymond Green, GS",13.1,111,14.4,.556,18.2,156.9
12,10.2,19.4,3.0,66,16.8,,,,,,,,,,,,,,,10.9,16.01,"Tyler Zeller, MIL/BKN",15.1,112,10.2,.598,13.1,89.5
13,24.5,9.0,3.0,45,26.7,,,,,,,,,,,,,,,2.6,15.96,"Reggie Jackson, DET",5.7,113,10.2,.516,27.4,89.0
14,12.0,19.3,1.7,33,19.0,,,,,,,,,,,,,,,11.4,15.96,"Cody Zeller, CHA",15.3,,12.8,.602,15.0,50.1
15,16.3,8.3,5.7,70,30.2,,,,,,,,,,,,,,,0.5,15.92,"JJ Redick, PHI",4.5,115,8.0,.614,21.1,171.3
16,25.3,17.6,5.3,74,26.7,,,,,,,,,,,,,,,4.7,15.91,"Kyle Anderson, SA",11.1,116,11.8,.582,13.8,159.8
17,26.8,11.5,3.7,76,20.0,,,,,,,,,,,,,,,1.9,15.90,"Fred VanVleet, TOR",6.8,117,8.2,.556,19.5,111.2
18,9.4,17.1,7.1,77,34.2,,,,,,,,,,,,,,,3.1,15.89,"Harrison Barnes, DAL",9.9,118,7.3,.539,23.5,212.1
19,32.6,10.2,5.6,80,28.8,,,,,,,,,,,,,,,1.8,15.89,"Spencer Dinwiddie, BKN",6.0,,8.0,.527,21.5,168.1
20,15.2,16.4,5.0,78,29.6,,,,,,,,,,,,,,,7.5,15.88,"Dario Saric, PHI",12.1,120,11.1,.582,20.2,151.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,10.1,18.4,2.2,38,21.2,,,,,,,,,,,,,,,4.1,15.86,"Thabo Sefolosha, UTAH",11.3,121,9.2,.591,15.4,64.5
23,13.0,28.1,4.0,62,24.9,,,,,,,,,,,,,,,7.2,15.85,"Dewayne Dedmon, ATL",17.7,122,12.4,.599,16.2,120.8
24,25.3,17.2,4.2,73,26.6,,,,,,,,,,,,,,,3.5,15.82,"James Johnson, MIA",10.3,123,12.8,.575,19.3,125.3
25,14.8,21.5,5.1,76,25.9,,,,,,,,,,,,,,,9.0,15.78,"John Henson, MIL",15.3,124,10.9,.582,14.2,152.3
26,17.2,21.6,3.5,69,19.8,,,,,,,,,,,,,,,9.7,15.74,"Bam Adebayo, MIA",15.6,125,11.3,.570,15.4,104.9
27,7.2,23.7,4.2,68,29.7,,,,,,,,,,,,,,,4.0,15.68,"Lauri Markkanen, CHI",13.5,126,7.6,.552,20.5,126.0
28,14.5,9.5,4.7,57,32.2,,,,,,,,,,,,,,,1.4,15.61,"Evan Fournier, ORL",5.4,127,8.3,.577,22.2,140.1
29,15.7,24.0,0.0,53,14.0,,,,,,,,,,,,,,,4.9,15.56,"Omri Casspi, GS",15.1,128,11.4,.632,15.4,0.0
30,9.0,28.8,3.0,78,18.9,,,,,,,,,,,,,,,13.7,15.55,"Ed Davis, POR",21.3,129,14.8,.607,11.5,88.8
31,27.3,10.9,4.6,82,24.9,,,,,,,,,,,,,,,1.4,15.50,"Ish Smith, DET",6.1,130,8.2,.525,21.4,137.1
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,9.8,16.7,5.4,82,33.3,,,,,,,,,,,,,,,8.1,15.45,"Taj Gibson, MIN",12.3,131,8.8,.610,14.0,160.9
34,26.4,15.3,5.0,77,29.3,,,,,,,,,,,,,,,2.2,15.43,"Ricky Rubio, UTAH",8.8,132,13.3,.537,23.2,148.9
35,27.8,8.2,3.9,75,23.5,,,,,,,,,,,,,,,1.9,15.40,"D.J. Augustin, ORL",5.0,133,11.9,.615,19.0,115.6
36,36.0,11.1,4.0,73,22.5,,,,,,,,,,,,,,,5.0,15.35,"Tomas Satoransky, WSH",8.0,134,10.4,.615,14.8,119.0
37,22.1,13.8,2.6,48,25.7,,,,,,,,,,,,,,,2.6,15.31,"D'Angelo Russell, BKN",8.1,135,13.1,.509,30.6,79.3
38,10.8,15.6,5.8,80,30.5,,,,,,,,,,,,,,,2.3,15.29,"Jayson Tatum, BOS",9.0,136,9.6,.586,18.3,174.5
39,44.5,14.3,3.6,65,26.2,,,,,,,,,,,,,,,2.0,15.28,"Rajon Rondo, NO",8.4,137,12.6,.522,19.2,108.9
40,11.3,7.5,5.1,69,31.2,,,,,,,,,,,,,,,1.3,15.22,"Eric Gordon, HOU",4.4,138,9.6,.578,23.3,151.8
41,24.4,11.4,1.9,63,12.9,,,,,,,,,,,,,,,9.6,15.19,"Ekpe Udoh, UTAH",10.5,139,9.2,.560,9.2,55.5
42,19.7,16.3,4.2,80,25.9,,,,,,,,,,,,,,,3.4,15.12,"Terry Rozier, BOS",9.9,140,6.8,.520,20.1,127.2
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,22.2,22.4,3.6,81,21.5,,,,,,,,,,,,,,,7.0,15.09,"Dejounte Murray, SA",14.6,141,12.9,.485,20.8,106.5
45,20.1,14.6,3.5,67,22.9,,,,,,,,,,,,,,,3.7,15.09,"Dwyane Wade, CLE/MIA",9.2,,12.4,.500,23.8,105.1
46,10.8,18.1,3.0,69,25.1,,,,,,,,,,,,,,,7.6,14.94,"Ersan Ilyasova, ATL/PHI",12.9,143,8.6,.558,16.9,88.8
47,15.6,0.0,2.0,68,17.0,,,,,,,,,,,,,,,0.0,14.91,"Trevor Booker, IND/BKN/PHI",0.0,144,11.2,.557,15.6,58.9
48,25.1,18.4,2.5,74,15.8,,,,,,,,,,,,,,,11.8,14.90,"Amir Johnson, PHI",15.2,145,11.7,.575,13.0,75.1
49,13.1,14.1,4.3,81,32.2,,,,,,,,,,,,,,,8.0,14.83,"Thaddeus Young, IND",11.1,146,9.0,.528,16.5,129.7
50,14.0,15.2,2.0,66,13.8,,,,,,,,,,,,,,,11.0,14.82,"Kevon Looney, GS",13.2,147,10.3,.588,11.7,58.6
51,11.1,11.2,3.9,78,23.4,,,,,,,,,,,,,,,3.7,14.80,"Jeff Green, CLE",7.5,148,8.4,.587,18.0,117.3
52,13.5,10.3,3.5,64,26.4,,,,,,,,,,,,,,,8.2,14.77,"Robin Lopez, CHI",9.2,149,11.7,.552,19.6,105.2
53,6.3,21.0,3.4,76,27.5,,,,,,,,,,,,,,,4.3,14.72,"Serge Ibaka, TOR",12.8,150,9.1,.574,18.0,100.6
0,17.1,24.0,4.2,82,25.3,,,,,,,,,,,,,,,9.9,14.70,"Marcin Gortat, WSH",17.0,151,11.2,.546,15.2,127.0
1,12.6,22.2,2.7,79,16.9,,,,,,,,,,,,,,,9.1,14.69,"Gorgui Dieng, MIN",15.6,152,10.5,.543,15.7,81.4
2,13.9,14.4,1.2,24,27.3,,,,,,,,,,,,,,,1.4,14.65,"Zach LaVine, CHI",7.7,153,8.3,.499,28.4,35.8
3,26.4,14.4,2.7,52,29.3,,,,,,,,,,,,,,,1.6,14.58,"Kris Dunn, CHI",7.8,154,12.8,.488,25.2,81.6
4,8.8,18.4,2.2,54,26.7,,,,,,,,,,,,,,,3.3,14.57,"Marcus Morris Sr., BOS",11.0,155,8.0,.541,21.6,66.0
5,20.9,18.6,2.5,81,20.7,,,,,,,,,,,,,,,5.4,14.54,"Pascal Siakam, TOR",12.1,156,8.8,.549,15.6,76.2
6,19.8,13.9,3.6,65,27.5,,,,,,,,,,,,,,,1.6,14.51,"Kent Bazemore, ATL",7.7,157,13.7,.547,22.1,107.0
7,13.1,11.3,3.7,57,33.1,,,,,,,,,,,,,,,1.9,14.48,"Tim Hardaway Jr., NY",6.6,158,7.8,.533,23.0,112.1
8,29.4,13.8,3.9,64,31.0,,,,,,,,,,,,,,,3.1,14.45,"Nicolas Batum, CHA",8.4,159,11.0,.523,19.1,116.8
9,12.9,14.5,2.7,79,23.2,,,,,,,,,,,,,,,2.7,14.42,"Frank Kaminsky, CHA",8.5,160,6.6,.545,19.7,79.9
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,30.0,13.9,5.0,82,31.5,,,,,,,,,,,,,,,1.1,14.42,"Joe Ingles, UTAH",7.6,,12.2,.623,16.5,150.8
12,11.8,18.3,1.5,53,20.0,,,,,,,,,,,,,,,5.9,14.39,"Mike Muscala, ATL",12.1,162,9.7,.597,14.9,45.7
13,9.8,9.9,3.1,60,26.9,,,,,,,,,,,,,,,1.6,14.38,"Rodney Hood, CLE/UTAH",5.8,163,7.2,.546,17.2,93.6
14,11.0,18.1,1.7,60,20.7,,,,,,,,,,,,,,,8.7,14.33,"Skal Labissiere, SAC",13.2,164,11.1,.513,20.1,52.5
15,12.9,18.4,4.1,73,29.9,,,,,,,,,,,,,,,5.1,14.31,"DeMarre Carroll, BKN",11.7,165,9.0,.550,18.9,124.0
16,20.0,10.8,2.4,48,29.9,,,,,,,,,,,,,,,1.9,14.31,"Malcolm Brogdon, MIL",6.4,,8.7,.578,18.5,70.9
