,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
47,27.3,9.9,11.4,82,36.3,,,,,,,,,,,,,,,4.9,18.71,"Andre Miller, PHI",7.4,44,10.2,.548,21.8,342.3
48,11.9,21.0,8.2,76,30.1,,,,,,,,,,,,,,,13.1,18.71,"Paul Millsap, UTAH",17.0,,11.1,.576,18.4,246.3
49,14.0,20.3,10.8,71,37.6,,,,,,,,,,,,,,,5.2,18.64,"Gerald Wallace, CHA",12.8,46,11.0,.585,19.0,324.4
50,9.3,21.6,7.4,78,26.9,,,,,,,,,,,,,,,8.3,18.64,"Charlie Villanueva, MIL",14.7,,9.4,.529,26.0,223.3
51,21.4,14.0,13.0,82,39.9,,,,,,,,,,,,,,,3.3,18.49,"Andre Iguodala, PHI",8.6,48,10.9,.560,21.7,390.0
52,8.1,27.3,7.0,81,25.3,,,,,,,,,,,,,,,15.1,18.39,"Kevin Love, MIN",21.0,49,11.4,.538,19.2,210.5
53,20.4,10.5,12.1,79,39.5,,,,,,,,,,,,,,,2.4,18.26,"Joe Johnson, ATL",6.5,50,8.7,.534,25.2,362.0
0,6.6,21.6,5.1,71,20.6,,,,,,,,,,,,,,,13.4,18.16,"Chris Andersen, DEN",17.6,51,14.6,.608,12.0,151.7
1,5.5,24.5,4.9,61,21.5,,,,,,,,,,,,,,,15.7,18.13,"Greg Oden, POR",20.0,52,15.3,.599,17.6,147.6
2,6.7,21.6,6.5,65,27.2,,,,,,,,,,,,,,,11.0,18.03,"Zydrunas Ilgauskas, CLE",16.5,53,9.4,.523,21.3,195.8
3,4.7,25.2,9.9,82,32.8,,,,,,,,,,,,,,,12.7,18.01,"Emeka Okafor, CHA",19.0,54,12.7,.581,16.9,297.7
4,4.7,16.3,4.1,79,16.0,,,,,,,,,,,,,,,11.6,18.01,"Marreese Speights, PHI",13.9,,7.2,.543,19.8,122.7
5,11.6,8.5,4.5,33,36.5,,,,,,,,,,,,,,,2.3,17.97,"Michael Redd, MIL",5.3,56,7.0,.566,23.0,134.2
6,7.3,21.2,9.1,82,30.5,,,,,,,,,,,,,,,10.6,17.94,"Brook Lopez, NJ",15.8,57,12.5,.568,18.2,273.9
7,15.2,32.0,7.8,73,34.0,,,,,,,,,,,,,,,6.4,17.81,"Troy Murphy, IND",19.1,58,10.1,.614,15.6,233.7
8,15.1,15.4,10.9,81,37.5,,,,,,,,,,,,,,,2.4,17.74,"Paul Pierce, BOS",9.2,59,11.7,.582,23.4,327.8
9,6.4,16.7,4.5,69,21.3,,,,,,,,,,,,,,,10.3,17.73,"Carl Landry, HOU",13.6,60,11.1,.634,16.2,136.3
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,29.5,11.7,7.2,79,27.5,,,,,,,,,,,,,,,3.3,17.65,"Ramon Sessions, MIL",7.3,61,9.9,.525,22.5,215.6
12,9.3,21.5,8.4,72,33.5,,,,,,,,,,,,,,,6.1,17.59,"Mehmet Okur, UTAH",13.8,62,10.3,.592,19.7,251.3
13,25.0,8.4,2.6,57,14.1,,,,,,,,,,,,,,,2.8,17.52,"Will Bynum, DET",5.5,63,12.1,.520,27.5,78.1
14,14.5,8.6,9.8,79,36.4,,,,,,,,,,,,,,,2.9,17.34,"Ray Allen, BOS",5.9,64,8.9,.624,19.1,293.4
15,10.8,27.3,3.4,37,32.4,,,,,,,,,,,,,,,11.1,17.28,"Carlos Boozer, UTAH",19.2,65,10.8,.523,22.3,103.3
16,12.6,17.6,7.0,69,35.1,,,,,,,,,,,,,,,6.5,17.28,"Josh Smith, ATL",12.1,,12.0,.533,20.7,208.8
17,6.6,19.8,5.8,81,24.8,,,,,,,,,,,,,,,6.5,17.28,"Michael Beasley, MIA",13.1,,9.6,.528,24.6,173.2
18,19.0,9.4,8.8,81,35.0,,,,,,,,,,,,,,,2.1,17.25,"Mo Williams, CLE",5.9,68,10.3,.588,22.1,264.3
19,8.0,19.0,3.5,70,17.5,,,,,,,,,,,,,,,15.1,17.25,"Leon Powe, BOS",17.1,,13.2,.591,18.1,105.2
20,10.6,23.4,6.9,82,30.3,,,,,,,,,,,,,,,9.8,17.10,"Luis Scola, HOU",16.9,70,10.6,.572,17.6,208.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,7.9,14.0,5.4,52,32.0,,,,,,,,,,,,,,,4.1,17.06,"Josh Howard, DAL",9.1,71,8.5,.532,24.0,162.9
23,17.2,25.0,7.2,67,33.5,,,,,,,,,,,,,,,7.6,17.06,"Al Horford, ATL",16.3,,10.8,.565,15.4,216.2
24,4.2,18.4,3.7,75,15.2,,,,,,,,,,,,,,,12.0,17.04,"JaVale McGee, WSH",15.1,73,11.2,.534,18.6,109.9
25,5.7,26.3,2.5,63,12.6,,,,,,,,,,,,,,,14.0,17.04,"Marcin Gortat, ORL",20.3,,10.2,.578,11.9,76.3
26,14.2,8.8,9.7,82,36.6,,,,,,,,,,,,,,,2.0,17.02,"Ben Gordon, CHI",5.4,75,10.2,.573,23.3,291.6
27,9.8,15.5,4.0,74,19.7,,,,,,,,,,,,,,,7.6,17.01,"Craig Smith, MIN",11.4,76,13.0,.599,20.7,120.0
28,45.3,16.4,8.5,81,35.6,,,,,,,,,,,,,,,3.4,16.95,"Jason Kidd, DAL",10.0,77,11.9,.550,15.1,256.2
29,7.9,22.6,3.6,63,17.9,,,,,,,,,,,,,,,12.4,16.94,"Anthony Randolph, GS",17.5,78,12.9,.506,19.5,108.5
30,18.7,8.6,7.3,67,34.0,,,,,,,,,,,,,,,2.3,16.93,"Richard Hamilton, DET",5.4,79,8.4,.529,25.8,218.8
31,8.9,16.0,5.1,51,31.1,,,,,,,,,,,,,,,3.4,16.91,"Corey Maggette, GS",9.7,80,11.7,.582,22.7,151.8
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,6.5,17.0,5.5,82,24.7,,,,,,,,,,,,,,,7.7,16.91,"Hakim Warrick, MEM",12.3,,9.6,.554,19.6,163.7
34,11.5,16.9,2.1,53,14.7,,,,,,,,,,,,,,,13.2,16.85,"Renaldo Balkman, DEN",15.1,82,11.9,.585,13.5,62.2
35,15.7,12.8,7.1,81,27.7,,,,,,,,,,,,,,,2.3,16.84,"JR Smith, DEN",7.7,83,10.4,.576,22.4,212.3
36,13.1,13.9,7.6,79,36.2,,,,,,,,,,,,,,,3.7,16.83,"Rashard Lewis, ORL",8.9,84,10.1,.580,20.0,227.5
37,17.5,15.3,5.5,67,27.3,,,,,,,,,,,,,,,5.5,16.82,"Andrei Kirilenko, UTAH",10.4,85,12.1,.549,19.1,164.4
38,21.3,21.9,6.4,70,30.0,,,,,,,,,,,,,,,8.3,16.75,"Brad Miller, CHI/SAC",15.1,86,11.8,.566,18.6,192.8
39,12.6,20.0,7.7,82,30.7,,,,,,,,,,,,,,,9.6,16.74,"Marc Gasol, MEM",14.7,87,14.5,.590,16.8,230.8
40,11.2,11.5,7.5,72,33.5,,,,,,,,,,,,,,,3.9,16.72,"Jason Richardson, PHX/CHA",7.8,88,7.3,.571,18.4,223.6
41,11.9,27.2,5.0,62,30.1,,,,,,,,,,,,,,,11.6,16.63,"Antonio McDyess, DET",19.3,89,7.3,.529,14.5,151.3
42,24.4,9.8,6.3,74,30.5,,,,,,,,,,,,,,,2.9,16.63,"T.J. Ford, IND",6.3,,11.2,.533,22.7,189.6
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,17.6,22.2,5.9,78,29.7,,,,,,,,,,,,,,,8.7,16.60,"Lamar Odom, LAL",15.5,91,11.9,.542,17.1,176.4
45,16.6,21.3,5.8,80,24.2,,,,,,,,,,,,,,,14.5,16.57,"Joakim Noah, CHI",17.9,92,12.8,.594,11.5,172.8
46,5.9,17.2,3.9,81,19.4,,,,,,,,,,,,,,,9.5,16.49,"Brandon Bass, DAL",13.4,93,11.8,.571,17.9,117.1
47,5.5,20.7,2.2,62,14.3,,,,,,,,,,,,,,,11.7,16.45,"James Singleton, DAL",16.2,94,11.7,.615,13.5,65.3
48,21.9,12.7,3.5,35,33.7,,,,,,,,,,,,,,,2.1,16.39,"Tracy McGrady, HOU",7.6,95,8.7,.492,23.4,103.8
49,17.2,8.1,5.3,81,23.7,,,,,,,,,,,,,,,2.2,16.39,"Lou Williams, PHI",5.2,,10.7,.513,26.4,160.0
50,24.5,10.3,7.3,79,34.7,,,,,,,,,,,,,,,1.6,16.38,"Mike Bibby, ATL",6.0,97,8.0,.544,20.0,219.9
51,6.9,0.0,3.0,51,24.8,,,,,,,,,,,,,,,0.0,16.34,"Drew Gooden, CHI/SAC/SA",0.0,98,10.9,.526,20.0,91.2
52,13.9,27.7,3.1,36,31.2,,,,,,,,,,,,,,,11.8,16.21,"Andrew Bogut, MIL",19.4,99,16.6,.586,16.5,94.0
53,21.6,10.8,6.6,59,39.6,,,,,,,,,,,,,,,3.3,16.20,"Stephen Jackson, GS",7.1,100,13.0,.530,24.1,198.9
0,14.1,9.1,7.4,81,32.2,,,,,,,,,,,,,,,4.6,16.19,"Ronnie Brewer, UTAH",6.9,101,8.6,.565,17.4,221.4
1,8.3,14.1,2.8,70,14.4,,,,,,,,,,,,,,,12.4,16.16,"Roy Hibbert, IND",13.3,102,9.3,.510,21.0,83.7
2,25.2,8.4,7.5,81,37.0,,,,,,,,,,,,,,,3.7,16.05,"Derrick Rose, CHI",6.1,103,9.9,.516,22.1,226.1
3,9.1,15.2,5.8,61,34.3,,,,,,,,,,,,,,,6.2,16.04,"Marvin Williams, ATL",10.7,104,7.8,.569,16.4,173.1
4,15.0,10.8,8.1,79,37.5,,,,,,,,,,,,,,,2.3,16.03,"John Salmons, CHI/SAC",6.5,105,9.9,.580,18.5,244.1
5,12.7,19.7,6.4,69,35.8,,,,,,,,,,,,,,,8.6,16.02,"Shawn Marion, MIA/TOR",14.2,106,9.6,.522,15.2,192.5
6,6.4,15.8,5.7,73,34.9,,,,,,,,,,,,,,,4.1,15.98,"Al Harrington, GS/NY",9.8,107,10.0,.547,19.0,170.2
7,7.5,18.9,4.8,79,27.5,,,,,,,,,,,,,,,7.8,15.95,"Tyrus Thomas, CHI",13.4,108,12.6,.525,17.6,144.3
8,20.0,8.2,5.6,57,36.7,,,,,,,,,,,,,,,1.7,15.89,"Allen Iverson, DEN/DET",4.9,109,10.3,.504,21.4,168.4
9,5.2,13.2,3.1,78,18.1,,,,,,,,,,,,,,,14.0,15.88,"Jason Maxiell, DET",13.7,110,9.8,.580,13.3,92.1
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,15.6,21.6,4.7,80,23.0,,,,,,,,,,,,,,,13.6,15.72,"Erick Dampier, DAL",17.7,111,15.0,.664,9.7,140.2
12,15.1,13.4,6.3,69,35.5,,,,,,,,,,,,,,,3.2,15.64,"Metta World Peace, HOU",8.5,112,9.2,.512,22.7,188.3
13,16.1,13.5,5.0,82,24.4,,,,,,,,,,,,,,,6.4,15.51,"Trevor Ariza, LAL",10.0,113,9.6,.544,15.7,149.4
14,10.8,17.9,4.9,68,29.8,,,,,,,,,,,,,,,7.4,15.51,"Jermaine O'Neal, MIA/TOR",12.6,,12.7,.522,20.6,148.4
15,17.0,10.1,5.0,78,25.6,,,,,,,,,,,,,,,2.9,15.50,"Rudy Fernandez, POR",6.4,115,9.2,.588,17.6,148.8
16,6.0,33.1,4.7,82,23.8,,,,,,,,,,,,,,,12.8,15.46,"Joel Przybilla, POR",22.8,116,17.4,.652,9.3,141.5
17,11.0,13.3,7.2,82,35.8,,,,,,,,,,,,,,,2.2,15.45,"Richard Jefferson, MIL",7.5,117,9.1,.554,22.6,217.2
18,12.6,11.5,3.3,81,18.3,,,,,,,,,,,,,,,0.9,15.44,"Eddie House, BOS",6.5,118,7.5,.592,18.4,98.0
19,6.9,11.2,5.9,75,34.4,,,,,,,,,,,,,,,6.4,15.40,"Thaddeus Young, PHI",8.8,119,9.5,.549,18.8,176.7
20,7.7,13.9,7.2,79,37.3,,,,,,,,,,,,,,,4.5,15.38,"Rudy Gay, MEM",9.1,120,11.6,.528,23.0,214.7
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,16.1,15.7,5.8,82,29.8,,,,,,,,,,,,,,,3.2,15.26,"Grant Hill, PHX",9.7,121,10.9,.584,16.1,173.6
23,7.9,18.6,1.3,48,11.8,,,,,,,,,,,,,,,10.6,15.22,"Kosta Koufos, UTAH",14.6,122,10.3,.540,16.7,39.0
24,21.8,9.7,5.6,82,32.5,,,,,,,,,,,,,,,7.6,15.20,"Russell Westbrook, OKC",8.6,123,13.8,.489,25.0,167.4
25,17.9,7.5,5.4,65,38.1,,,,,,,,,,,,,,,1.0,15.15,"Jamal Crawford, GS/NY",4.2,124,9.2,.545,21.2,161.0
26,7.3,14.7,5.2,81,27.7,,,,,,,,,,,,,,,3.8,15.15,"Travis Outlaw, POR",9.1,,8.3,.541,20.3,155.7
27,17.1,13.7,7.0,82,37.3,,,,,,,,,,,,,,,4.9,15.09,"Tayshaun Prince, DET",9.2,126,6.8,.516,18.1,209.4
28,12.6,17.9,3.2,71,24.0,,,,,,,,,,,,,,,8.5,15.02,"Andray Blatche, WSH",13.0,127,12.5,.508,20.3,97.1
29,12.3,17.6,3.4,81,23.8,,,,,,,,,,,,,,,6.1,15.02,"Matt Bonner, SA",11.9,,5.6,.611,13.2,101.3
30,15.0,6.9,6.0,78,34.3,,,,,,,,,,,,,,,1.9,14.98,"Eric Gordon, LAC",4.3,129,11.4,.593,19.2,178.9
31,22.9,7.5,3.7,72,26.5,,,,,,,,,,,,,,,1.1,14.95,"D.J. Augustin, CHA",4.3,130,10.9,.587,20.1,112.5
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,10.0,24.6,3.9,66,32.2,,,,,,,,,,,,,,,3.1,14.91,"Rasheed Wallace, DET",13.7,131,6.5,.520,17.0,117.5
34,10.5,19.7,3.3,71,25.8,,,,,,,,,,,,,,,11.2,14.85,"Nick Collison, OKC",15.4,132,11.6,.599,12.5,99.8
35,24.2,9.8,4.8,79,31.9,,,,,,,,,,,,,,,3.2,14.83,"Rodney Stuckey, DET",6.5,133,10.8,.508,22.5,144.0
36,21.1,14.2,6.1,77,36.6,,,,,,,,,,,,,,,1.9,14.82,"Hedo Turkoglu, ORL",8.2,134,11.5,.541,21.6,181.6
37,10.2,8.6,2.6,63,19.4,,,,,,,,,,,,,,,1.9,14.79,"Von Wafer, HOU",5.4,135,8.5,.541,21.4,78.3
38,10.1,11.8,5.0,74,32.1,,,,,,,,,,,,,,,5.1,14.74,"Kelenna Azubuike, GS",8.5,136,8.2,.562,17.0,150.4
39,11.2,14.7,3.5,49,34.0,,,,,,,,,,,,,,,5.5,14.74,"Luol Deng, CHI",10.1,,8.6,.511,18.4,105.3
40,13.4,8.7,3.9,80,24.7,,,,,,,,,,,,,,,1.3,14.73,"Ronald Murray, ATL",5.0,138,10.8,.543,22.3,115.8
41,11.3,8.7,3.2,67,22.6,,,,,,,,,,,,,,,5.6,14.70,"Anthony Morrow, GS",7.1,139,7.4,.588,16.1,95.0
42,7.2,16.4,4.2,78,31.4,,,,,,,,,,,,,,,3.4,14.66,"Andrea Bargnani, TOR",10.0,140,10.4,.559,20.2,126.5
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,7.1,23.2,1.4,29,31.7,,,,,,,,,,,,,,,9.9,14.65,"Elton Brand, PHI",16.5,141,13.1,.484,21.8,43.3
45,10.5,20.6,4.6,81,28.5,,,,,,,,,,,,,,,8.9,14.62,"Anderson Varejao, CLE",15.0,142,10.3,.565,12.9,138.4
46,25.3,17.4,3.4,79,21.5,,,,,,,,,,,,,,,5.7,14.58,"Ronny Turiaf, GS",11.6,143,10.7,.559,12.0,100.7
47,14.7,11.5,1.6,25,35.7,,,,,,,,,,,,,,,1.7,14.57,"Monta Ellis, GS",6.6,144,10.6,.503,23.8,47.6
48,28.7,10.2,4.0,65,34.6,,,,,,,,,,,,,,,2.3,14.54,"Baron Davis, LAC",6.1,145,11.1,.460,25.0,118.7
49,9.8,22.2,1.8,31,29.7,,,,,,,,,,,,,,,9.1,14.51,"Chris Kaman, LAC",15.5,146,17.9,.552,18.9,53.7
50,22.2,13.8,4.1,81,34.0,,,,,,,,,,,,,,,5.3,14.50,"Boris Diaw, PHX/CHA",9.6,147,14.4,.565,14.6,123.4
51,30.6,8.4,3.8,69,31.7,,,,,,,,,,,,,,,1.6,14.49,"Steve Blake, POR",4.9,148,9.5,.557,17.4,114.0
52,29.7,11.6,2.9,77,21.8,,,,,,,,,,,,,,,1.9,14.47,"Kyle Lowry, HOU/MEM",6.8,149,12.6,.547,17.4,87.1
53,26.9,12.5,4.1,82,30.6,,,,,,,,,,,,,,,1.2,14.31,"Mike Conley, MEM",6.8,150,10.9,.548,17.5,123.9
0,21.8,8.8,3.1,77,24.5,,,,,,,,,,,,,,,2.3,14.27,"C.J. Watson, GS",5.6,151,9.7,.564,16.0,92.0
1,13.8,10.1,5.8,82,38.0,,,,,,,,,,,,,,,2.2,14.23,"O.J. Mayo, MEM",6.1,152,11.9,.539,22.4,173.8
2,4.5,25.5,1.4,53,14.5,,,,,,,,,,,,,,,10.5,14.18,"DeAndre Jordan, LAC",17.8,153,16.6,.585,12.4,41.2
3,22.8,9.2,3.9,64,33.6,,,,,,,,,,,,,,,1.8,14.16,"Delonte West, CLE",5.6,154,9.3,.559,16.1,117.6
4,17.5,13.5,2.1,70,17.3,,,,,,,,,,,,,,,8.4,14.15,"Rasho Nesterovic, IND",10.9,155,10.1,.524,17.3,64.4
5,10.0,20.9,2.6,77,19.1,,,,,,,,,,,,,,,13.8,14.14,"Zaza Pachulia, ATL",17.4,156,16.0,.571,14.8,77.9
6,14.9,9.7,3.5,65,30.4,,,,,,,,,,,,,,,3.3,14.11,"Francisco Garcia, SAC",6.4,157,11.1,.554,17.8,106.4
7,15.3,22.7,2.4,79,17.8,,,,,,,,,,,,,,,11.5,14.07,"Kurt Thomas, SA",17.2,158,9.7,.530,11.5,72.7
8,10.1,16.3,4.6,78,36.8,,,,,,,,,,,,,,,4.7,13.99,"Jeff Green, OKC",10.4,159,11.3,.536,19.5,136.6
9,26.6,9.1,2.1,51,26.3,,,,,,,,,,,,,,,1.4,13.97,"Kirk Hinrich, CHI",5.3,160,11.7,.551,17.9,63.4
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,8.6,19.0,2.8,82,28.1,,,,,,,,,,,,,,,11.8,13.96,"Jason Thompson, SAC",15.4,161,13.5,.540,17.2,84.4
12,14.1,12.1,2.1,77,19.8,,,,,,,,,,,,,,,5.6,13.95,"Darius Songaila, WSH",8.8,162,11.1,.570,16.0,62.3
13,9.4,18.3,1.3,57,19.3,,,,,,,,,,,,,,,9.5,13.85,"Joe Smith, CLE/OKC",13.9,163,5.7,.507,14.3,38.7
14,30.1,21.2,3.9,73,32.3,,,,,,,,,,,,,,,3.5,13.84,"Mike Miller, MIN",12.0,164,13.4,.588,14.7,117.5
15,8.6,21.8,1.7,61,17.0,,,,,,,,,,,,,,,9.7,13.82,"Darko Milicic, MEM",15.7,165,12.2,.533,14.6,49.7
16,27.9,8.8,3.4,77,31.8,,,,,,,,,,,,,,,1.6,13.80,"Rafer Alston, HOU/ORL",5.3,166,9.6,.494,19.0,102.2
17,27.9,10.2,4.3,82,37.6,,,,,,,,,,,,,,,2.2,13.80,"Raymond Felton, CHA",6.2,,11.5,.483,21.7,128.9
