,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,8.5,0.0,0.0,77,28.0,,,,,,,,,,,,,,,0.0,0.00,"Elden Campbell, CHA",0.0,,11.5,.558,0.0,0.0
45,13.0,0.0,0.0,60,39.8,,,,,,,,,,,,,,,0.0,0.00,"Vince Carter, TOR",0.0,,8.4,.515,0.0,0.0
46,38.1,0.0,0.0,46,22.8,,,,,,,,,,,,,,,0.0,0.00,"Anthony Carter, MIA",0.0,,12.8,.359,0.0,0.0
47,24.5,0.0,0.0,74,35.2,,,,,,,,,,,,,,,0.0,0.00,"Sam Cassell, MIL",0.0,,8.8,.545,0.0,0.0
48,5.9,0.0,0.0,75,25.6,,,,,,,,,,,,,,,0.0,0.00,"Kelvin Cato, HOU",0.0,,10.7,.599,0.0,0.0
49,16.3,0.0,0.0,68,24.0,,,,,,,,,,,,,,,0.0,0.00,"Calbert Cheaney, DEN",0.0,,10.4,.499,0.0,0.0
50,43.8,0.0,0.0,69,22.8,,,,,,,,,,,,,,,0.0,0.00,"Chris Childs, TOR",0.0,,15.4,.435,0.0,0.0
51,25.3,0.0,0.0,81,34.5,,,,,,,,,,,,,,,0.0,0.00,"Doug Christie, SAC",0.0,,12.2,.578,0.0,0.0
52,8.0,0.0,0.0,81,27.0,,,,,,,,,,,,,,,0.0,0.00,"Keon Clark, TOR",0.0,,12.7,.522,0.0,0.0
53,24.6,0.0,0.0,67,22.8,,,,,,,,,,,,,,,0.0,0.00,"Speedy Claxton, PHI",0.0,,11.8,.469,0.0,0.0
0,9.3,0.0,0.0,58,35.9,,,,,,,,,,,,,,,0.0,0.00,"Derrick Coleman, PHI",0.0,,11.3,.524,0.0,0.0
1,35.6,0.0,0.0,47,14.7,,,,,,,,,,,,,,,0.0,0.00,"Bimbo Coles, CLE",0.0,,10.3,.459,0.0,0.0
2,12.0,0.0,0.0,76,16.9,,,,,,,,,,,,,,,0.0,0.00,"Austin Croshere, IND",0.0,,10.4,.518,0.0,0.0
3,32.9,0.0,0.0,41,19.6,,,,,,,,,,,,,,,0.0,0.00,"John Crotty, UTAH",0.0,,11.9,.599,0.0,0.0
4,20.2,0.0,0.0,58,8.6,,,,,,,,,,,,,,,0.0,0.00,"Vonteego Cummings, PHI",0.0,,12.1,.477,0.0,0.0
5,13.1,0.0,0.0,56,15.8,,,,,,,,,,,,,,,0.0,0.00,"Dell Curry, TOR",0.0,,8.8,.495,0.0,0.0
6,25.2,0.0,0.0,82,23.3,,,,,,,,,,,,,,,0.0,0.00,"Michael Curry, DET",0.0,,11.9,.520,0.0,0.0
7,10.7,0.0,0.0,73,23.8,,,,,,,,,,,,,,,0.0,0.00,"Erick Dampier, GS",0.0,,19.1,.484,0.0,0.0
8,22.7,0.0,0.0,82,26.5,,,,,,,,,,,,,,,0.0,0.00,"Antonio Daniels, SA",0.0,,7.0,.535,0.0,0.0
9,11.5,0.0,0.0,78,31.4,,,,,,,,,,,,,,,0.0,0.00,"Dale Davis, POR",0.0,,7.5,.551,0.0,0.0
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,22.0,0.0,0.0,51,24.1,,,,,,,,,,,,,,,0.0,0.00,"Hubert Davis, WSH",0.0,,9.0,.544,0.0,0.0
12,10.8,0.0,0.0,77,38.7,,,,,,,,,,,,,,,0.0,0.00,"Antonio Davis, TOR",0.0,,11.1,.497,0.0,0.0
13,20.9,0.0,0.0,28,27.6,,,,,,,,,,,,,,,0.0,0.00,"Emanual Davis, ATL",0.0,,16.0,.449,0.0,0.0
14,14.6,0.0,0.0,82,23.8,,,,,,,,,,,,,,,0.0,0.00,"Ricky Davis, CLE",0.0,,12.2,.539,0.0,0.0
15,28.7,0.0,0.0,82,40.5,,,,,,,,,,,,,,,0.0,0.00,"Baron Davis, CHA",0.0,,10.1,.498,0.0,0.0
16,9.7,0.0,0.0,61,10.4,,,,,,,,,,,,,,,0.0,0.00,"Andrew DeClercq, ORL",0.0,,15.0,.474,0.0,0.0
17,16.1,0.0,0.0,63,23.0,,,,,,,,,,,,,,,0.0,0.00,"Tony Delk, BOS/PHX",0.0,,7.2,.473,0.0,0.0
18,22.5,0.0,0.0,80,30.3,,,,,,,,,,,,,,,0.0,0.00,"Vlade Divac, SAC",0.0,,12.0,.513,0.0,0.0
19,9.3,0.0,0.0,42,16.8,,,,,,,,,,,,,,,0.0,0.00,"Michael Doleac, CLE",0.0,,13.7,.468,0.0,0.0
20,30.7,0.0,0.0,61,12.7,,,,,,,,,,,,,,,0.0,0.00,"Bryce Drew, CHA",0.0,,10.0,.539,0.0,0.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,9.3,0.0,0.0,64,18.3,,,,,,,,,,,,,,,0.0,0.00,"Predrag Drobnjak, SEA",0.0,,9.3,.490,0.0,0.0
23,12.9,0.0,0.0,82,40.6,,,,,,,,,,,,,,,0.0,0.00,"Tim Duncan, SA",0.0,,11.0,.576,0.0,0.0
24,28.6,0.0,0.0,39,15.6,,,,,,,,,,,,,,,0.0,0.00,"Howard Eisley, NY",0.0,,15.2,.435,0.0,0.0
25,9.1,0.0,0.0,66,25.5,,,,,,,,,,,,,,,0.0,0.00,"LaPhonso Ellis, MIA",0.0,,11.8,.480,0.0,0.0
26,7.1,0.0,0.0,65,13.9,,,,,,,,,,,,,,,0.0,0.00,"Patrick Ewing, ORL",0.0,,13.2,.498,0.0,0.0
27,18.3,0.0,0.0,50,16.0,,,,,,,,,,,,,,,0.0,0.00,"Danny Ferry, SA",0.0,,8.4,.594,0.0,0.0
28,13.6,0.0,0.0,69,39.9,,,,,,,,,,,,,,,0.0,0.00,"Michael Finley, DAL",0.0,,6.9,.532,0.0,0.0
29,18.9,0.0,0.0,70,28.2,,,,,,,,,,,,,,,0.0,0.00,"Derek Fisher, LAL",0.0,,6.5,.550,0.0,0.0
30,9.8,0.0,0.0,76,25.8,,,,,,,,,,,,,,,0.0,0.00,"Marcus Fizer, CHI",0.0,,10.7,.482,0.0,0.0
31,11.1,0.0,0.0,77,28.8,,,,,,,,,,,,,,,0.0,0.00,"Danny Fortson, GS",0.0,,14.0,.504,0.0,0.0
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,11.2,0.0,0.0,82,21.8,,,,,,,,,,,,,,,0.0,0.00,"Jeff Foster, IND",0.0,,12.7,.493,0.0,0.0
34,26.8,0.0,0.0,82,27.9,,,,,,,,,,,,,,,0.0,0.00,"Rick Fox, LAL",0.0,,12.5,.502,0.0,0.0
35,7.6,0.0,0.0,79,18.8,,,,,,,,,,,,,,,0.0,0.00,"Adonal Foyle, GS",0.0,,14.0,.445,0.0,0.0
36,20.4,0.0,0.0,57,41.1,,,,,,,,,,,,,,,0.0,0.00,"Steve Francis, HOU",0.0,,12.4,.517,0.0,0.0
37,9.6,0.0,0.0,56,12.9,,,,,,,,,,,,,,,0.0,0.00,"Lawrence Funderburke, SAC",0.0,,9.9,.490,0.0,0.0
38,18.8,0.0,0.0,81,39.2,,,,,,,,,,,,,,,0.0,0.00,"Kevin Garnett, MIN",0.0,,10.2,.536,0.0,0.0
39,10.2,0.0,0.0,80,30.1,,,,,,,,,,,,,,,0.0,0.00,"Pat Garrity, ORL",0.0,,7.0,.553,0.0,0.0
40,5.8,0.0,0.0,54,15.0,,,,,,,,,,,,,,,0.0,0.00,"Chris Gatling, MIA",0.0,,13.6,.501,0.0,0.0
41,14.7,0.0,0.0,82,21.5,,,,,,,,,,,,,,,0.0,0.00,"Devean George, LAL",0.0,,8.7,.502,0.0,0.0
42,16.5,0.0,0.0,65,21.7,,,,,,,,,,,,,,,0.0,0.00,"Kendall Gill, MIA",0.0,,9.1,.414,0.0,0.0
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,12.7,0.0,0.0,55,21.0,,,,,,,,,,,,,,,0.0,0.00,"Dion Glover, ATL",0.0,,11.5,.491,0.0,0.0
45,14.5,0.0,0.0,76,29.1,,,,,,,,,,,,,,,0.0,0.00,"Horace Grant, ORL",0.0,,7.1,.539,0.0,0.0
46,14.9,0.0,0.0,72,31.3,,,,,,,,,,,,,,,0.0,0.00,"Brian Grant, MIA",0.0,,13.2,.508,0.0,0.0
47,20.1,0.0,0.0,58,23.8,,,,,,,,,,,,,,,0.0,0.00,"Adrian Griffin, DAL",0.0,,7.9,.545,0.0,0.0
48,16.9,0.0,0.0,44,25.7,,,,,,,,,,,,,,,0.0,0.00,"Tom Gugliotta, PHX",0.0,,13.4,.449,0.0,0.0
49,21.7,0.0,0.0,45,13.5,,,,,,,,,,,,,,,0.0,0.00,"A.J. Guyton, CHI",0.0,,9.9,.477,0.0,0.0
50,17.3,0.0,0.0,70,17.3,,,,,,,,,,,,,,,0.0,0.00,"Darvin Ham, MIL",0.0,,19.7,.571,0.0,0.0
51,11.1,0.0,0.0,63,35.0,,,,,,,,,,,,,,,0.0,0.00,"Richard Hamilton, WSH",0.0,,8.6,.511,0.0,0.0
52,3.5,0.0,0.0,54,15.7,,,,,,,,,,,,,,,0.0,0.00,"Zendon Hamilton, DEN",0.0,,15.1,.499,0.0,0.0
53,26.4,0.0,0.0,68,23.5,,,,,,,,,,,,,,,0.0,0.00,"Tim Hardaway, DAL/DEN",0.0,,10.6,.492,0.0,0.0
0,21.2,0.0,0.0,80,30.8,,,,,,,,,,,,,,,0.0,0.00,"Anfernee Hardaway, PHX",0.0,,12.4,.472,0.0,0.0
1,9.1,0.0,0.0,81,31.4,,,,,,,,,,,,,,,0.0,0.00,"Matt Harpring, PHI",0.0,,10.9,.512,0.0,0.0
2,5.6,0.0,0.0,77,20.3,,,,,,,,,,,,,,,0.0,0.00,"Othella Harrington, NY",0.0,,14.4,.567,0.0,0.0
3,7.9,0.0,0.0,44,29.8,,,,,,,,,,,,,,,0.0,0.00,"Al Harrington, IND",0.0,,11.5,.526,0.0,0.0
4,14.8,0.0,0.0,74,21.0,,,,,,,,,,,,,,,0.0,0.00,"Lucious Harris, NJ",0.0,,7.8,.556,0.0,0.0
5,11.3,0.0,0.0,47,17.9,,,,,,,,,,,,,,,0.0,0.00,"Donnell Harvey, DAL/DEN",0.0,,10.1,.526,0.0,0.0
6,7.7,0.0,0.0,26,31.2,,,,,,,,,,,,,,,0.0,0.00,"Tyrone Hill, CLE",0.0,,16.1,.460,0.0,0.0
7,19.3,0.0,0.0,14,36.6,,,,,,,,,,,,,,,0.0,0.00,"Grant Hill, ORL",0.0,,11.2,.510,0.0,0.0
8,27.2,0.0,0.0,79,17.8,,,,,,,,,,,,,,,0.0,0.00,"Fred Hoiberg, CHI",0.0,,6.4,.519,0.0,0.0
9,27.6,0.0,0.0,81,26.4,,,,,,,,,,,,,,,0.0,0.00,"Robert Horry, LAL",0.0,,10.5,.528,0.0,0.0
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,16.4,0.0,0.0,64,19.2,,,,,,,,,,,,,,,0.0,0.00,"Eddie House, MIA",0.0,,10.7,.471,0.0,0.0
12,10.5,0.0,0.0,77,37.8,,,,,,,,,,,,,,,0.0,0.00,"Allan Houston, NY",0.0,,9.4,.540,0.0,0.0
13,11.4,0.0,0.0,81,32.5,,,,,,,,,,,,,,,0.0,0.00,"Juwan Howard, DAL/DEN",0.0,,10.3,.513,0.0,0.0
14,19.3,0.0,0.0,81,22.9,,,,,,,,,,,,,,,0.0,0.00,"Troy Hudson, ORL",0.0,,12.3,.526,0.0,0.0
15,22.4,0.0,0.0,73,28.1,,,,,,,,,,,,,,,0.0,0.00,"Larry Hughes, GS",0.0,,12.1,.484,0.0,0.0
16,18.7,0.0,0.0,82,19.7,,,,,,,,,,,,,,,0.0,0.00,"Lindsey Hunter, LAL",0.0,,8.0,.466,0.0,0.0
17,8.2,0.0,0.0,62,21.4,,,,,,,,,,,,,,,0.0,0.00,"Zydrunas Ilgauskas, CLE",0.0,,11.0,.501,0.0,0.0
18,13.3,0.0,0.0,60,43.7,,,,,,,,,,,,,,,0.0,0.00,"Allen Iverson, PHI",0.0,,9.5,.489,0.0,0.0
19,43.4,0.0,0.0,82,28.9,,,,,,,,,,,,,,,0.0,0.00,"Mark Jackson, NY",0.0,,10.8,.536,0.0,0.0
20,17.0,0.0,0.0,55,33.2,,,,,,,,,,,,,,,0.0,0.00,"Jim Jackson, MIA",0.0,,12.9,.511,0.0,0.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,15.0,0.0,0.0,81,21.6,,,,,,,,,,,,,,,0.0,0.00,"Bobby Jackson, SAC",0.0,,8.5,.537,0.0,0.0
23,6.0,0.0,0.0,56,16.9,,,,,,,,,,,,,,,0.0,0.00,"Jerome James, SEA",0.0,,18.6,.498,0.0,0.0
24,8.5,0.0,0.0,82,37.0,,,,,,,,,,,,,,,0.0,0.00,"Antawn Jamison, GS",0.0,,8.5,.516,0.0,0.0
25,33.0,0.0,0.0,68,19.9,,,,,,,,,,,,,,,0.0,0.00,"Avery Johnson, DAL/DEN",0.0,,8.8,.531,0.0,0.0
26,9.0,0.0,0.0,81,20.5,,,,,,,,,,,,,,,0.0,0.00,"Ervin Johnson, MIL",0.0,,17.3,.468,0.0,0.0
27,10.5,0.0,0.0,72,24.0,,,,,,,,,,,,,,,0.0,0.00,"DerMarr Johnson, ATL",0.0,,13.3,.513,0.0,0.0
28,16.3,0.0,0.0,79,24.3,,,,,,,,,,,,,,,0.0,0.00,"Popeye Jones, WSH",0.0,,11.3,.490,0.0,0.0
29,14.9,0.0,0.0,81,39.0,,,,,,,,,,,,,,,0.0,0.00,"Eddie Jones, MIA",0.0,,8.4,.546,0.0,0.0
30,27.4,0.0,0.0,67,16.2,,,,,,,,,,,,,,,0.0,0.00,"Damon Jones, DET",0.0,,11.9,.548,0.0,0.0
31,13.4,0.0,0.0,81,26.4,,,,,,,,,,,,,,,0.0,0.00,"Jumaine Jones, CLE",0.0,,9.1,.501,0.0,0.0
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,8.7,0.0,0.0,75,16.4,,,,,,,,,,,,,,,0.0,0.00,"Shawn Kemp, POR",0.0,,13.6,.489,0.0,0.0
34,19.6,0.0,0.0,65,11.9,,,,,,,,,,,,,,,0.0,0.00,"Steve Kerr, POR",0.0,,7.5,.573,0.0,0.0
35,34.5,0.0,0.0,82,37.3,,,,,,,,,,,,,,,0.0,0.00,"Jason Kidd, NJ",0.0,,12.2,.484,0.0,0.0
36,9.4,0.0,0.0,82,26.2,,,,,,,,,,,,,,,0.0,0.00,"Andrei Kirilenko, UTAH",0.0,,10.8,.553,0.0,0.0
37,16.1,0.0,0.0,82,31.7,,,,,,,,,,,,,,,0.0,0.00,"Kerry Kittles, NJ",0.0,,8.1,.542,0.0,0.0
38,37.9,0.0,0.0,53,21.7,,,,,,,,,,,,,,,0.0,0.00,"Brevin Knight, MEM",0.0,,13.9,.482,0.0,0.0
39,23.5,0.0,0.0,59,25.3,,,,,,,,,,,,,,,0.0,0.00,"Toni Kukoc, ATL",0.0,,12.6,.511,0.0,0.0
40,23.9,0.0,0.0,57,25.3,,,,,,,,,,,,,,,0.0,0.00,"Christian Laettner, WSH",0.0,,13.5,.511,0.0,0.0
41,7.6,0.0,0.0,78,31.5,,,,,,,,,,,,,,,0.0,0.00,"Raef LaFrentz, DAL/DEN",0.0,,8.0,.533,0.0,0.0
42,22.6,0.0,0.0,33,16.4,,,,,,,,,,,,,,,0.0,0.00,"Rusty LaRue, UTAH",0.0,,13.7,.482,0.0,0.0
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,12.5,0.0,0.0,71,23.5,,,,,,,,,,,,,,,0.0,0.00,"Voshon Lenard, DEN",0.0,,8.7,.495,0.0,0.0
45,9.6,0.0,0.0,71,36.4,,,,,,,,,,,,,,,0.0,0.00,"Rashard Lewis, SEA",0.0,,7.6,.564,0.0,0.0
46,20.1,0.0,0.0,66,28.3,,,,,,,,,,,,,,,0.0,0.00,"Grant Long, MEM",0.0,,15.2,.475,0.0,0.0
47,10.6,0.0,0.0,63,15.7,,,,,,,,,,,,,,,0.0,0.00,"Art Long, SEA",0.0,,16.3,.506,0.0,0.0
48,15.3,0.0,0.0,67,8.7,,,,,,,,,,,,,,,0.0,0.00,"Felipe Lopez, MIN",0.0,,14.1,.469,0.0,0.0
49,27.6,0.0,0.0,71,20.5,,,,,,,,,,,,,,,0.0,0.00,"Tyronn Lue, WSH",0.0,,10.8,.507,0.0,0.0
50,17.4,0.0,0.0,45,19.8,,,,,,,,,,,,,,,0.0,0.00,"George Lynch, CHA",0.0,,13.2,.399,0.0,0.0
51,11.5,0.0,0.0,62,24.2,,,,,,,,,,,,,,,0.0,0.00,"Todd MacCulloch, NJ",0.0,,9.7,.562,0.0,0.0
52,18.7,0.0,0.0,59,11.0,,,,,,,,,,,,,,,0.0,0.00,"Mark Madsen, LAL",0.0,,9.3,.492,0.0,0.0
53,12.9,0.0,0.0,63,25.6,,,,,,,,,,,,,,,0.0,0.00,"Corey Maggette, LAC",0.0,,13.4,.560,0.0,0.0
0,4.4,0.0,0.0,82,18.9,,,,,,,,,,,,,,,0.0,0.00,"Jamaal Magloire, CHA",0.0,,16.6,.624,0.0,0.0
1,20.9,0.0,0.0,65,18.2,,,,,,,,,,,,,,,0.0,0.00,"Dan Majerle, PHX",0.0,,8.1,.490,0.0,0.0
2,14.9,0.0,0.0,80,38.0,,,,,,,,,,,,,,,0.0,0.00,"Karl Malone, UTAH",0.0,,11.5,.532,0.0,0.0
3,13.7,0.0,0.0,41,13.5,,,,,,,,,,,,,,,0.0,0.00,"Danny Manning, DAL",0.0,,11.4,.505,0.0,0.0
4,26.0,0.0,0.0,82,38.9,,,,,,,,,,,,,,,0.0,0.00,"Stephon Marbury, PHX",0.0,,11.1,.519,0.0,0.0
5,9.0,0.0,0.0,81,38.4,,,,,,,,,,,,,,,0.0,0.00,"Shawn Marion, PHX",0.0,,8.0,.518,0.0,0.0
6,10.2,0.0,0.0,58,30.2,,,,,,,,,,,,,,,0.0,0.00,"Donyell Marshall, UTAH",0.0,,12.6,.565,0.0,0.0
7,13.3,0.0,0.0,73,34.3,,,,,,,,,,,,,,,0.0,0.00,"Kenyon Martin, NJ",0.0,,11.9,.503,0.0,0.0
8,15.1,0.0,0.0,40,40.0,,,,,,,,,,,,,,,0.0,0.00,"Jamal Mashburn, CHA",0.0,,9.7,.505,0.0,0.0
9,28.9,0.0,0.0,82,38.3,,,,,,,,,,,,,,,0.0,0.00,"Anthony Mason, MIL",0.0,,10.8,.544,0.0,0.0
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,9.6,0.0,0.0,75,32.3,,,,,,,,,,,,,,,0.0,0.00,"Desmond Mason, SEA",0.0,,9.6,.533,0.0,0.0
12,5.3,0.0,0.0,73,17.1,,,,,,,,,,,,,,,0.0,0.00,"Tony Massenburg, MEM",0.0,,13.2,.503,0.0,0.0
13,16.3,0.0,0.0,56,12.8,,,,,,,,,,,,,,,0.0,0.00,"Walter McCarty, BOS",0.0,,8.8,.563,0.0,0.0
14,20.5,0.0,0.0,69,26.5,,,,,,,,,,,,,,,0.0,0.00,"George McCloud, DEN",0.0,,14.5,.466,0.0,0.0
15,16.5,0.0,0.0,76,38.3,,,,,,,,,,,,,,,0.0,0.00,"Tracy McGrady, ORL",0.0,,7.8,.532,0.0,0.0
16,26.8,0.0,0.0,81,37.4,,,,,,,,,,,,,,,0.0,0.00,"Jeff McInnis, LAC",0.0,,7.9,.486,0.0,0.0
17,23.1,0.0,0.0,41,19.1,,,,,,,,,,,,,,,0.0,0.00,"Derrick McKey, PHI",0.0,,11.3,.464,0.0,0.0
18,21.9,0.0,0.0,48,30.6,,,,,,,,,,,,,,,0.0,0.00,"Aaron McKie, PHI",0.0,,11.4,.540,0.0,0.0
19,10.3,0.0,0.0,71,10.3,,,,,,,,,,,,,,,0.0,0.00,"Slava Medvedenko, LAL",0.0,,10.1,.500,0.0,0.0
