,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
7,11.6,23.3,9.2,79,34.2,,,,,,,,,,,,,,,11.6,18.37,"Zach Randolph, MEM",17.4,58,10.6,.510,24.6,277.4
8,10.2,24.0,5.3,69,19.9,,,,,,,,,,,,,,,10.2,18.28,"Kris Humphries, BOS",16.9,59,9.8,.552,17.8,157.8
9,18.8,20.5,7.5,59,33.4,,,,,,,,,,,,,,,5.0,18.27,"Marc Gasol, MEM",12.7,60,9.7,.526,21.2,225.4
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,8.4,29.3,10.8,82,35.0,,,,,,,,,,,,,,,13.3,18.19,"DeAndre Jordan, LAC",21.6,61,14.0,.630,11.3,325.1
12,11.3,21.6,8.9,82,32.8,,,,,,,,,,,,,,,9.9,18.16,"Greg Monroe, DET",15.4,62,11.0,.531,20.6,267.4
13,12.0,20.8,6.8,70,26.5,,,,,,,,,,,,,,,10.2,17.97,"John Henson, MIL",15.3,63,12.1,.543,19.1,204.0
14,29.1,8.9,6.9,64,32.2,,,,,,,,,,,,,,,0.9,17.69,"Deron Williams, BKN",4.9,64,10.6,.564,21.7,205.7
15,8.0,15.3,9.2,82,31.8,,,,,,,,,,,,,,,13.6,17.68,"Robin Lopez, POR",14.5,65,9.3,.605,13.0,275.2
16,11.5,25.1,9.3,81,32.8,,,,,,,,,,,,,,,8.7,17.66,"Marcin Gortat, WSH",16.7,66,10.5,.568,16.9,279.7
17,6.4,22.4,2.0,49,13.1,,,,,,,,,,,,,,,6.8,17.65,"Jon Leuer, MEM",14.6,67,8.6,.566,19.5,58.9
18,15.9,18.3,7.4,80,30.9,,,,,,,,,,,,,,,5.7,17.55,"David West, IND",12.3,68,9.5,.533,20.6,223.1
19,9.4,24.8,2.9,53,18.1,,,,,,,,,,,,,,,11.8,17.49,"Jeff Adrien, MIL/CHA",18.2,69,9.6,.553,18.4,85.9
20,14.8,6.4,7.2,69,30.3,,,,,,,,,,,,,,,1.9,17.39,"Jamal Crawford, LAC",4.2,70,8.9,.556,25.5,215.2
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,11.8,21.6,4.1,78,15.6,,,,,,,,,,,,,,,13.3,17.33,"DeJuan Blair, DAL",17.5,71,13.0,.557,18.1,121.9
23,31.4,11.8,3.5,34,33.6,,,,,,,,,,,,,,,2.8,17.19,"Jrue Holiday, NO",7.2,72,12.3,.505,24.1,105.6
24,26.9,7.9,7.8,79,32.2,,,,,,,,,,,,,,,1.6,17.16,"Jeff Teague, ATL",4.7,73,11.8,.541,25.2,233.6
25,18.3,29.7,5.7,67,26.4,,,,,,,,,,,,,,,11.4,17.11,"Andrew Bogut, GS",20.7,74,15.8,.610,11.9,171.8
26,11.4,25.4,2.4,39,18.9,,,,,,,,,,,,,,,7.8,17.06,"Chris Kaman, LAL",16.6,75,14.6,.537,24.3,71.0
27,19.2,28.2,5.8,65,27.7,,,,,,,,,,,,,,,11.4,17.05,"Anderson Varejao, CLE",19.6,76,9.9,.527,14.3,173.4
28,6.7,24.2,5.0,80,20.2,,,,,,,,,,,,,,,14.4,16.88,"Samuel Dalembert, DAL",19.4,77,15.9,.605,13.5,151.3
29,21.4,9.8,9.5,82,36.9,,,,,,,,,,,,,,,1.5,16.83,"Monta Ellis, DAL",5.6,78,12.0,.532,25.1,285.4
30,23.4,11.6,7.6,73,35.8,,,,,,,,,,,,,,,1.7,16.82,"Kemba Walker, CHA",6.6,79,8.9,.499,25.0,227.1
31,15.1,18.3,6.6,75,28.0,,,,,,,,,,,,,,,1.5,16.81,"Paul Pierce, BKN",9.9,80,13.0,.595,20.8,197.5
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,8.4,20.5,2.6,55,15.1,,,,,,,,,,,,,,,4.9,16.80,"Michael Beasley, MIA",13.0,81,11.7,.559,22.9,78.2
34,7.4,21.9,5.4,82,21.6,,,,,,,,,,,,,,,10.4,16.77,"Timofey Mozgov, DEN",16.1,82,14.5,.584,17.3,162.9
35,15.6,17.3,4.0,53,29.4,,,,,,,,,,,,,,,4.7,16.67,"Nene , WSH",10.9,83,11.9,.530,22.7,120.4
36,13.8,7.1,3.0,35,28.2,,,,,,,,,,,,,,,1.0,16.64,"JJ Redick, LAC",4.2,84,7.4,.598,20.3,90.5
37,10.5,12.8,7.0,79,34.4,,,,,,,,,,,,,,,6.3,16.64,"Thaddeus Young, PHI",9.5,,9.5,.512,22.5,208.6
38,19.8,10.3,6.7,72,33.3,,,,,,,,,,,,,,,2.1,16.59,"Brandon Knight, MIL",6.1,86,10.6,.523,26.2,200.3
39,10.8,26.9,2.4,60,13.6,,,,,,,,,,,,,,,13.4,16.58,"Gorgui Dieng, MIN",20.0,87,15.0,.534,15.8,73.0
40,15.3,20.5,3.8,59,21.5,,,,,,,,,,,,,,,11.4,16.58,"Tiago Splitter, SA",16.1,,12.8,.572,16.5,113.4
41,8.9,10.9,7.0,82,28.4,,,,,,,,,,,,,,,2.3,16.55,"Gerald Green, PHX",6.6,89,10.6,.585,21.8,210.4
42,8.3,20.6,5.6,61,30.3,,,,,,,,,,,,,,,5.4,16.54,"Tobias Harris, ORL",13.0,90,7.9,.542,20.2,166.9
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,6.4,22.7,4.0,80,16.9,,,,,,,,,,,,,,,14.0,16.54,"Kosta Koufos, MEM",18.4,,11.1,.514,18.0,119.6
45,13.8,25.2,3.0,69,17.2,,,,,,,,,,,,,,,9.5,16.52,"Kyle O'Quinn, ORL",17.3,92,13.8,.526,17.3,89.1
46,11.3,27.0,4.9,55,30.2,,,,,,,,,,,,,,,10.9,16.48,"Tyson Chandler, NY",18.7,93,13.6,.615,12.0,145.8
47,9.6,20.6,5.9,74,27.6,,,,,,,,,,,,,,,13.0,16.42,"Jared Sullinger, BOS",16.7,94,9.7,.497,22.6,177.2
48,8.8,8.7,6.4,68,32.0,,,,,,,,,,,,,,,1.7,16.37,"Kevin Martin, MIN",5.1,95,7.6,.553,23.4,190.8
49,9.5,24.8,5.2,69,26.9,,,,,,,,,,,,,,,11.9,16.27,"JJ Hickson, DEN",18.3,96,12.7,.521,19.4,157.3
50,9.8,18.7,3.5,66,18.3,,,,,,,,,,,,,,,11.1,16.27,"Jeremy Evans, UTAH",14.8,,8.9,.549,14.3,104.1
51,24.9,6.7,5.0,71,27.3,,,,,,,,,,,,,,,0.9,16.22,"D.J. Augustin, CHI/TOR",3.8,98,10.0,.569,22.6,151.0
52,22.1,14.0,8.0,77,36.4,,,,,,,,,,,,,,,2.5,16.22,"Gordon Hayward, UTAH",8.0,,11.7,.520,22.7,238.9
53,24.3,7.3,5.4,80,25.9,,,,,,,,,,,,,,,2.6,16.21,"Darren Collison, LAC",5.0,100,10.8,.575,19.4,160.8
0,5.8,25.1,6.3,81,28.2,,,,,,,,,,,,,,,11.5,16.17,"Jonas Valanciunas, TOR",18.2,101,13.8,.579,16.9,189.6
1,12.4,17.2,2.4,46,19.0,,,,,,,,,,,,,,,12.5,16.14,"Henry Sims, CLE/PHI",14.7,102,9.8,.535,14.6,72.4
2,7.9,8.1,5.1,64,28.3,,,,,,,,,,,,,,,1.7,16.11,"Nick Young, LAL",4.9,103,7.9,.564,24.1,151.6
3,16.0,10.2,7.1,73,35.0,,,,,,,,,,,,,,,1.4,16.09,"Arron Afflalo, ORL",5.8,104,9.4,.574,21.9,212.8
4,7.2,17.1,5.4,82,28.7,,,,,,,,,,,,,,,9.8,16.09,"Taj Gibson, CHI",13.5,,11.9,.524,21.2,161.0
5,23.7,8.6,5.6,83,26.7,,,,,,,,,,,,,,,1.9,16.04,"Ramon Sessions, MIL/CHA",5.2,106,10.3,.539,21.5,166.5
6,9.7,9.9,2.7,51,19.3,,,,,,,,,,,,,,,2.0,16.03,"C.J. Miles, CLE",5.9,107,8.2,.569,20.6,81.2
7,6.8,20.9,2.1,63,15.2,,,,,,,,,,,,,,,11.4,15.99,"Ed Davis, MEM",16.1,108,10.1,.542,16.5,64.0
8,17.4,12.6,5.4,81,24.4,,,,,,,,,,,,,,,4.0,15.97,"Vince Carter, DAL",8.3,109,8.9,.539,21.9,161.2
9,19.5,12.8,7.5,74,37.6,,,,,,,,,,,,,,,2.9,15.90,"Chandler Parsons, HOU",8.2,110,9.4,.565,18.6,224.3
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,18.4,9.7,1.3,49,10.6,,,,,,,,,,,,,,,1.7,15.88,"Jimmer Fredette, CHI/SAC",5.7,111,13.8,.578,25.9,37.8
12,15.1,16.3,7.3,77,35.4,,,,,,,,,,,,,,,4.1,15.87,"Trevor Ariza, WSH",10.1,112,10.5,.590,16.8,218.4
13,27.3,17.8,7.9,82,36.0,,,,,,,,,,,,,,,4.3,15.86,"Nicolas Batum, POR",11.1,113,13.5,.589,16.8,236.7
14,15.6,10.7,5.3,78,28.1,,,,,,,,,,,,,,,3.0,15.82,"Alec Burks, UTAH",6.8,114,11.0,.547,22.8,157.8
15,17.6,24.2,6.4,80,30.9,,,,,,,,,,,,,,,5.6,15.77,"Spencer Hawes, CLE/PHI",14.6,115,12.7,.554,19.8,190.6
16,13.6,9.1,7.2,82,33.9,,,,,,,,,,,,,,,2.0,15.70,"Wesley Matthews, POR",5.6,116,7.6,.588,18.7,215.9
17,6.5,20.9,5.4,80,26.7,,,,,,,,,,,,,,,11.6,15.70,"Enes Kanter, UTAH",16.1,,12.4,.523,21.4,162.7
18,29.0,7.8,6.3,80,34.1,,,,,,,,,,,,,,,2.2,15.67,"Brandon Jennings, DET",4.9,118,10.2,.486,24.6,190.0
19,14.5,12.0,3.3,55,23.2,,,,,,,,,,,,,,,7.3,15.64,"Tony Allen, MEM",9.6,119,13.8,.531,19.2,98.1
20,19.0,7.5,2.0,44,19.7,,,,,,,,,,,,,,,2.6,15.64,"Nate Robinson, DEN",5.0,,9.8,.544,22.8,60.0
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,23.2,15.6,5.5,70,34.5,,,,,,,,,,,,,,,4.3,15.59,"Michael Carter-Williams, PHI",9.8,121,13.0,.480,25.3,165.4
23,15.0,10.3,6.5,79,32.6,,,,,,,,,,,,,,,2.2,15.54,"Joe Johnson, BKN",6.3,122,8.3,.564,20.7,193.5
24,12.6,17.6,4.3,77,28.8,,,,,,,,,,,,,,,9.0,15.44,"Amir Johnson, TOR",13.3,123,13.5,.592,15.4,130.2
25,22.2,12.8,5.0,80,28.5,,,,,,,,,,,,,,,2.2,15.43,"Reggie Jackson, OKC",7.8,124,11.3,.527,22.0,150.6
26,8.2,19.6,2.5,70,15.0,,,,,,,,,,,,,,,10.8,15.43,"Tyler Zeller, CLE",15.1,,13.7,.581,15.9,75.5
27,40.9,11.9,5.7,82,32.2,,,,,,,,,,,,,,,2.5,15.35,"Ricky Rubio, MIN",7.1,126,12.9,.491,18.3,171.3
28,8.9,17.2,2.8,80,18.5,,,,,,,,,,,,,,,4.9,15.34,"Mike Scott, ATL",11.1,127,9.4,.559,21.2,85.0
29,6.5,19.1,2.1,44,20.1,,,,,,,,,,,,,,,10.7,15.34,"Jermaine O'Neal, GS",15.0,,13.6,.570,16.2,62.5
30,38.1,16.6,2.2,30,33.3,,,,,,,,,,,,,,,2.4,15.34,"Rajon Rondo, BOS",9.3,,12.8,.461,23.2,64.6
31,14.1,18.8,3.3,70,20.0,,,,,,,,,,,,,,,11.0,15.27,"Kelly Olynyk, BOS",14.8,130,13.8,.546,20.0,97.5
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,12.6,17.4,1.6,58,11.8,,,,,,,,,,,,,,,8.2,15.25,"Jeff Withey, NO",12.7,131,9.7,.590,11.3,47.5
34,9.4,20.4,1.2,26,19.8,,,,,,,,,,,,,,,11.3,15.25,"Andrew Bynum, CLE/IND",15.8,,11.0,.456,21.9,35.8
35,30.0,7.6,5.2,81,30.5,,,,,,,,,,,,,,,1.4,15.25,"Jose Calderon, DAL",4.5,,8.2,.596,16.4,156.4
36,14.4,13.5,5.2,63,35.1,,,,,,,,,,,,,,,5.0,15.22,"Luol Deng, CHI/CLE",9.2,134,8.9,.517,24.0,155.8
37,5.3,20.6,1.8,79,12.4,,,,,,,,,,,,,,,11.4,15.22,"Marreese Speights, GS",16.1,,11.0,.507,23.0,54.5
38,17.4,11.2,4.6,80,25.2,,,,,,,,,,,,,,,1.0,15.09,"Marco Belinelli, SA",6.3,136,9.3,.605,17.9,138.2
39,29.1,9.8,1.8,41,22.2,,,,,,,,,,,,,,,2.3,15.05,"Jordan Farmar, LAL",6.1,137,13.9,.533,23.1,55.2
40,11.5,17.5,2.7,72,21.6,,,,,,,,,,,,,,,10.9,15.02,"Trevor Booker, WSH",14.1,138,10.4,.563,13.4,81.6
41,8.5,15.9,4.0,82,27.6,,,,,,,,,,,,,,,7.8,15.01,"Brandon Bass, BOS",11.8,139,10.0,.549,17.0,118.8
42,6.6,21.5,4.5,82,31.6,,,,,,,,,,,,,,,11.4,14.96,"Tristan Thompson, CLE",16.3,140,9.9,.528,16.2,133.8
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,16.5,7.7,4.5,64,32.1,,,,,,,,,,,,,,,1.7,14.92,"Eric Gordon, NO",4.7,141,10.7,.540,22.2,135.8
45,9.7,14.6,3.0,82,22.0,,,,,,,,,,,,,,,5.2,14.89,"Marcus Morris Sr., PHX",9.9,142,10.5,.552,18.4,91.0
46,11.0,6.9,5.4,77,33.2,,,,,,,,,,,,,,,1.3,14.75,"Jodie Meeks, LAL",4.1,143,8.8,.601,17.4,162.2
47,24.6,8.7,1.7,68,13.8,,,,,,,,,,,,,,,4.0,14.72,"Cory Joseph, SA",6.4,144,9.3,.558,16.5,52.0
48,23.5,18.1,5.8,78,35.3,,,,,,,,,,,,,,,4.1,14.72,"Lance Stephenson, IND",11.4,,13.8,.564,19.0,173.3
49,11.8,17.1,2.4,65,23.6,,,,,,,,,,,,,,,8.8,14.67,"Patrick Patterson, SAC/TOR",12.9,146,9.8,.533,14.4,72.6
50,32.9,10.8,1.5,40,20.5,,,,,,,,,,,,,,,1.1,14.66,"Devin Harris, DAL",6.0,147,10.9,.517,20.8,44.6
51,10.5,22.7,1.9,56,17.0,,,,,,,,,,,,,,,11.3,14.62,"Alexis Ajinca, NO",16.9,148,16.5,.589,15.2,57.1
52,5.6,24.4,3.9,80,24.6,,,,,,,,,,,,,,,11.3,14.60,"Miles Plumlee, PHX",17.9,149,14.5,.529,14.7,117.3
53,6.9,14.7,2.5,42,29.9,,,,,,,,,,,,,,,6.3,14.53,"Andrea Bargnani, NY",10.4,150,8.9,.510,20.5,73.8
0,26.6,10.8,3.5,76,26.0,,,,,,,,,,,,,,,4.1,14.52,"Shaun Livingston, BKN",7.5,151,11.4,.551,15.8,103.8
1,8.8,25.9,3.2,76,28.2,,,,,,,,,,,,,,,7.4,14.48,"Carlos Boozer, CHI",16.8,152,11.5,.489,24.4,95.2
2,26.9,8.2,1.8,56,18.8,,,,,,,,,,,,,,,2.4,14.44,"Will Bynum, DET",5.1,153,12.8,.502,24.7,54.1
3,22.0,9.4,3.6,81,23.0,,,,,,,,,,,,,,,1.7,14.40,"Jordan Crawford, BOS/GS",5.5,154,10.5,.516,22.4,108.2
4,8.5,17.6,2.0,72,19.4,,,,,,,,,,,,,,,5.2,14.38,"Mirza Teletovic, BKN",11.4,155,8.1,.559,18.5,60.1
5,15.2,10.2,4.8,73,34.7,,,,,,,,,,,,,,,2.4,14.32,"Bradley Beal, WSH",6.3,156,8.0,.507,23.0,144.2
6,10.9,7.9,5.4,81,35.4,,,,,,,,,,,,,,,1.5,14.32,"Klay Thompson, GS",4.7,,8.2,.555,20.9,163.3
7,23.5,7.8,3.4,71,28.9,,,,,,,,,,,,,,,2.0,14.31,"Jeremy Lin, HOU",5.1,158,14.1,.572,20.0,101.4
8,24.0,9.1,2.7,60,24.1,,,,,,,,,,,,,,,0.8,14.24,"Lou Williams, ATL",5.0,159,10.5,.547,20.2,80.7
9,5.0,20.0,1.3,64,15.3,,,,,,,,,,,,,,,14.2,14.20,"Tyler Hansbrough, TOR",17.1,160,13.8,.562,13.8,39.4
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,27.9,10.0,2.8,79,22.5,,,,,,,,,,,,,,,1.3,14.20,"Greivis Vasquez, SAC/TOR",5.6,,11.1,.537,19.1,84.8
12,7.9,24.6,1.2,70,12.5,,,,,,,,,,,,,,,13.1,14.15,"Thomas Robinson, POR",18.9,162,13.3,.502,18.4,34.6
13,23.0,13.8,2.6,79,25.0,,,,,,,,,,,,,,,4.4,14.12,"Boris Diaw, SA",9.3,163,12.6,.578,16.4,77.2
14,13.9,17.6,4.9,77,35.5,,,,,,,,,,,,,,,3.9,14.10,"Josh Smith, DET",10.4,164,11.0,.463,23.9,146.8
15,14.4,9.0,3.7,70,29.6,,,,,,,,,,,,,,,1.7,14.10,"Dion Waiters, CLE",5.3,,10.5,.508,25.7,111.3
16,31.0,9.6,3.3,73,29.8,,,,,,,,,,,,,,,2.5,14.06,"Mario Chalmers, MIA",6.2,166,14.1,.567,17.3,99.6
17,14.6,21.5,1.8,73,19.4,,,,,,,,,,,,,,,8.0,14.05,"Elton Brand, ATL",14.8,167,11.8,.561,12.9,53.8
