,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
0,21.2,18.7,25.7,79,38.8,,,,,,,,,,,,,,,3.3,27.34,"LeBron James, MIA",11.4,1,10.9,.594,29.7,770.0
1,5.8,30.6,22.7,78,37.6,,,,,,,,,,,,,,,12.6,26.13,"Dwight Howard, ORL",21.8,2,15.2,.616,24.3,680.3
2,15.4,14.4,21.3,76,37.1,,,,,,,,,,,,,,,5.5,25.65,"Dwyane Wade, MIA",10.2,3,10.5,.581,29.1,638.3
3,11.6,34.2,16.7,73,35.8,,,,,,,,,,,,,,,13.7,24.39,"Kevin Love, MIN",23.6,4,9.8,.593,21.3,502.4
4,15.4,13.3,18.6,82,33.9,,,,,,,,,,,,,,,3.5,23.94,"Kobe Bryant, LAL",8.5,5,9.6,.548,33.0,557.4
5,38.0,12.3,18.3,80,36.0,,,,,,,,,,,,,,,1.6,23.76,"Chris Paul, NO",6.9,6,8.6,.578,22.2,548.4
6,9.4,17.7,19.9,78,38.9,,,,,,,,,,,,,,,2.3,23.70,"Kevin Durant, OKC",10.3,7,9.6,.589,27.8,598.4
7,25.2,10.3,17.9,82,34.7,,,,,,,,,,,,,,,5.2,23.63,"Russell Westbrook, OKC",7.8,8,11.9,.538,30.8,536.8
8,22.7,9.4,19.0,81,37.4,,,,,,,,,,,,,,,3.2,23.62,"Derrick Rose, CHI",6.4,9,10.1,.550,31.3,569.8
9,11.2,20.8,15.0,73,34.3,,,,,,,,,,,,,,,2.4,23.52,"Dirk Nowitzki, DAL",12.0,10,8.1,.612,25.5,449.2
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,15.8,20.5,17.9,82,37.0,,,,,,,,,,,,,,,10.3,23.33,"Pau Gasol, LAL",15.6,11,8.2,.589,20.6,536.1
12,9.2,17.6,16.1,78,36.8,,,,,,,,,,,,,,,7.8,22.78,"Amar'e Stoudemire, NY",12.7,12,11.4,.565,27.7,483.0
13,9.7,26.0,15.1,75,36.3,,,,,,,,,,,,,,,14.2,22.67,"Zach Randolph, MEM",20.1,13,9.0,.552,23.0,454.1
14,15.9,26.8,12.2,76,28.4,,,,,,,,,,,,,,,9.3,21.94,"Tim Duncan, SA",18.3,14,9.6,.537,21.2,364.8
15,14.1,26.9,16.1,82,38.0,,,,,,,,,,,,,,,10.2,21.93,"Blake Griffin, LAC",18.6,15,10.1,.549,25.6,484.5
16,10.1,18.3,15.5,77,35.7,,,,,,,,,,,,,,,5.0,21.82,"Carmelo Anthony, DEN/NY",11.8,16,9.4,.557,29.1,464.6
17,22.3,11.8,13.6,80,30.3,,,,,,,,,,,,,,,2.1,21.78,"Manu Ginobili, SA",7.1,17,9.9,.581,24.8,408.6
18,8.8,17.2,16.1,81,39.6,,,,,,,,,,,,,,,10.1,21.57,"LaMarcus Aldridge, POR",13.5,18,7.9,.549,23.7,482.6
19,10.2,10.0,14.2,80,32.5,,,,,,,,,,,,,,,1.2,21.46,"Kevin Martin, HOU",5.6,19,9.5,.601,27.2,425.7
20,32.5,10.9,12.5,65,37.9,,,,,,,,,,,,,,,1.9,21.19,"Deron Williams, NJ/UTAH",6.3,20,11.2,.566,25.9,374.8
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,11.2,24.7,7.9,54,27.8,,,,,,,,,,,,,,,13.3,21.14,"Andrew Bynum, LAL",19.2,21,11.4,.606,16.3,235.9
23,41.9,10.2,12.2,75,33.3,,,,,,,,,,,,,,,1.8,20.81,"Steve Nash, PHX",6.0,22,13.0,.601,23.0,365.5
24,19.2,23.7,13.7,77,35.1,,,,,,,,,,,,,,,8.2,20.79,"Al Horford, ATL",16.0,23,8.6,.587,18.5,411.0
25,14.2,28.7,10.1,71,31.3,,,,,,,,,,,,,,,4.9,20.67,"Kevin Garnett, BOS",17.5,24,9.6,.575,20.1,303.7
26,11.0,18.7,11.0,70,35.0,,,,,,,,,,,,,,,7.6,20.51,"David West, NO",13.1,25,9.5,.558,23.4,329.5
27,13.4,20.8,11.3,75,30.5,,,,,,,,,,,,,,,7.5,20.49,"Nene , DEN",14.4,26,12.0,.657,17.1,338.2
28,26.8,9.3,11.9,78,32.4,,,,,,,,,,,,,,,1.4,20.44,"Tony Parker, SA",5.5,27,10.4,.569,24.9,356.2
29,8.8,23.2,14.0,82,35.9,,,,,,,,,,,,,,,9.6,20.20,"Al Jefferson, UTAH",16.3,28,6.2,.528,22.0,421.3
30,12.7,19.4,10.8,76,34.3,,,,,,,,,,,,,,,7.5,19.83,"Paul Millsap, UTAH",13.4,29,9.9,.578,20.8,324.0
31,15.8,16.6,12.8,80,34.7,,,,,,,,,,,,,,,1.6,19.76,"Paul Pierce, BOS",9.5,30,10.4,.620,21.8,383.4
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,17.9,22.2,10.5,82,32.2,,,,,,,,,,,,,,,7.8,19.50,"Lamar Odom, LAL",15.2,31,10.0,.589,18.8,315.0
34,23.9,10.9,10.5,74,33.6,,,,,,,,,,,,,,,2.3,19.46,"Stephen Curry, GS",6.5,32,12.5,.595,23.8,314.3
35,9.3,20.0,11.0,77,36.3,,,,,,,,,,,,,,,6.4,19.44,"Chris Bosh, MIA",13.6,33,8.9,.569,21.0,331.1
36,7.1,12.3,12.5,82,35.2,,,,,,,,,,,,,,,7.8,19.33,"Brook Lopez, NJ",10.0,34,9.6,.549,24.7,376.3
37,15.6,23.7,10.3,77,34.4,,,,,,,,,,,,,,,6.2,19.31,"Josh Smith, ATL",15.0,35,12.1,.540,22.8,308.3
38,7.7,18.1,5.4,64,22.3,,,,,,,,,,,,,,,10.8,19.09,"Ryan Anderson, ORL",14.5,36,7.2,.591,18.3,161.2
39,8.3,22.1,3.1,45,16.3,,,,,,,,,,,,,,,12.2,19.03,"Chris Andersen, DEN",17.3,37,10.4,.636,12.0,92.1
40,26.9,11.6,8.5,81,26.3,,,,,,,,,,,,,,,2.4,19.01,"Ramon Sessions, CLE",6.9,38,11.4,.559,23.8,255.1
41,19.3,7.7,6.9,75,23.3,,,,,,,,,,,,,,,2.1,18.93,"Lou Williams, PHI",4.9,39,7.8,.540,26.2,206.9
42,11.6,26.3,6.9,59,31.9,,,,,,,,,,,,,,,8.3,18.90,"Carlos Boozer, CHI",17.6,40,12.0,.542,24.9,208.0
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,15.7,22.8,6.5,48,32.8,,,,,,,,,,,,,,,13.9,18.83,"Joakim Noah, CHI",18.5,41,13.2,.579,15.8,193.5
45,25.1,8.1,8.9,72,32.1,,,,,,,,,,,,,,,1.3,18.78,"Chauncey Billups, DEN/NY",4.7,42,11.5,.617,20.7,268.1
46,18.0,8.5,13.2,80,40.3,,,,,,,,,,,,,,,1.5,18.69,"Monta Ellis, GS",4.9,43,10.1,.536,26.5,394.7
47,9.1,18.0,9.9,81,34.7,,,,,,,,,,,,,,,9.7,18.57,"Elton Brand, PHI",13.9,44,7.6,.553,17.8,296.4
48,16.3,6.6,8.5,56,37.7,,,,,,,,,,,,,,,2.5,18.56,"Eric Gordon, LAC",4.5,45,10.1,.566,25.0,254.2
49,7.4,15.2,8.1,82,26.0,,,,,,,,,,,,,,,8.3,18.46,"Thaddeus Young, PHI",11.7,46,9.0,.566,19.8,244.2
50,23.9,8.6,8.1,70,31.2,,,,,,,,,,,,,,,3.7,18.46,"Rodney Stuckey, DET",6.1,,10.3,.544,24.0,243.0
51,4.9,26.6,8.0,74,27.8,,,,,,,,,,,,,,,12.2,18.45,"Tyson Chandler, DAL",19.7,48,13.4,.697,12.5,241.1
