,AST,DRR,EWA,GP,MPG,No statistics available.,No statistics available..1,No statistics available..10,No statistics available..11,No statistics available..12,No statistics available..13,No statistics available..2,No statistics available..3,No statistics available..4,No statistics available..5,No statistics available..6,No statistics available..7,No statistics available..8,No statistics available..9,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
49,14.1,9.1,13.2,80,35.0,,,,,,,,,,,,,,,2.4,19.99,"CJ McCollum, POR",5.7,46,8.5,.585,26.2,395.9
50,22.0,9.9,10.8,73,33.7,,,,,,,,,,,,,,,2.8,19.84,"Goran Dragic, MIA",6.3,47,11.0,.575,27.0,324.3
51,7.6,16.2,2.4,52,11.1,,,,,,,,,,,,,,,8.6,19.71,"Brandon Bass, LAC",12.5,48,10.6,.650,18.2,70.7
52,6.1,31.2,2.8,47,15.1,,,,,,,,,,,,,,,14.0,19.59,"Alan Williams, PHX",22.4,49,9.8,.547,19.6,85.4
53,20.8,10.5,6.4,49,31.5,,,,,,,,,,,,,,,1.8,19.38,"George Hill, UTAH",6.2,50,8.7,.599,23.1,193.0
0,25.1,14.7,3.7,36,24.5,,,,,,,,,,,,,,,1.3,19.33,"Jeremy Lin, BKN",8.1,51,11.7,.566,26.3,109.8
1,32.8,12.4,10.9,82,32.4,,,,,,,,,,,,,,,1.4,19.24,"Jeff Teague, IND",7.0,52,11.1,.574,23.0,326.6
2,12.6,14.2,4.1,58,18.3,,,,,,,,,,,,,,,8.3,19.23,"Montrezl Harrell, HOU",11.2,53,8.7,.662,16.8,122.8
3,14.6,31.3,9.2,75,28.8,,,,,,,,,,,,,,,8.6,19.19,"Nikola Vucevic, ORL",19.6,54,8.2,.498,23.7,277.3
4,12.4,15.7,6.6,51,33.9,,,,,,,,,,,,,,,5.4,19.15,"Jabari Parker, MIL",10.6,55,8.1,.563,24.8,197.2
5,13.4,27.1,5.5,72,18.4,,,,,,,,,,,,,,,13.8,19.00,"Willy Hernangomez, NY",20.4,56,14.0,.564,19.7,166.0
6,9.5,24.2,3.9,66,14.1,,,,,,,,,,,,,,,9.2,18.96,"Al Jefferson, IND",16.8,57,5.5,.526,24.2,116.2
7,10.5,17.0,5.0,67,17.9,,,,,,,,,,,,,,,8.6,18.91,"Nene , HOU",12.8,58,11.7,.630,18.6,148.7
8,9.9,16.6,8.3,72,32.4,,,,,,,,,,,,,,,8.5,18.66,"LaMarcus Aldridge, SA",12.7,59,7.0,.532,23.0,249.4
9,10.2,20.1,4.2,57,20.9,,,,,,,,,,,,,,,8.7,18.61,"Richaun Holmes, PHI",14.4,60,9.6,.611,17.4,126.6
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,9.6,27.4,6.3,73,24.5,,,,,,,,,,,,,,,11.3,18.58,"Zach Randolph, MEM",19.2,61,7.8,.490,27.7,188.6
12,15.8,12.6,7.2,60,29.9,,,,,,,,,,,,,,,3.8,18.55,"Dwyane Wade, CHI",8.1,62,9.6,.508,29.2,215.2
13,8.7,19.6,10.0,81,31.4,,,,,,,,,,,,,,,6.2,18.51,"Myles Turner, IND",13.0,63,8.7,.585,18.1,300.1
14,18.2,21.9,5.1,79,18.7,,,,,,,,,,,,,,,11.7,18.48,"David Lee, SA",16.9,64,12.2,.613,16.4,154.0
15,24.2,22.4,8.1,81,26.5,,,,,,,,,,,,,,,8.8,18.18,"Mason Plumlee, DEN/POR",15.6,65,11.4,.558,17.6,242.9
16,11.1,16.0,9.4,74,34.3,,,,,,,,,,,,,,,2.6,17.96,"Carmelo Anthony, NY",9.3,66,8.0,.535,28.0,282.6
17,12.6,17.5,3.8,30,33.8,,,,,,,,,,,,,,,4.0,17.95,"Rudy Gay, SAC",10.8,67,11.2,.559,24.3,112.7
18,16.2,19.5,7.5,69,34.0,,,,,,,,,,,,,,,5.3,17.91,"Paul Millsap, ATL",12.5,68,10.1,.542,23.5,224.1
19,9.3,18.9,3.4,56,16.7,,,,,,,,,,,,,,,5.0,17.91,"Michael Beasley, MIL",12.0,,11.6,.584,23.4,103.4
20,25.7,18.6,7.8,68,32.3,,,,,,,,,,,,,,,4.9,17.77,"Al Horford, BOS",11.8,70,8.8,.553,19.7,234.7
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,9.4,19.5,4.1,77,17.3,,,,,,,,,,,,,,,7.7,17.66,"Dwight Powell, DAL",13.3,71,6.5,.588,15.4,122.5
23,8.9,24.1,4.5,82,15.7,,,,,,,,,,,,,,,7.9,17.62,"Marreese Speights, LAC",16.2,72,9.3,.584,21.9,134.7
24,13.8,24.8,4.8,65,21.4,,,,,,,,,,,,,,,12.3,17.57,"Jusuf Nurkic, DEN/POR",18.6,73,16.0,.528,21.8,144.7
25,9.1,9.2,9.3,78,34.0,,,,,,,,,,,,,,,2.2,17.53,"Klay Thompson, GS",5.9,74,7.3,.592,24.1,278.0
26,7.4,18.2,6.4,66,32.8,,,,,,,,,,,,,,,5.5,17.49,"Kristaps Porzingis, NY",11.8,75,9.0,.546,23.1,193.3
27,11.9,14.7,7.3,63,33.9,,,,,,,,,,,,,,,2.0,17.41,"Danilo Gallinari, DEN",8.4,76,7.2,.622,19.2,220.2
28,10.3,28.1,1.6,48,11.7,,,,,,,,,,,,,,,15.8,17.38,"Thomas Robinson, LAL",21.8,77,15.2,.535,19.7,49.1
29,11.9,17.1,8.9,80,32.6,,,,,,,,,,,,,,,5.1,17.35,"Otto Porter Jr., WSH",11.1,78,4.3,.628,14.3,266.3
30,31.1,11.9,2.4,35,22.0,,,,,,,,,,,,,,,1.3,17.26,"J.J. Barea, DAL",6.3,79,10.1,.521,26.8,72.0
31,30.9,13.9,7.5,82,29.4,,,,,,,,,,,,,,,3.9,17.25,"Elfrid Payton, ORL",8.7,80,10.4,.520,22.5,225.1
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,29.6,10.6,6.7,67,32.7,,,,,,,,,,,,,,,2.2,17.19,"Jrue Holiday, NO",6.4,81,11.8,.532,23.8,202.4
34,6.8,22.0,2.9,71,14.5,,,,,,,,,,,,,,,13.7,17.14,"Willie Reed, MIA",17.8,82,8.1,.578,14.3,86.9
35,9.5,28.3,4.0,54,26.4,,,,,,,,,,,,,,,1.8,17.10,"Dirk Nowitzki, DAL",14.4,83,5.9,.529,23.7,118.9
36,11.2,22.7,3.7,62,18.4,,,,,,,,,,,,,,,2.9,17.09,"Jeremy Lamb, CHA",12.7,84,6.0,.550,21.6,112.3
37,18.6,9.3,6.3,64,32.5,,,,,,,,,,,,,,,3.4,17.05,"Derrick Rose, NY",6.4,85,9.7,.530,25.6,188.0
38,21.1,16.6,5.7,76,27.4,,,,,,,,,,,,,,,3.5,17.03,"James Johnson, MIA",10.0,86,13.0,.565,21.9,171.9
39,9.4,21.9,1.9,38,16.0,,,,,,,,,,,,,,,7.1,17.02,"Ivica Zubac, LAL",14.3,87,9.4,.547,19.3,58.4
40,10.1,15.6,8.2,82,31.3,,,,,,,,,,,,,,,2.6,16.95,"Tobias Harris, DET",8.8,88,6.9,.568,20.7,247.0
41,8.6,20.7,1.6,33,18.5,,,,,,,,,,,,,,,9.7,16.91,"Skal Labissiere, SAC",15.3,89,11.8,.577,19.7,49.4
42,41.3,11.4,7.2,75,32.9,,,,,,,,,,,,,,,3.2,16.87,"Ricky Rubio, MIN",7.2,90,11.8,.539,19.7,216.1
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,14.3,17.3,5.2,62,27.8,,,,,,,,,,,,,,,8.6,16.70,"Cody Zeller, CHA",12.9,91,9.4,.604,14.7,157.1
45,7.9,33.2,3.9,47,27.6,,,,,,,,,,,,,,,12.5,16.63,"Tyson Chandler, PHX",22.6,92,17.2,.703,10.6,116.7
46,8.7,8.8,9.3,82,37.2,,,,,,,,,,,,,,,3.8,16.62,"Andrew Wiggins, MIN",6.3,93,8.6,.534,27.5,278.2
47,29.8,18.8,2.2,68,12.6,,,,,,,,,,,,,,,6.5,16.57,"David West, GS",13.0,94,15.6,.571,18.4,64.7
48,17.5,8.0,5.3,57,31.3,,,,,,,,,,,,,,,3.0,16.52,"Gary Harris, DEN",5.5,95,8.1,.611,18.2,160.1
49,8.6,15.4,7.0,80,29.9,,,,,,,,,,,,,,,13.0,16.51,"Steven Adams, OKC",14.2,96,14.6,.589,15.5,210.7
50,36.5,20.9,6.2,76,32.5,,,,,,,,,,,,,,,4.7,16.51,"Draymond Green, GS",13.3,,12.6,.522,17.3,184.7
51,6.2,19.0,6.0,79,30.7,,,,,,,,,,,,,,,5.8,16.46,"Serge Ibaka, ORL/TOR",12.2,98,8.6,.566,19.3,179.4
52,11.5,20.4,4.1,75,18.9,,,,,,,,,,,,,,,7.0,16.37,"Willie Cauley-Stein, SAC",13.7,99,9.9,.558,18.4,122.4
53,7.2,13.1,8.1,79,35.5,,,,,,,,,,,,,,,3.7,16.34,"Harrison Barnes, DAL",8.2,100,6.3,.541,23.1,244.3
0,19.8,25.8,5.1,74,28.8,,,,,,,,,,,,,,,7.5,16.32,"Julius Randle, LAL",16.3,101,13.0,.543,21.3,153.2
1,34.6,10.3,1.4,39,14.4,,,,,,,,,,,,,,,1.1,16.20,"Beno Udrih, DET",5.6,102,9.5,.535,21.2,43.5
2,24.0,9.0,6.4,79,31.5,,,,,,,,,,,,,,,1.9,16.18,"Dennis Schroder, ATL",5.5,103,12.4,.533,27.9,192.0
3,8.8,20.1,0.0,54,23.5,,,,,,,,,,,,,,,5.4,16.17,"Terrence Jones, NO/MIL",12.7,104,7.1,.515,19.7,0.0
4,22.7,22.0,3.5,70,18.1,,,,,,,,,,,,,,,12.9,16.14,"Zaza Pachulia, GS",17.7,105,15.0,.588,15.0,104.8
5,10.9,30.6,3.6,76,17.5,,,,,,,,,,,,,,,11.2,16.00,"Dewayne Dedmon, SA",21.1,106,15.1,.645,11.6,107.1
6,18.5,12.5,5.9,73,29.8,,,,,,,,,,,,,,,2.5,15.94,"Tyler Johnson, MIA",7.4,107,7.2,.535,20.5,176.6
7,9.6,20.2,2.6,50,23.7,,,,,,,,,,,,,,,9.2,15.88,"Derrick Favors, UTAH",14.9,108,10.3,.512,19.3,77.5
8,26.1,18.4,7.0,77,34.0,,,,,,,,,,,,,,,1.9,15.86,"Nicolas Batum, CHA",10.1,109,11.1,.529,22.3,209.4
9,17.5,19.6,3.1,63,22.9,,,,,,,,,,,,,,,8.8,15.76,"Larry Nance Jr., LAL",14.0,110,10.2,.567,13.2,91.7
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,6.9,19.3,2.9,74,18.9,,,,,,,,,,,,,,,3.0,15.72,"Channing Frye, CLE",11.4,111,8.1,.612,17.8,88.1
12,15.3,25.5,3.7,71,24.7,,,,,,,,,,,,,,,8.7,15.71,"Trevor Booker, BKN",17.2,112,14.0,.554,17.7,110.2
13,18.8,21.4,1.7,54,14.8,,,,,,,,,,,,,,,5.3,15.69,"Spencer Hawes, MIL/CHA",13.3,113,11.4,.562,19.6,49.8
14,7.4,11.7,5.2,66,31.0,,,,,,,,,,,,,,,6.5,15.64,"T.J. Warren, PHX",9.0,114,5.6,.539,18.1,157.1
15,19.6,12.9,4.3,60,28.4,,,,,,,,,,,,,,,3.8,15.55,"Will Barton, DEN",8.4,115,9.2,.547,21.1,128.6
16,20.8,17.2,2.0,40,19.7,,,,,,,,,,,,,,,1.8,15.53,"Tyreke Evans, NO/SAC",9.5,116,10.2,.501,26.8,59.2
17,18.3,9.3,5.1,70,29.0,,,,,,,,,,,,,,,1.4,15.52,"Seth Curry, DAL",5.1,117,9.0,.601,18.6,152.0
18,15.4,16.8,2.7,57,19.1,,,,,,,,,,,,,,,8.5,15.51,"Lucas Nogueira, TOR",12.7,118,16.8,.682,9.2,79.7
19,12.3,26.8,6.2,82,31.2,,,,,,,,,,,,,,,10.6,15.48,"Marcin Gortat, WSH",18.7,119,12.1,.593,14.0,186.1
20,30.9,9.0,3.8,69,25.1,,,,,,,,,,,,,,,3.0,15.42,"Ty Lawson, SAC",6.0,120,11.9,.551,20.2,114.2
21,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
22,25.7,7.1,4.5,68,30.3,,,,,,,,,,,,,,,1.3,15.37,"Darren Collison, SAC",4.3,121,9.4,.570,19.9,134.5
23,21.2,11.9,3.9,63,28.7,,,,,,,,,,,,,,,1.8,15.36,"D'Angelo Russell, LAL",6.7,122,12.3,.518,26.5,117.9
24,12.3,20.8,2.7,58,19.4,,,,,,,,,,,,,,,9.7,15.35,"John Henson, MIL",15.3,123,11.2,.550,15.5,79.5
25,11.9,19.5,2.0,66,15.8,,,,,,,,,,,,,,,12.8,15.34,"Cristiano Felicio, CHI",16.1,124,9.9,.603,12.0,59.7
26,18.4,20.7,3.6,75,20.5,,,,,,,,,,,,,,,5.3,15.32,"Kelly Olynyk, BOS",13.1,125,11.9,.603,18.3,108.4
27,11.5,19.6,5.5,78,29.9,,,,,,,,,,,,,,,13.9,15.32,"Tristan Thompson, CLE",16.9,,9.5,.594,10.7,164.4
28,26.9,7.4,3.7,80,21.9,,,,,,,,,,,,,,,1.6,15.28,"Patty Mills, SA",4.6,127,9.7,.578,19.9,112.0
29,14.1,9.5,5.1,79,27.3,,,,,,,,,,,,,,,1.8,15.26,"Tim Hardaway Jr., ATL",5.7,128,8.2,.568,21.5,152.9
30,25.9,25.7,2.3,46,22.1,,,,,,,,,,,,,,,17.1,15.25,"Joakim Noah, NY",21.4,129,14.6,.491,13.0,70.5
31,8.9,20.7,2.4,67,16.3,,,,,,,,,,,,,,,13.8,15.09,"Tarik Black, LAL",17.1,130,13.2,.562,14.8,73.2
32,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
33,18.4,14.4,2.0,29,30.7,,,,,,,,,,,,,,,1.5,15.07,"Khris Middleton, MIL",8.0,131,12.1,.570,21.7,60.7
34,7.6,18.0,3.5,78,25.5,,,,,,,,,,,,,,,8.6,15.07,"Taj Gibson, CHI/OKC",13.2,,11.0,.543,18.3,105.9
35,6.3,25.3,3.4,77,20.3,,,,,,,,,,,,,,,10.6,15.04,"Alex Len, PHX",17.8,133,14.6,.553,16.5,103.3
36,22.2,17.0,2.8,80,20.1,,,,,,,,,,,,,,,8.3,15.03,"Amir Johnson, BOS",12.7,134,12.2,.628,13.3,84.7
37,4.5,10.6,3.4,78,19.4,,,,,,,,,,,,,,,6.4,15.00,"Shabazz Muhammad, MIN",8.5,135,7.2,.566,20.1,101.9
38,11.0,17.8,4.9,71,30.9,,,,,,,,,,,,,,,5.2,15.00,"Wilson Chandler, DEN",11.6,,8.9,.545,21.2,147.4
39,14.8,17.3,5.2,72,32.4,,,,,,,,,,,,,,,2.3,14.99,"Jae Crowder, BOS",9.9,137,7.6,.613,16.1,156.5
40,7.4,24.0,1.7,64,15.6,,,,,,,,,,,,,,,8.0,14.99,"Bobby Portis, CHI",15.9,,7.8,.545,18.2,52.1
41,13.0,15.7,3.9,74,30.2,,,,,,,,,,,,,,,6.7,14.96,"Thaddeus Young, IND",11.2,139,10.1,.562,15.5,115.7
42,24.1,7.4,2.8,52,27.4,,,,,,,,,,,,,,,1.6,14.94,"Reggie Jackson, DET",4.4,140,10.2,.510,26.9,83.7
43,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
44,28.3,9.6,4.3,75,26.4,,,,,,,,,,,,,,,2.8,14.90,"Malcolm Brogdon, MIL",6.3,141,10.1,.555,18.7,130.3
45,8.4,15.5,2.4,50,22.7,,,,,,,,,,,,,,,7.9,14.88,"Jahlil Okafor, PHI",11.7,142,13.2,.546,22.5,72.5
46,9.3,7.9,4.8,78,28.2,,,,,,,,,,,,,,,0.6,14.87,"JJ Redick, LAC",4.4,143,8.3,.599,20.4,143.3
47,6.4,28.4,1.9,73,12.4,,,,,,,,,,,,,,,11.9,14.86,"Salah Mejri, DAL",19.8,144,18.4,.650,9.7,57.5
48,31.6,12.4,3.7,81,24.1,,,,,,,,,,,,,,,1.1,14.79,"Ish Smith, DET",6.6,145,8.5,.477,21.7,110.5
49,14.0,9.5,3.2,47,37.2,,,,,,,,,,,,,,,1.2,14.69,"Zach LaVine, MIN",5.3,146,8.5,.576,21.0,96.4
50,11.3,0.0,3.4,82,26.1,,,,,,,,,,,,,,,0.0,14.65,"Ersan Ilyasova, ATL/PHI/OKC",0.0,147,9.3,.546,18.8,100.8
51,12.6,8.3,5.6,78,35.0,,,,,,,,,,,,,,,1.8,14.64,"Devin Booker, PHX",5.0,148,11.3,.531,27.5,168.9
52,19.6,10.9,2.8,46,30.1,,,,,,,,,,,,,,,1.4,14.61,"Dion Waiters, MIA",6.1,149,10.1,.507,26.0,84.8
53,9.0,20.9,2.5,70,24.0,,,,,,,,,,,,,,,3.9,14.54,"Nikola Mirotic, CHI",12.3,150,9.6,.546,18.9,76.1
0,11.9,16.2,3.7,55,33.4,,,,,,,,,,,,,,,4.0,14.52,"Avery Bradley, BOS",10.1,151,8.6,.548,20.5,110.0
1,12.5,14.1,3.4,80,28.7,,,,,,,,,,,,,,,5.3,14.52,"Aaron Gordon, ORL",9.6,,7.4,.530,19.1,103.4
2,8.1,13.2,4.4,81,28.0,,,,,,,,,,,,,,,11.5,14.47,"Robin Lopez, CHI",12.3,153,9.2,.511,16.7,131.0
3,8.9,20.0,1.1,49,11.4,,,,,,,,,,,,,,,8.3,14.47,"Kevin Seraphin, IND",14.3,,11.2,.559,17.6,32.3
4,18.4,14.3,1.8,70,17.7,,,,,,,,,,,,,,,6.9,14.43,"Mike Muscala, ATL",10.6,155,10.8,.596,14.5,54.2
5,33.5,13.1,3.8,76,26.3,,,,,,,,,,,,,,,3.0,14.37,"Andre Iguodala, GS",8.3,156,7.4,.624,11.7,115.3
6,13.1,19.3,4.4,81,29.0,,,,,,,,,,,,,,,7.3,14.30,"Michael Kidd-Gilchrist, CHA",13.2,157,6.4,.528,13.7,133.1
7,12.7,17.5,2.6,75,25.9,,,,,,,,,,,,,,,5.5,14.21,"Jon Leuer, DET",11.3,158,7.6,.551,16.7,78.7
8,15.8,20.5,3.5,82,32.4,,,,,,,,,,,,,,,8.1,14.19,"Gorgui Dieng, MIN",14.2,159,10.7,.555,13.7,106.4
9,9.6,20.8,1.0,31,17.9,,,,,,,,,,,,,,,9.6,14.15,"Ian Mahinmi, WSH",15.2,160,17.3,.601,13.2,29.4
10,AST,DRR,EWA,GP,MPG,,,,,,,,,,,,,,,ORR,PER,PLAYER,REBR,RK,TO,TS%,USG,VA
11,7.6,8.2,2.8,60,25.9,,,,,,,,,,,,,,,1.7,14.12,"Nick Young, LAL",4.8,161,4.7,.588,18.3,84.0
12,11.3,11.8,2.4,76,18.0,,,,,,,,,,,,,,,2.2,14.09,"Norman Powell, TOR",7.0,162,9.6,.552,20.0,73.2
13,9.5,15.2,0.7,57,9.9,,,,,,,,,,,,,,,8.4,14.08,"Thon Maker, MIL",11.8,163,7.0,.558,16.5,21.6
14,31.4,9.4,2.5,64,25.9,,,,,,,,,,,,,,,0.9,14.02,"Deron Williams, CLE/DAL",5.1,164,12.0,.541,18.7,74.7
15,14.5,8.3,3.9,68,32.9,,,,,,,,,,,,,,,2.1,13.99,"Evan Fournier, ORL",5.1,165,10.1,.555,22.5,116.4
16,10.5,16.7,2.1,75,16.4,,,,,,,,,,,,,,,6.2,13.96,"Justin Anderson, DAL/PHI",11.3,166,10.5,.538,21.6,63.4
17,23.9,11.1,2.2,69,18.7,,,,,,,,,,,,,,,2.5,13.94,"Manu Ginobili, SA",6.9,167,12.5,.532,20.4,66.4
