,DATE,SEASON,HOME,AWAY,GAME_RESULT
857,20021006,2003,SEA,UTAH,-7
858,20021008,2003,MIN,MIL,6
859,20021008,2003,PHI,SA,-13
860,20021008,2003,POR,UTAH,13
861,20021008,2003,SEA,GS,-9
862,20021008,2003,TOR,DET,-10
863,20021008,2003,MEM,HOU,-9
864,20021008,2003,ATL,ORL,27
865,20021008,2003,DAL,SAC,9
866,20021008,2003,LAL,LAC,-2
867,20021008,2003,NY,BOS,-9
868,20021009,2003,IND,NO,24
869,20021009,2003,MEM,MIA,12
870,20021009,2003,NJ,CLE,8
871,20021010,2003,IND,NO,-2
872,20021010,2003,ORL,ATL,13
873,20021010,2003,POR,LAC,22
874,20021010,2003,WSH,PHI,15
875,20021010,2003,BOS,CHI,11
876,20021010,2003,DAL,DEN,10
877,20021010,2003,DET,CLE,4
878,20021010,2003,NY,SA,4
879,20021010,2003,SAC,UTAH,10
880,20021011,2003,MIA,MIN,-5
881,20021011,2003,CHI,TOR,8
882,20021011,2003,GS,POR,-12
883,20021011,2003,LAC,SEA,-2
884,20021011,2003,LAL,MEM,8
885,20021011,2003,MIL,DAL,7
886,20021011,2003,NJ,PHX,4
887,20021012,2003,IND,ATL,2
888,20021012,2003,SAC,GS,18
889,20021012,2003,NO,SA,-17
890,20021012,2003,LAL,DEN,-22
891,20021012,2003,MIA,ORL,1
892,20021012,2003,NY,PHX,-7
893,20021013,2003,LAC,MEM,10
894,20021013,2003,TOR,PHI,-4
895,20021014,2003,PHI,WSH,-5
896,20021014,2003,POR,GS,-18
897,20021014,2003,SEA,MEM,10
898,20021014,2003,CHI,PHX,-10
899,20021015,2003,MIN,CHI,26
900,20021015,2003,ORL,NO,13
901,20021015,2003,UTAH,NY,-6
902,20021015,2003,CLE,TOR,-17
903,20021015,2003,DET,DAL,4
904,20021015,2003,HOU,SA,3
905,20021015,2003,NJ,BOS,12
906,20021015,2003,WSH,DEN,6
907,20021016,2003,IND,DEN,5
908,20021016,2003,MIL,LAC,22
909,20021016,2003,POR,SEA,12
910,20021016,2003,SAC,NY,-3
911,20021017,2003,NO,WSH,-10
912,20021017,2003,PHX,HOU,-7
913,20021017,2003,ATL,MIA,-20
914,20021017,2003,BOS,NJ,-8
915,20021017,2003,DAL,DET,-3
916,20021017,2003,LAL,GS,2
917,20021018,2003,IND,MIN,5
918,20021018,2003,TOR,NJ,-16
919,20021018,2003,MEM,ORL,3
920,20021018,2003,CHI,LAC,7
921,20021018,2003,CLE,UTAH,4
922,20021018,2003,HOU,POR,-1
923,20021018,2003,SA,NY,-3
924,20021019,2003,MIN,BOS,-12
925,20021019,2003,SEA,DEN,6
926,20021019,2003,MEM,CHI,24
927,20021019,2003,ATL,IND,9
928,20021019,2003,DAL,MIL,8
929,20021019,2003,DET,LAC,4
930,20021019,2003,LAL,PHX,-6
931,20021019,2003,PHI,UTAH,-8
932,20021019,2003,SA,MIA,13
933,20021019,2003,WSH,NO,-7
934,20021020,2003,DET,MIA,5
935,20021020,2003,SEA,SAC,-1
936,20021020,2003,TOR,BOS,11
937,20021020,2003,HOU,ORL,5
938,20021021,2003,DEN,WSH,-23
939,20021021,2003,CHI,MIN,6
940,20021022,2003,NO,ATL,-8
941,20021022,2003,ORL,MEM,8
942,20021022,2003,PHI,NJ,29
943,20021022,2003,SAC,POR,3
944,20021022,2003,SEA,PHX,23
945,20021022,2003,LAL,CLE,-1
946,20021022,2003,MIA,DET,-12
947,20021022,2003,NY,UTAH,-5
948,20021022,2003,TOR,GS,1
949,20021023,2003,BOS,DAL,-8
950,20021023,2003,DEN,IND,-7
951,20021023,2003,PHX,CHI,1
952,20021023,2003,DET,WSH,20
953,20021023,2003,LAC,MIL,-8
954,20021023,2003,SA,HOU,1
955,20021024,2003,SAC,CLE,21
956,20021024,2003,DEN,GS,-28
957,20021024,2003,UTAH,TOR,7
958,20021024,2003,HOU,PHI,-4
959,20021024,2003,LAL,MIL,5
960,20021024,2003,ORL,DAL,-7
961,20021025,2003,CLE,MIL,9
962,20021025,2003,MIN,IND,35
963,20021025,2003,PHX,GS,8
964,20021025,2003,ATL,NO,21
965,20021025,2003,LAL,SAC,-5
966,20021025,2003,NJ,NY,29
967,20021025,2003,SA,PHI,21
968,20021025,2003,BOS,WSH,9
969,20021029,2003,SAC,CLE,27
970,20021029,2003,LAL,SA,-6
971,20021029,2003,ORL,PHI,7
972,20021030,2003,POR,LAL,12
973,20021030,2003,BOS,CHI,-3
974,20021030,2003,IND,HOU,9
975,20021030,2003,MIN,DEN,6
976,20021030,2003,PHI,MIL,2
977,20021030,2003,SEA,PHX,13
978,20021030,2003,TOR,WSH,6
979,20021030,2003,MEM,DAL,-11
980,20021030,2003,NO,UTAH,25
981,20021030,2003,GS,SA,8
982,20021030,2003,LAC,CLE,-2
983,20021030,2003,MIA,ORL,-14
984,20021030,2003,NJ,ATL,11
985,20021030,2003,DET,NY,9
986,20021031,2003,SAC,POR,28
987,20021031,2003,ATL,UTAH,7
988,20021031,2003,WSH,BOS,45
989,20021101,2003,DEN,HOU,-9
990,20021101,2003,MIN,ORL,6
991,20021101,2003,PHX,CLE,4
992,20021101,2003,CHI,NO,5
993,20021101,2003,GS,SEA,-13
994,20021101,2003,LAC,LAL,-15
995,20021101,2003,NJ,IND,11
996,20021101,2003,SA,TOR,19
997,20021101,2003,DET,MEM,23
998,20021101,2003,PHI,NY,12
999,20021102,2003,ATL,CHI,6
1000,20021102,2003,IND,MIN,7
1001,20021102,2003,POR,DEN,-17
1002,20021102,2003,UTAH,GS,9
1003,20021102,2003,WSH,NJ,-8
1004,20021102,2003,MEM,SAC,-17
1005,20021102,2003,NO,MIA,5
1006,20021102,2003,DAL,PHX,14
1007,20021102,2003,HOU,TOR,12
1008,20021102,2003,MIL,ORL,-10
1009,20021102,2003,NY,BOS,-10
1010,20021103,2003,LAC,DET,2
1011,20021103,2003,MIA,SAC,10
1012,20021103,2003,SEA,UTAH,14
1013,20021103,2003,LAL,POR,3
1014,20021104,2003,PHX,DET,-2
1015,20021104,2003,TOR,CHI,4
1016,20021104,2003,MEM,SA,-2
1017,20021104,2003,DAL,GS,7
1018,20021104,2003,NJ,MIN,24
1019,20021104,2003,NY,MIL,-9
1020,20021105,2003,CLE,LAL,19
1021,20021105,2003,DEN,ATL,-16
1022,20021105,2003,MIN,WSH,4
1023,20021105,2003,ORL,SAC,4
1024,20021105,2003,HOU,SEA,-7
1025,20021105,2003,MIA,IND,-4
1026,20021105,2003,SA,GS,20
1027,20021106,2003,NY,SAC,7
1028,20021106,2003,PHI,LAC,2
1029,20021106,2003,PHX,ATL,5
1030,20021106,2003,POR,MEM,6
1031,20021106,2003,UTAH,DET,-2
1032,20021106,2003,WSH,CLE,7
1033,20021106,2003,TOR,DAL,-14
1034,20021106,2003,NO,SEA,2
1035,20021106,2003,CHI,BOS,-22
1036,20021106,2003,MIL,NJ,6
1037,20021107,2003,MIN,MIL,4
1038,20021107,2003,BOS,LAL,3
1039,20021107,2003,DEN,DET,-26
1040,20021108,2003,IND,NY,13
1041,20021108,2003,ORL,SEA,7
1042,20021108,2003,PHI,CLE,24
1043,20021108,2003,PHX,POR,11
1044,20021108,2003,UTAH,ATL,13
1045,20021108,2003,NO,GS,6
1046,20021108,2003,CHI,DAL,-27
1047,20021108,2003,NJ,LAC,14
1048,20021108,2003,SAC,MEM,8
1049,20021108,2003,WSH,LAL,1
1050,20021109,2003,DEN,MEM,11
1051,20021109,2003,IND,TOR,24
1052,20021109,2003,MIN,BOS,-6
1053,20021109,2003,CHI,NJ,7
1054,20021109,2003,CLE,WSH,-14
1055,20021109,2003,DAL,DET,39
1056,20021109,2003,HOU,GS,7
1057,20021109,2003,MIL,PHI,5
1058,20021109,2003,SA,POR,-19
1059,20021109,2003,MIA,SEA,-2
1060,20021110,2003,NY,NO,-6
1061,20021110,2003,ORL,LAC,-3
1062,20021110,2003,SAC,ATL,8
1063,20021111,2003,BOS,UTAH,17
1064,20021111,2003,MEM,GS,-7
1065,20021111,2003,DAL,POR,9
1066,20021111,2003,SA,MIN,16
1067,20021112,2003,IND,CLE,20
1068,20021112,2003,ORL,TOR,-6
1069,20021112,2003,WSH,SEA,-6
1070,20021112,2003,DET,NO,6
1071,20021112,2003,HOU,POR,3
1072,20021112,2003,LAL,ATL,-12
1073,20021112,2003,MIA,LAC,-19
1074,20021112,2003,NY,UTAH,-21
1075,20021113,2003,GS,SAC,-11
1076,20021113,2003,BOS,PHI,10
1077,20021113,2003,CLE,DAL,-4
1078,20021113,2003,DEN,PHX,-3
1079,20021113,2003,MIL,CHI,7
1080,20021113,2003,NJ,SA,9
1081,20021113,2003,NO,MIN,4
1082,20021114,2003,LAC,ORL,-21
1083,20021114,2003,PHI,SA,5
1084,20021114,2003,WSH,UTAH,3
1085,20021115,2003,IND,MIL,3
1086,20021115,2003,POR,LAC,24
1087,20021115,2003,SEA,SAC,14
1088,20021115,2003,TOR,DEN,5
1089,20021115,2003,MEM,MIN,-4
1090,20021115,2003,NO,CHI,18
1091,20021115,2003,LAL,GS,7
1092,20021115,2003,BOS,DAL,-11
1093,20021115,2003,DET,UTAH,11
1094,20021115,2003,MIA,NJ,-9
1095,20021115,2003,PHX,HOU,1
1096,20021116,2003,NY,PHI,-1
1097,20021116,2003,ATL,NO,7
1098,20021116,2003,MIN,IND,-6
1099,20021116,2003,WSH,MIA,30
1100,20021116,2003,CHI,MEM,18
1101,20021116,2003,CLE,SA,-13
1102,20021116,2003,DET,DEN,21
1103,20021116,2003,GS,ORL,42
1104,20021116,2003,MIL,BOS,17
1105,20021116,2003,NJ,DAL,-8
1106,20021117,2003,LAC,SEA,-6
1107,20021117,2003,TOR,UTAH,-4
1108,20021117,2003,SAC,ORL,2
1109,20021117,2003,LAL,HOU,-4
1110,20021117,2003,PHI,WSH,16
1111,20021118,2003,ATL,TOR,25
1112,20021118,2003,GS,LAC,-10
1113,20021118,2003,NJ,DEN,20
1114,20021118,2003,NY,DET,3
1115,20021118,2003,SA,CLE,26
1116,20021119,2003,MIL,MIA,-4
1117,20021119,2003,MIN,MEM,4
1118,20021119,2003,SAC,CHI,13
1119,20021119,2003,SEA,ORL,-17
1120,20021119,2003,UTAH,PHX,23
1121,20021119,2003,NO,PHI,1
1122,20021119,2003,DAL,LAL,26
1123,20021119,2003,HOU,CLE,17
1124,20021120,2003,BOS,NJ,17
1125,20021120,2003,DEN,UTAH,-17
1126,20021120,2003,POR,ORL,14
1127,20021120,2003,TOR,IND,-2
1128,20021120,2003,ATL,MIN,-10
1129,20021120,2003,DET,MIA,11
1130,20021120,2003,GS,CHI,6
1131,20021120,2003,LAC,SAC,-4
1132,20021120,2003,SA,LAL,7
1133,20021120,2003,MEM,PHI,-7
1134,20021121,2003,DAL,HOU,13
1135,20021121,2003,SEA,POR,-4
1136,20021122,2003,IND,ORL,36
1137,20021122,2003,SAC,PHX,17
1138,20021122,2003,BOS,ATL,7
1139,20021122,2003,NO,NY,8
1140,20021122,2003,GS,MIL,-4
1141,20021122,2003,HOU,WSH,7
1142,20021122,2003,LAL,CHI,13
1143,20021122,2003,NJ,CLE,41
1144,20021122,2003,SA,MEM,9
1145,20021122,2003,MIA,DET,-3
1146,20021122,2003,PHI,TOR,10
1147,20021122,2003,DEN,LAC,2
1148,20021123,2003,ATL,BOS,-10
1149,20021123,2003,IND,DET,-15
1150,20021123,2003,MIN,NJ,-14
1151,20021123,2003,PHX,DEN,-1
1152,20021123,2003,POR,SAC,-1
1153,20021123,2003,UTAH,CHI,20
1154,20021123,2003,MEM,WSH,11
1155,20021123,2003,CLE,NO,-13
1156,20021123,2003,DAL,SEA,10
1157,20021124,2003,LAC,HOU,1
1158,20021124,2003,TOR,PHI,-10
1159,20021124,2003,ORL,MIA,2
1160,20021124,2003,SA,SEA,-1
1161,20021124,2003,LAL,MIL,12
1162,20021124,2003,NY,MIN,-18
1163,20021125,2003,PHI,NO,21
1164,20021125,2003,PHX,MIL,5
1165,20021126,2003,CLE,SAC,-6
1166,20021126,2003,DEN,SA,4
1167,20021126,2003,POR,HOU,6
1168,20021126,2003,WSH,IND,-4
1169,20021126,2003,ATL,SEA,3
1170,20021126,2003,LAC,UTAH,-5
1171,20021126,2003,MIA,LAL,12
1172,20021127,2003,BOS,CHI,10
1173,20021127,2003,MIL,CLE,32
1174,20021127,2003,MIN,SAC,16
1175,20021127,2003,ORL,LAL,10
1176,20021127,2003,PHI,MIA,9
1177,20021127,2003,PHX,NJ,7
1178,20021127,2003,TOR,NY,-6
1179,20021127,2003,MEM,SEA,18
1180,20021127,2003,NO,ATL,12
1181,20021127,2003,DET,DAL,-20
1182,20021127,2003,GS,HOU,-7
1183,20021127,2003,SA,DEN,31
1184,20021128,2003,LAC,NJ,8
1185,20021128,2003,IND,DAL,12
1186,20021129,2003,DEN,GS,-10
1187,20021129,2003,PHX,SA,7
1188,20021129,2003,SAC,LAC,13
1189,20021129,2003,UTAH,MIN,18
1190,20021129,2003,MEM,LAL,-6
1191,20021129,2003,ATL,MIA,6
1192,20021129,2003,CLE,PHI,-7
1193,20021129,2003,SEA,HOU,-11
1194,20021129,2003,BOS,TOR,-3
1195,20021129,2003,DET,MIL,5
1196,20021129,2003,IND,WSH,16
1197,20021130,2003,NY,NO,6
1198,20021130,2003,ORL,ATL,25
1199,20021130,2003,POR,NJ,-7
1200,20021130,2003,WSH,PHI,-1
1201,20021130,2003,DAL,CHI,13
1202,20021130,2003,GS,PHX,10
1203,20021130,2003,SA,UTAH,22
1204,20021130,2003,MIA,CLE,6
1205,20021130,2003,MIL,DET,23
1206,20021131,2003,LAC,IND,-5
1207,20021131,2003,MEM,TOR,-5
1208,20021131,2003,BOS,NO,9
1209,20021131,2003,SAC,HOU,19
1210,20021131,2003,SEA,NJ,1
1211,20021131,2003,LAL,MIN,-3
1212,20021201,2003,LAC,IND,-5
1213,20021201,2003,MEM,TOR,-5
1214,20021201,2003,BOS,NO,9
1215,20021201,2003,SAC,HOU,19
1216,20021201,2003,SEA,NJ,1
1217,20021201,2003,LAL,MIN,-3
1218,20021202,2003,ORL,BOS,-5
1219,20021202,2003,PHX,MIA,-10
1220,20021202,2003,UTAH,IND,11
1221,20021202,2003,DAL,TOR,11
1222,20021202,2003,NY,CLE,32
1223,20021203,2003,SAC,MIN,12
1224,20021203,2003,WSH,MIL,25
1225,20021203,2003,CHI,NO,-25
1226,20021203,2003,GS,DEN,21
1227,20021203,2003,HOU,SA,14
1228,20021203,2003,LAL,MEM,10
1229,20021203,2003,NJ,ATL,15
1230,20021204,2003,CLE,CHI,10
1231,20021204,2003,DEN,SAC,-2
1232,20021204,2003,PHI,BOS,6
1233,20021204,2003,PHX,MEM,13
1234,20021204,2003,POR,DAL,-15
1235,20021204,2003,SEA,IND,-3
1236,20021204,2003,UTAH,LAL,8
1237,20021204,2003,NO,TOR,15
1238,20021204,2003,DET,WSH,-5
1239,20021204,2003,LAC,MIA,9
1240,20021204,2003,NY,ORL,-2
1241,20021205,2003,GS,MIN,-16
1242,20021205,2003,ATL,MIL,18
1243,20021206,2003,ORL,WSH,10
1244,20021206,2003,PHX,IND,10
1245,20021206,2003,POR,MIA,19
1246,20021206,2003,SAC,DEN,21
1247,20021206,2003,UTAH,MEM,33
1248,20021206,2003,NO,HOU,2
1249,20021206,2003,LAL,DAL,2
1250,20021206,2003,SA,PHI,5
1251,20021206,2003,BOS,NY,11
1252,20021206,2003,TOR,CHI,18
1253,20021207,2003,LAC,MIN,16
1254,20021207,2003,ATL,DET,2
1255,20021207,2003,DEN,IND,11
1256,20021207,2003,SEA,MIA,29
1257,20021207,2003,CHI,CLE,8
1258,20021207,2003,GS,DAL,-5
1259,20021207,2003,HOU,PHI,25
1260,20021207,2003,MIL,NO,-6
1261,20021207,2003,NJ,ORL,33
1262,20021207,2003,WSH,NY,3
1263,20021208,2003,MEM,PHX,8
1264,20021208,2003,TOR,POR,-13
1265,20021208,2003,SA,SAC,-24
1266,20021208,2003,LAL,UTAH,9
1267,20021209,2003,BOS,ORL,5
1268,20021209,2003,CLE,MIL,-7
1269,20021209,2003,DEN,MIN,-8
1270,20021209,2003,NO,LAC,-4
1271,20021209,2003,NJ,PHX,13
1272,20021210,2003,WSH,POR,-19
1273,20021210,2003,CHI,ORL,20
1274,20021210,2003,DAL,LAC,27
1275,20021210,2003,GS,LAL,4
1276,20021210,2003,HOU,SAC,7
1277,20021210,2003,MIA,MEM,-11
1278,20021210,2003,NY,SEA,17
1279,20021211,2003,BOS,PHX,-9
1280,20021211,2003,CLE,TOR,13
1281,20021211,2003,MIL,IND,-7
1282,20021211,2003,NJ,POR,1
1283,20021211,2003,PHI,SEA,-4
1284,20021211,2003,MEM,DEN,3
1285,20021211,2003,DET,ATL,11
1286,20021211,2003,SA,DAL,7
1287,20021212,2003,CHI,DET,-10
1288,20021212,2003,MIN,ATL,18
1289,20021212,2003,UTAH,NO,-5
1290,20021213,2003,IND,DEN,22
1291,20021213,2003,ORL,GS,26
1292,20021213,2003,PHI,PHX,-8
1293,20021213,2003,TOR,SEA,-12
1294,20021213,2003,MEM,HOU,5
1295,20021213,2003,BOS,CLE,15
1296,20021213,2003,LAL,NO,-16
1297,20021213,2003,MIL,POR,22
1298,20021213,2003,SA,LAC,13
1299,20021213,2003,MIA,NY,-5
1300,20021213,2003,NJ,WSH,14
1301,20021214,2003,ATL,PHX,-14
1302,20021214,2003,MIN,POR,-6
1303,20021214,2003,UTAH,SAC,-2
1304,20021214,2003,CHI,MIL,2
1305,20021214,2003,CLE,DEN,7
1306,20021214,2003,DAL,MEM,17
1307,20021214,2003,DET,SEA,13
1308,20021214,2003,HOU,LAC,-11
1309,20021214,2003,NY,BOS,-23
1310,20021214,2003,MIA,GS,9
1311,20021215,2003,TOR,WSH,-13
1312,20021215,2003,IND,PHI,10
1313,20021215,2003,DET,NJ,10
1314,20021215,2003,SAC,NO,15
1315,20021215,2003,LAL,ORL,23
1316,20021216,2003,CLE,SEA,-13
1317,20021216,2003,PHI,DEN,22
1318,20021216,2003,PHX,ORL,3
1319,20021216,2003,MEM,GS,13
1320,20021216,2003,CHI,BOS,11
1321,20021216,2003,LAC,SA,12
1322,20021216,2003,MIA,HOU,-5
1323,20021217,2003,MIL,TOR,-5
1324,20021217,2003,MIN,LAL,16
1325,20021217,2003,POR,NO,9
1326,20021217,2003,SAC,PHX,9
1327,20021217,2003,ATL,WSH,-10
1328,20021217,2003,DAL,IND,21
1329,20021217,2003,NY,NJ,2
1330,20021218,2003,BOS,MIA,-10
1331,20021218,2003,CLE,DET,-5
1332,20021218,2003,DEN,DAL,-5
1333,20021218,2003,PHI,MIN,5
1334,20021218,2003,SEA,SA,-3
1335,20021218,2003,UTAH,ORL,-7
1336,20021218,2003,WSH,MEM,18
1337,20021218,2003,CHI,TOR,13
1338,20021218,2003,GS,NO,5
1339,20021218,2003,LAC,POR,-4
1340,20021218,2003,HOU,IND,12
1341,20021219,2003,SAC,SA,-2
1342,20021219,2003,NJ,LAL,27
1343,20021220,2003,DEN,ORL,-9
1344,20021220,2003,IND,CHI,15
1345,20021220,2003,SEA,NO,-2
1346,20021220,2003,TOR,MIA,-20
1347,20021220,2003,MEM,MIL,11
1348,20021220,2003,BOS,MIN,9
1349,20021220,2003,DAL,UTAH,-12
1350,20021220,2003,GS,POR,-2
1351,20021220,2003,HOU,ATL,19
1352,20021220,2003,LAC,PHX,-11
1353,20021220,2003,DET,CLE,2
1354,20021220,2003,PHI,LAL,3
1355,20021221,2003,ATL,PHI,2
1356,20021221,2003,MIN,HOU,12
1357,20021221,2003,PHX,SAC,9
1358,20021221,2003,POR,SEA,1
1359,20021221,2003,CHI,IND,7
1360,20021221,2003,CLE,BOS,-7
1361,20021221,2003,LAC,DEN,3
1362,20021221,2003,MIL,NY,4
1363,20021221,2003,SA,WSH,11
1364,20021221,2003,NJ,DET,8
1365,20021222,2003,MEM,UTAH,-29
1366,20021222,2003,TOR,LAL,-2
1367,20021222,2003,SAC,GS,15
1368,20021222,2003,NY,MIA,-8
1369,20021223,2003,CLE,MIA,2
1370,20021223,2003,IND,ATL,15
1371,20021223,2003,ORL,MIL,-5
1372,20021223,2003,PHX,SEA,1
1373,20021223,2003,DAL,WSH,6
1374,20021223,2003,HOU,UTAH,-5
1375,20021223,2003,NJ,CHI,16
1376,20021223,2003,SA,NO,5
1377,20021225,2003,ORL,DET,5
1378,20021225,2003,LAL,SAC,-6
1379,20021225,2003,NJ,BOS,36
1380,20021226,2003,SEA,TOR,9
1381,20021226,2003,NO,DAL,-2
1382,20021226,2003,WSH,DET,-5
1383,20021227,2003,PHX,LAC,13
1384,20021227,2003,MEM,ORL,13
1385,20021227,2003,ATL,SA,2
1386,20021227,2003,CHI,MIN,-13
1387,20021227,2003,CLE,IND,-24
1388,20021227,2003,GS,TOR,5
1389,20021227,2003,HOU,NY,-16
1390,20021227,2003,POR,UTAH,5
1391,20021227,2003,MIA,BOS,20
1392,20021227,2003,NJ,MIL,20
1393,20021228,2003,DEN,LAL,-19
1394,20021228,2003,IND,NO,7
1395,20021228,2003,ORL,BOS,6
1396,20021228,2003,SAC,POR,-6
1397,20021228,2003,UTAH,PHI,29
1398,20021228,2003,WSH,ATL,8
1399,20021228,2003,CHI,SA,-14
1400,20021228,2003,DAL,NY,25
1401,20021228,2003,DET,MIN,24
1402,20021228,2003,LAC,GS,-7
1403,20021228,2003,MIL,NJ,-8
1404,20021229,2003,LAL,TOR,16
1405,20021229,2003,CLE,PHX,-19
1406,20021229,2003,HOU,NO,12
1407,20021230,2003,DEN,SEA,-2
1408,20021230,2003,MIN,PHX,6
1409,20021230,2003,ORL,WSH,17
1410,20021230,2003,UTAH,TOR,22
1411,20021230,2003,DAL,MIL,-3
1412,20021230,2003,DET,POR,-11
1413,20021230,2003,GS,PHI,6
1414,20021230,2003,MIA,ATL,9
1415,20021230,2003,NJ,CLE,14
1416,20021230,2003,NY,SA,1
1417,20021231,2003,BOS,MEM,7
1418,20021231,2003,CHI,POR,15
1419,20021231,2003,LAC,PHI,-8
1420,20021231,2003,NO,IND,-3
1421,20021231,2003,WSH,SA,2
1422,20021231,2003,HOU,MIL,25
1423,20030101,2003,ATL,MIA,-34
1424,20030101,2003,NY,TOR,20
1425,20030102,2003,CHI,WSH,-25
1426,20030102,2003,DAL,LAC,10
1427,20030102,2003,PHX,PHI,18
1428,20030103,2003,TOR,CLE,-1
1429,20030103,2003,MEM,LAC,5
1430,20030103,2003,NO,ORL,11
1431,20030103,2003,MIL,UTAH,-3
1432,20030103,2003,SA,GS,3
1433,20030103,2003,SEA,DEN,-12
1434,20030103,2003,BOS,POR,-5
1435,20030103,2003,MIA,NJ,-20
1436,20030103,2003,NY,IND,2
1437,20030104,2003,DAL,PHI,19
1438,20030104,2003,ATL,DET,-4
1439,20030104,2003,DEN,SAC,-11
1440,20030104,2003,MIN,UTAH,-8
1441,20030104,2003,ORL,NJ,-5
1442,20030104,2003,PHX,LAL,14
1443,20030104,2003,WSH,IND,3
1444,20030104,2003,CHI,CLE,6
1445,20030104,2003,HOU,GS,-2
1446,20030105,2003,LAC,SA,-8
1447,20030105,2003,TOR,NO,-15
1448,20030105,2003,SAC,MIA,26
1449,20030105,2003,LAL,PHX,12
1450,20030105,2003,NY,POR,-3
1451,20030106,2003,BOS,WSH,-5
1452,20030106,2003,CLE,MIL,-12
1453,20030106,2003,ORL,NY,3
1454,20030106,2003,PHI,IND,-1
1455,20030106,2003,MEM,NO,4
1456,20030106,2003,ATL,NJ,-7
1457,20030106,2003,CHI,UTAH,15
1458,20030106,2003,DAL,DEN,15
1459,20030106,2003,DET,TOR,8
1460,20030106,2003,GS,MIA,14
1461,20030107,2003,MIL,SAC,-25
1462,20030107,2003,POR,PHX,-7
1463,20030107,2003,HOU,MIN,8
1464,20030107,2003,LAL,SEA,21
1465,20030108,2003,DEN,MIA,10
1466,20030108,2003,IND,NY,2
1467,20030108,2003,MIN,GS,7
1468,20030108,2003,ORL,HOU,-10
1469,20030108,2003,PHI,DET,-9
1470,20030108,2003,SEA,SA,-11
1471,20030108,2003,UTAH,PHX,6
1472,20030108,2003,WSH,CHI,3
1473,20030108,2003,ATL,DAL,-18
1474,20030108,2003,LAC,MEM,8
1475,20030108,2003,NO,BOS,-10
1476,20030109,2003,POR,SA,3
1477,20030109,2003,NJ,SAC,-36
1478,20030110,2003,DAL,BOS,25
1479,20030110,2003,DEN,POR,1
1480,20030110,2003,MIN,SAC,6
1481,20030110,2003,ORL,IND,-4
1482,20030110,2003,PHI,NY,-2
1483,20030110,2003,PHX,MEM,6
1484,20030110,2003,UTAH,MIA,16
1485,20030110,2003,WSH,GS,-5
1486,20030110,2003,TOR,NJ,-15
1487,20030110,2003,ATL,HOU,9
1488,20030110,2003,NO,DET,-2
1489,20030110,2003,LAL,CLE,16
1490,20030110,2003,MIL,CHI,8
1491,20030110,2003,SEA,LAC,-2
1492,20030111,2003,ATL,NO,7
1493,20030111,2003,IND,GS,12
1494,20030111,2003,DET,MIL,-2
1495,20030111,2003,HOU,DEN,2
1496,20030111,2003,NY,WSH,-5
1497,20030112,2003,LAC,DAL,-6
1498,20030112,2003,TOR,MIN,14
1499,20030112,2003,PHX,UTAH,8
1500,20030112,2003,SAC,MEM,8
1501,20030112,2003,SA,BOS,1
1502,20030112,2003,SEA,CLE,-8
1503,20030112,2003,LAL,MIA,25
1504,20030112,2003,PHI,ORL,-2
1505,20030113,2003,MIN,DEN,14
1506,20030113,2003,ORL,DET,-15
1507,20030113,2003,POR,CLE,24
1508,20030113,2003,CHI,NY,7
1509,20030113,2003,GS,MEM,-2
1510,20030113,2003,HOU,BOS,9
1511,20030114,2003,MIL,ATL,9
1512,20030114,2003,WSH,TOR,-9
1513,20030114,2003,MIA,DET,3
1514,20030114,2003,NY,CHI,12
1515,20030114,2003,SA,PHX,8
1516,20030115,2003,SAC,DAL,29
1517,20030115,2003,BOS,ATL,20
1518,20030115,2003,DEN,UTAH,-11
1519,20030115,2003,IND,MIA,23
1520,20030115,2003,PHI,NJ,1
1521,20030115,2003,POR,MEM,8
1522,20030115,2003,TOR,MIL,-12
1523,20030115,2003,NO,LAL,-8
1524,20030115,2003,GS,CLE,28
1525,20030115,2003,HOU,PHX,6
1526,20030115,2003,LAC,MIN,-31
1527,20030116,2003,WSH,ORL,15
1528,20030116,2003,UTAH,SEA,7
1529,20030117,2003,DEN,CLE,17
1530,20030117,2003,PHI,MIL,-4
1531,20030117,2003,PHX,DAL,5
1532,20030117,2003,SEA,MEM,6
1533,20030117,2003,BOS,IND,5
1534,20030117,2003,NO,CHI,7
1535,20030117,2003,GS,MIN,9
1536,20030117,2003,NJ,TOR,11
1537,20030117,2003,SA,ATL,13
1538,20030117,2003,DET,NY,17
1539,20030117,2003,HOU,LAL,4
1540,20030118,2003,ATL,NY,-3
1541,20030118,2003,IND,DET,2
1542,20030118,2003,POR,MIN,-6
1543,20030118,2003,UTAH,CLE,17
1544,20030118,2003,WSH,PHI,-8
1545,20030118,2003,LAC,SAC,5
1546,20030118,2003,MIL,BOS,-2
1547,20030118,2003,MIA,CHI,1
1548,20030119,2003,TOR,ORL,-8
1549,20030119,2003,SEA,DAL,4
1550,20030120,2003,ATL,CHI,-13
1551,20030120,2003,GS,SAC,-22
1552,20030120,2003,NY,MIA,7
1553,20030120,2003,WSH,DEN,15
1554,20030120,2003,NO,PHX,12
1555,20030120,2003,DET,IND,10
1556,20030120,2003,MIN,TOR,8
1557,20030120,2003,SA,HOU,5
1558,20030120,2003,MEM,POR,-12
1559,20030120,2003,LAL,LAC,4
1560,20030120,2003,UTAH,NJ,3
1561,20030120,2003,PHI,BOS,-1
1562,20030121,2003,CLE,ORL,-9
1563,20030121,2003,SAC,NJ,7
