Tm,AST,DRR,EWA,GP,MPG,ORR,PER_x,REBR,TO,TS%,USG,VA,Age,MP,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
ATL,16.400000000000002,15.636363636363637,2.809090909090909,68.27272727272727,22.754545454545454,5.245454545454546,14.012727272727274,10.345454545454546,10.672727272727274,0.549,20.036363636363635,84.14545454545454,25.727272727272727,1499.6363636363637,5.2,15.645454545454543,10.30909090909091,14.927272727272726,1.5727272727272728,1.863636363636364,19.80909090909091,1.2727272727272725,0.9181818181818181,2.2272727272727266,0.06709090909090909,-0.6,-0.7727272727272727,-1.3545454545454547,0.34545454545454546
BOS,18.91,15.029999999999998,4.4399999999999995,69.2,23.559999999999995,4.999999999999999,15.463999999999999,10.010000000000002,9.190000000000001,0.5658,19.139999999999997,133.76000000000002,25.8,1673.2,4.999999999999999,15.029999999999998,10.010000000000002,15.399999999999997,1.6,2.05,19.0,2.2499999999999996,2.2199999999999998,4.46,0.12630000000000002,0.039999999999999945,0.57,0.5900000000000004,1.3699999999999999
BRK,14.835714285714285,15.621428571428572,2.6857142857142855,60.357142857142854,23.621428571428567,5.357142857142857,13.885714285714286,10.514285714285716,10.10714285714286,0.5552142857142859,19.264285714285712,80.6642857142857,25.928571428571427,1404.2857142857142,5.285714285714286,15.778571428571428,10.571428571428571,13.378571428571428,1.2857142857142858,1.4,19.157142857142855,1.4642857142857146,1.5357142857142858,2.9785714285714286,0.0982142857142857,-0.5642857142857143,0.0857142857142857,-0.48571428571428577,0.692857142857143
CHI,16.70769230769231,15.246153846153845,1.807692307692308,61.61538461538461,24.53846153846154,3.5999999999999996,13.027692307692313,9.346153846153847,10.076923076923077,0.5310769230769231,19.86923076923077,54.32307692307692,24.153846153846153,1260.076923076923,3.4999999999999996,15.253846153846155,9.315384615384618,13.830769230769231,1.4692307692307693,1.3230769230769233,20.099999999999998,0.44615384615384623,0.8307692307692309,1.2538461538461543,0.03915384615384616,-1.4769230769230772,-0.8307692307692309,-2.3307692307692305,0.04615384615384616
CHO,17.878571428571426,14.349999999999998,2.885714285714286,62.857142857142854,22.014285714285712,4.078571428571428,14.173571428571426,9.114285714285716,8.792857142857143,0.549142857142857,19.171428571428574,86.27142857142856,26.285714285714285,1356.7142857142858,3.9642857142857144,14.157142857142855,8.964285714285714,13.778571428571428,1.4142857142857144,1.671428571428572,19.314285714285713,1.5499999999999996,1.0071428571428571,2.564285714285714,0.05928571428571428,-1.4142857142857144,-0.8285714285714286,-2.2642857142857142,0.5928571428571429
CLE,17.28666666666667,12.88,1.48,57.53333333333333,22.639999999999997,3.5066666666666664,13.021333333333335,8.046666666666667,9.219999999999999,0.5378666666666667,19.526666666666664,44.52666666666667,26.8,991.4,3.626666666666666,14.466666666666667,8.806666666666667,14.013333333333332,1.3800000000000001,0.6733333333333333,19.333333333333332,0.7666666666666667,0.08,0.8400000000000001,0.053333333333333344,-0.27333333333333343,-1.6066666666666667,-1.9,-0.08
DAL,16.658333333333335,13.733333333333333,2.2499999999999996,67.75,22.70833333333334,4.008333333333334,13.699166666666665,8.883333333333333,8.841666666666667,0.5571666666666667,19.25833333333333,67.34166666666667,28.916666666666668,1231.25,4.241666666666667,14.041666666666666,9.174999999999999,14.883333333333333,1.175,1.4083333333333332,19.14166666666667,1.4083333333333334,1.1666666666666667,2.608333333333334,0.09758333333333334,-0.30000000000000004,-0.2916666666666667,-0.5916666666666667,0.45833333333333326
DEN,17.58888888888889,14.177777777777779,3.1999999999999997,69.88888888888889,24.666666666666668,4.666666666666666,14.317777777777776,9.41111111111111,8.711111111111112,0.5511111111111111,19.666666666666664,96.0,25.555555555555557,1708.111111111111,4.666666666666666,14.177777777777779,9.41111111111111,13.877777777777775,1.4888888888888887,1.688888888888889,19.144444444444446,2.066666666666667,1.911111111111111,3.9666666666666663,0.10577777777777778,-0.2888888888888889,0.0777777777777777,-0.188888888888889,0.8888888888888888
DET,16.26666666666667,14.908333333333337,2.933333333333333,68.58333333333333,23.63333333333334,4.491666666666667,13.190833333333332,9.566666666666668,9.233333333333333,0.5347500000000001,19.224999999999998,87.6416666666667,26.5,1496.75,4.500000000000001,14.875,9.508333333333335,13.683333333333335,1.425,1.4750000000000003,18.783333333333328,1.575,1.7666666666666668,3.3333333333333335,0.09558333333333334,-0.7083333333333334,0.225,-0.49166666666666675,0.8333333333333334
GSW,21.98333333333333,15.9,4.875,68.33333333333333,22.724999999999998,5.266666666666667,16.058333333333334,10.816666666666668,9.841666666666667,0.5801666666666666,18.908333333333335,146.25000000000003,28.333333333333332,1551.25,5.266666666666667,15.9,10.816666666666668,16.01666666666667,1.5,2.3916666666666666,18.7,2.7750000000000004,1.7416666666666665,4.516666666666667,0.13175,0.49999999999999994,0.3583333333333334,0.8583333333333334,1.4166666666666667
