Tm,AST,DRR,EWA,GP,MPG,ORR,PER_x,REBR,TO,TS%,USG,VA,Age,MP,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
ATL,18.19090909090909,12.327272727272726,1.7181818181818178,69.72727272727273,23.863636363636363,5.3,12.761818181818187,9.000000000000002,13.445454545454545,0.5070909090909091,16.845454545454544,51.32727272727273,26.727272727272727,1697.2727272727273,5.372727272727272,12.58181818181818,9.127272727272729,15.327272727272726,1.6272727272727268,1.3545454545454547,17.936363636363637,1.8181818181818181,1.1636363636363636,2.972727272727272,0.06372727272727273,-1.1363636363636365,-0.5454545454545454,-1.6818181818181819,0.5818181818181818
BOS,15.833333333333334,13.758333333333333,1.316666666666667,68.0,25.175,5.083333333333333,12.599166666666669,9.3,11.366666666666667,0.5039166666666667,15.950000000000001,39.59166666666667,27.166666666666668,1596.5833333333333,5.075,13.699999999999998,9.3,13.208333333333336,1.925,1.2750000000000001,17.641666666666662,1.4666666666666668,2.0333333333333337,3.491666666666667,0.09699999999999998,-1.5666666666666667,0.43333333333333335,-1.1416666666666664,0.8416666666666668
CHI,17.190909090909088,14.636363636363637,1.1454545454545455,67.45454545454545,23.2,6.090909090909091,12.893636363636364,10.427272727272728,12.645454545454545,0.5007272727272727,17.12727272727273,34.13636363636364,25.727272727272727,1634.0,6.118181818181818,14.636363636363637,10.427272727272728,13.781818181818181,1.6454545454545453,1.6090909090909087,18.263636363636365,0.9181818181818181,1.2545454545454546,2.1727272727272724,0.06563636363636365,-1.2272727272727273,-0.1909090909090909,-1.4181818181818184,0.35454545454545455
CLE,16.058333333333334,14.533333333333333,0.8999999999999999,67.0,24.549999999999997,6.3500000000000005,11.8075,10.35,13.808333333333332,0.47341666666666676,17.424999999999997,27.116666666666664,24.25,1617.5833333333333,6.224999999999999,14.858333333333334,10.466666666666667,13.933333333333335,1.6083333333333334,1.9500000000000004,18.491666666666664,0.4249999999999998,1.0250000000000001,1.4416666666666667,0.033249999999999995,-2.325,-0.7833333333333332,-3.0999999999999996,-0.14166666666666664
DAL,14.5625,14.925,2.9499999999999997,73.375,25.199999999999996,5.5,15.47625,10.212499999999999,9.0625,0.532,16.525,88.35,28.25,1854.25,5.4875,14.925,10.212499999999999,10.7,1.8125,2.0875,18.012499999999996,3.475,2.4,5.8875,0.139375,0.4625000000000001,0.8,1.2624999999999997,1.8999999999999997
DEN,17.042857142857144,14.4,0.17857142857142877,66.42857142857143,21.435714285714283,5.942857142857142,10.944285714285712,10.007142857142856,13.371428571428568,0.45749999999999996,17.321428571428573,5.371428571428573,24.714285714285715,1198.5714285714287,5.935714285714288,14.278571428571427,9.921428571428573,16.92142857142857,1.7642857142857145,1.9071428571428577,19.628571428571426,-0.4714285714285714,1.507142857142857,1.0214285714285716,0.0375,-2.4714285714285715,0.2571428571428571,-2.2071428571428573,-0.04285714285714283
DET,18.11111111111111,14.033333333333333,2.211111111111111,76.33333333333333,26.866666666666667,5.0,14.91777777777778,9.433333333333332,10.644444444444446,0.5163333333333333,18.38888888888889,66.3777777777778,29.0,2057.5555555555557,4.988888888888889,14.033333333333333,9.433333333333332,15.933333333333337,1.533333333333333,1.4777777777777774,19.65555555555556,2.488888888888889,3.0555555555555554,5.5555555555555545,0.12577777777777777,0.01111111111111117,0.5555555555555556,0.6,1.488888888888889
GSW,15.511111111111111,13.144444444444446,2.8777777777777778,77.11111111111111,26.744444444444447,7.0,16.005555555555553,10.066666666666666,11.766666666666666,0.5303333333333333,18.42222222222222,86.17777777777776,24.666666666666668,2091.222222222222,6.911111111111111,13.144444444444446,10.066666666666666,14.611111111111107,1.5333333333333332,1.8555555555555554,19.06666666666667,3.788888888888889,0.6555555555555556,4.444444444444445,0.09833333333333333,0.922222222222222,-0.9555555555555555,-0.022222222222222206,1.1
HOU,14.30909090909091,14.427272727272724,1.7181818181818178,70.0909090909091,24.672727272727272,6.181818181818182,13.540000000000003,10.409090909090908,11.963636363636361,0.5039090909090909,17.545454545454547,51.281818181818174,26.727272727272727,1575.6363636363637,6.00909090909091,14.209090909090907,10.209090909090909,11.836363636363636,1.6363636363636365,1.4454545454545453,18.063636363636363,1.7545454545454546,1.7181818181818185,3.4545454545454537,0.0900909090909091,-0.7727272727272727,0.20909090909090908,-0.5818181818181818,0.8818181818181816
IND,17.93,15.360000000000003,1.9299999999999997,68.9,24.490000000000002,6.6,14.720999999999998,11.129999999999999,10.97,0.5039,18.229999999999997,58.39999999999999,24.9,1735.5,6.7299999999999995,15.360000000000003,11.129999999999999,15.930000000000001,1.6600000000000001,1.85,19.28,1.9099999999999995,2.5100000000000002,4.42,0.1169,-0.21999999999999992,0.4800000000000001,0.24999999999999994,1.1199999999999999
LAC,12.808333333333332,14.183333333333335,1.3333333333333333,54.666666666666664,26.16666666666666,5.916666666666667,13.475833333333334,10.116666666666665,12.050000000000002,0.51575,17.308333333333334,39.90833333333333,25.916666666666668,1457.0833333333333,6.033333333333332,14.183333333333335,10.116666666666665,11.183333333333332,1.3499999999999999,1.683333333333333,18.708333333333332,1.45,0.8666666666666668,2.308333333333333,0.06966666666666667,-0.6083333333333333,-0.6416666666666666,-1.25,0.44166666666666665
LAL,19.666666666666668,13.52222222222222,1.5888888888888892,73.33333333333333,23.755555555555553,5.555555555555555,12.284444444444444,9.600000000000001,11.566666666666666,0.48922222222222217,15.844444444444443,47.7888888888889,28.11111111111111,1795.888888888889,5.7444444444444445,13.52222222222222,9.600000000000001,14.166666666666664,1.577777777777778,1.4222222222222223,16.522222222222226,2.288888888888889,1.5222222222222224,3.822222222222223,0.0781111111111111,-0.7666666666666667,-0.3111111111111111,-1.088888888888889,1.033333333333333
MEM,18.28,13.929999999999998,2.3800000000000003,70.8,27.270000000000003,5.2299999999999995,15.466999999999995,9.629999999999999,11.340000000000002,0.5250999999999999,18.29,71.44,24.7,1712.2,5.119999999999999,13.7,9.47,17.080000000000002,1.8800000000000001,1.65,19.85,2.23,1.0099999999999998,3.2299999999999995,0.0836,0.18999999999999995,-0.48999999999999994,-0.28,0.8699999999999999
MIA,15.309090909090912,14.163636363636368,1.0090909090909093,67.9090909090909,25.072727272727267,4.818181818181818,12.826363636363636,9.427272727272726,10.963636363636363,0.4732727272727273,18.754545454545454,29.936363636363634,26.90909090909091,1724.0,4.927272727272728,14.163636363636368,9.427272727272726,15.290909090909093,1.6727272727272726,1.1818181818181817,19.945454545454545,0.4909090909090907,2.0454545454545454,2.5363636363636366,0.061818181818181835,-1.4909090909090907,0.054545454545454536,-1.4545454545454546,0.36363636363636365
MIL,15.25,15.790000000000003,1.9699999999999993,66.8,24.96,6.6,13.463999999999999,11.16,11.790000000000001,0.5136999999999999,15.010000000000002,59.02999999999999,28.3,1494.2,6.7299999999999995,15.64,11.16,11.120000000000001,1.43,2.03,16.240000000000002,2.57,0.6300000000000001,3.2,0.08959999999999999,-0.5599999999999998,-0.9099999999999999,-1.4700000000000002,0.5700000000000001
MIN,19.68,13.020000000000001,2.32,68.1,24.61,5.64,15.069999999999999,9.4,10.12,0.5136000000000001,18.18,68.96000000000001,28.6,1673.0,5.66,12.85,9.33,16.7,1.5599999999999998,1.3,19.07,2.5300000000000002,1.6299999999999997,4.159999999999999,0.10599999999999998,-0.08000000000000011,-0.12,-0.21999999999999997,1.2199999999999998
NJN,15.400000000000002,14.08888888888889,1.4111111111111112,72.66666666666667,23.688888888888886,5.666666666666667,13.033333333333333,9.888888888888888,11.288888888888888,0.5138888888888888,16.944444444444443,42.111111111111114,27.22222222222222,1755.2222222222222,5.71111111111111,14.08888888888889,9.888888888888888,12.244444444444447,1.7000000000000002,1.4555555555555557,18.16666666666667,1.8777777777777775,2.888888888888889,4.7666666666666675,0.12033333333333333,-1.1222222222222222,0.9888888888888889,-0.11111111111111106,1.0444444444444445
