Tm,AST,DRR,EWA,GP,MPG,ORR,PER,REBR,TO,TS%,USG,VA,Age,MP,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
ATL,16.369999999999997,14.189999999999998,5.58,77.0,24.759999999999998,6.0600000000000005,15.184999999999997,10.07,9.169999999999998,0.5308999999999999,18.330000000000002,167.54,26.9,1944.2,3.2199999999999998,2.14,5.37,0.009999999999999787,-0.04000000000000001,-0.06000000000000001,1.58
BOS,15.700000000000001,14.307692307692308,3.2692307692307687,61.23076923076923,22.23076923076923,5.015384615384614,14.261538461538464,9.76923076923077,11.10769230769231,0.5564615384615385,17.53076923076923,98.1,28.384615384615383,1253.4615384615386,1.3923076923076918,1.9692307692307691,3.369230769230769,-0.9615384615384616,0.6538461538461537,-0.2846153846153846,0.9384615384615385
CHA,14.076923076923078,15.092307692307694,2.9923076923076914,66.0,24.1,5.83846153846154,13.863076923076923,10.546153846153846,12.730769230769228,0.536,17.553846153846152,89.96923076923076,27.692307692307693,1454.5384615384614,1.1692307692307693,2.3000000000000003,3.4692307692307685,-1.2384615384615385,0.8230769230769232,-0.4076923076923077,0.8692307692307691
CHI,14.146153846153847,14.630769230769232,3.392307692307692,70.3076923076923,25.7923076923077,5.253846153846154,13.80846153846154,9.984615384615385,11.27692307692308,0.5176153846153847,18.684615384615384,101.73846153846154,26.76923076923077,1488.2307692307693,0.9999999999999998,1.9307692307692308,2.923076923076923,-1.7076923076923076,0.4153846153846154,-1.2615384615384615,0.6769230769230771
CLE,18.509999999999998,12.9,4.65,63.0,24.919999999999998,3.4,14.302999999999997,8.33,9.459999999999999,0.5452999999999999,18.470000000000002,139.58000000000004,28.1,1420.3,2.5200000000000005,1.9400000000000002,4.470000000000001,0.1600000000000001,0.12999999999999998,0.28000000000000025,1.53
DAL,11.9,15.507142857142858,3.585714285714286,65.71428571428571,24.057142857142857,6.457142857142856,13.742142857142857,10.971428571428573,10.935714285714287,0.5217142857142857,17.40714285714286,107.62857142857142,28.428571428571427,1150.857142857143,1.5000000000000002,1.3357142857142854,2.8428571428571425,-1.3857142857142857,-0.02142857142857144,-1.4285714285714286,0.6214285714285716
DEN,17.962500000000002,13.4625,4.6375,67.5,25.5125,5.175,15.030000000000001,9.35,11.4375,0.560875,17.412499999999998,139.12500000000003,28.5,1745.25,2.9,1.6625,4.575,0.4374999999999999,0.05,0.48749999999999993,1.3375000000000001
DET,15.633333333333331,14.741666666666669,2.7750000000000004,62.75,25.00833333333334,5.7250000000000005,13.639999999999995,9.950000000000001,10.916666666666666,0.5151666666666667,18.616666666666667,83.64166666666667,27.25,1578.0,1.45,0.8833333333333332,2.3249999999999997,-0.7083333333333334,-0.8999999999999999,-1.5916666666666668,0.3583333333333334
GSW,15.741666666666665,14.108333333333334,4.116666666666666,56.583333333333336,28.308333333333334,4.499999999999999,15.167499999999997,9.25,9.975000000000001,0.5575,18.05,123.06666666666668,25.5,1425.0,1.6833333333333336,0.7333333333333334,2.3833333333333333,-0.07499999999999997,-0.7583333333333333,-0.8416666666666668,0.525
HOU,15.824999999999998,14.783333333333331,3.483333333333334,69.41666666666667,26.875,6.116666666666666,14.351666666666667,10.299999999999999,10.333333333333334,0.5335,18.191666666666666,104.56666666666666,25.833333333333332,1597.3333333333333,1.8833333333333335,1.5166666666666668,3.391666666666666,-0.2916666666666667,-0.15,-0.42500000000000004,0.8916666666666669
IND,16.053846153846155,14.26923076923077,2.3076923076923075,60.92307692307692,23.26153846153846,4.815384615384615,13.635384615384615,9.507692307692306,10.80769230769231,0.5266923076923077,18.592307692307692,68.92307692307692,25.923076923076923,1494.2307692307693,0.9153846153846156,1.6461538461538463,2.576923076923077,-1.169230769230769,1.0675221390626506e-17,-1.1461538461538463,0.47692307692307695
LAC,16.83846153846154,14.76153846153846,3.0384615384615383,66.23076923076923,25.299999999999997,5.930769230769231,13.846153846153848,10.307692307692308,11.930769230769227,0.525076923076923,19.10769230769231,90.80769230769229,26.692307692307693,1399.3076923076924,1.0000000000000002,1.0307692307692309,2.0307692307692307,-1.0538461538461539,-0.8076923076923076,-1.8692307692307693,0.2846153846153846
