Tm,AST,DRR,EWA,GP,MPG,ORR,PER,REBR,TO,TS%,USG,VA,Age,MP,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
NYK,16.545454545454547,13.97272727272727,2.4363636363636365,61.81818181818182,25.527272727272727,5.454545454545454,12.752727272727272,9.636363636363638,11.063636363636364,0.4975454545454545,17.736363636363635,72.73636363636363,25.181818181818183,1606.5454545454545,1.3090909090909089,0.790909090909091,2.1000000000000005,-1.1727272727272728,-0.7363636363636364,-1.8909090909090909,0.32727272727272716
ORL,16.17,14.029999999999998,3.7,69.1,23.01,4.9,13.998999999999999,9.67,10.5,0.5544,16.35,110.88999999999999,26.7,1599.8,2.5500000000000003,2.06,4.63,-0.2699999999999999,0.59,0.32999999999999996,1.2600000000000002
PHI,12.599999999999998,14.170000000000002,4.630000000000001,77.6,25.610000000000003,6.3,14.629,10.19,10.959999999999999,0.5237999999999999,18.630000000000003,138.41,24.4,1905.0,1.9799999999999998,2.29,4.26,-0.55,0.12000000000000002,-0.42000000000000004,1.0599999999999998
PHO,14.714285714285714,14.885714285714288,5.471428571428571,69.0,27.442857142857147,4.857142857142857,15.505714285714287,10.228571428571428,10.185714285714287,0.563,17.87142857142857,164.2,27.428571428571427,1845.5714285714287,3.1857142857142864,1.9142857142857144,5.085714285714286,0.057142857142857294,0.2571428571428572,0.3000000000000001,1.4285714285714286
POR,14.711111111111112,15.06666666666667,4.199999999999999,75.88888888888889,27.51111111111111,5.666666666666667,14.491111111111113,10.355555555555558,10.522222222222222,0.549111111111111,18.133333333333336,125.61111111111111,24.333333333333332,2094.3333333333335,2.4777777777777783,1.8666666666666667,4.344444444444444,-0.01111111111111114,-0.08888888888888889,-0.09999999999999996,1.0888888888888888
SAC,16.809090909090912,14.109090909090908,3.8545454545454545,67.63636363636364,26.681818181818183,5.0,14.345454545454546,9.6,11.954545454545455,0.5388181818181818,18.145454545454548,115.87272727272726,26.90909090909091,1539.5454545454545,1.8090909090909093,1.090909090909091,2.9181818181818184,-0.4454545454545455,-0.7999999999999999,-1.2454545454545454,0.6545454545454545
SAS,17.720000000000002,15.160000000000002,1.6799999999999993,65.06666666666666,20.113333333333333,4.866666666666666,11.698000000000002,10.099999999999998,10.473333333333333,0.5194,16.53333333333333,50.526666666666664,31.0,1146.4666666666667,0.9866666666666669,1.9200000000000002,2.9133333333333336,-2.473333333333333,1.7733333333333334,-0.7,0.7
SEA,14.899999999999999,15.315384615384618,1.8384615384615384,69.61538461538461,23.75384615384615,5.384615384615385,12.373076923076924,10.384615384615387,11.7,0.49961538461538463,17.43076923076923,55.57692307692306,26.846153846153847,1453.1538461538462,0.4153846153846156,1.1153846153846152,1.5307692307692307,-2.3076923076923075,-0.6153846153846154,-2.923076923076923,0.05384615384615381
TOR,14.922222222222224,14.97777777777778,4.222222222222221,71.33333333333333,23.522222222222226,4.444444444444445,15.358888888888888,9.744444444444444,9.266666666666666,0.536,19.666666666666668,127.02222222222223,25.555555555555557,1676.888888888889,1.944444444444444,1.8777777777777775,3.822222222222222,-0.14444444444444457,2.4671622769447922e-17,-0.13333333333333325,1.0333333333333332
TOT,16.37317073170732,13.980487804878045,1.346341463414634,59.609756097560975,20.326829268292684,5.195121951219512,11.962926829268287,9.600000000000001,11.829268292682928,0.5098536585365855,16.968292682926826,40.5780487804878,28.24390243902439,1215.4878048780488,0.7219512195121953,1.2853658536585362,2.0146341463414634,-1.8048780487804874,-0.13902439024390245,-1.9536585365853658,0.24878048780487802
UTA,18.51666666666667,13.525,4.799999999999999,72.0,22.28333333333333,5.416666666666667,14.730833333333337,9.466666666666667,10.283333333333333,0.5540833333333334,17.900000000000002,144.04166666666666,25.5,1609.75,3.0499999999999994,1.8416666666666666,4.891666666666667,0.35000000000000014,0.375,0.7250000000000001,1.5583333333333333
WAS,16.477777777777774,14.677777777777777,4.6000000000000005,75.22222222222223,25.922222222222228,6.444444444444445,14.512222222222224,10.433333333333334,11.722222222222221,0.5194444444444445,18.02222222222222,138.44444444444446,26.444444444444443,1934.4444444444443,2.5666666666666664,1.5444444444444443,4.1,-0.5000000000000002,-0.43333333333333335,-0.9666666666666666,0.8888888888888887
