Tm,AST,DRR,EWA,GP,MPG,ORR,PER_x,REBR,TO,TS%,USG,VA,MP,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
ATL,18.115384615384617,13.107692307692307,3.06923076923077,65.15384615384616,21.51538461538462,3.6692307692307695,13.791538461538464,8.492307692307694,10.930769230769231,0.5475384615384615,17.48461538461538,91.87692307692308,1298.3076923076924,4.246153846153847,14.792307692307695,9.638461538461538,15.37692307692308,1.8076923076923075,1.7999999999999996,18.338461538461537,1.3538461538461537,2.1538461538461537,3.5076923076923077,0.10584615384615387,-1.376923076923077,0.9384615384615386,-0.43846153846153835,1.0461538461538462
BOS,16.281818181818185,16.545454545454547,4.127272727272727,72.27272727272727,23.85454545454546,6.209090909090909,15.468181818181817,11.299999999999999,10.30909090909091,0.538,19.42727272727273,123.48181818181818,1717.4545454545455,5.945454545454546,16.163636363636364,10.98181818181818,14.74545454545455,1.7090909090909088,1.581818181818182,19.981818181818184,2.0727272727272728,2.3454545454545457,4.409090909090908,0.1190909090909091,-0.16363636363636366,0.5272727272727272,0.34545454545454546,1.2272727272727273
BRK,17.875,15.008333333333333,2.766666666666666,59.416666666666664,23.425,4.824999999999999,14.25,9.841666666666665,10.799999999999999,0.5195833333333334,18.758333333333336,82.59166666666668,1349.25,4.8166666666666655,15.125,9.891666666666666,15.44166666666667,1.6749999999999998,1.2499999999999998,20.025000000000002,0.9499999999999998,0.6916666666666668,1.6333333333333335,0.054250000000000013,-0.8250000000000001,-0.9583333333333335,-1.7833333333333334,0.19166666666666668
CHI,18.36923076923077,14.146153846153847,2.4692307692307693,59.38461538461539,22.96153846153846,4.830769230769231,12.82846153846154,9.576923076923077,10.569230769230769,0.5090769230769231,17.599999999999998,74.09230769230768,1372.0,4.830769230769231,14.13846153846154,9.569230769230769,14.99230769230769,1.223076923076923,1.5615384615384615,18.353846153846153,1.2230769230769227,1.323076923076923,2.523076923076923,0.07653846153846153,-1.0923076923076922,-0.07692307692307693,-1.1769230769230767,0.5461538461538461
CHO,15.045454545454543,16.418181818181818,3.9181818181818184,70.81818181818181,25.518181818181816,3.972727272727272,14.638181818181819,10.127272727272727,8.872727272727273,0.5352727272727272,18.699999999999996,117.29999999999994,1667.4545454545455,3.963636363636363,16.563636363636363,10.209090909090909,13.518181818181818,1.481818181818182,1.8818181818181818,19.236363636363635,2.0272727272727273,2.1636363636363636,4.154545454545454,0.11136363636363637,-0.39999999999999997,0.5,0.11818181818181817,1.1181818181818182
CLE,17.07,15.780000000000001,4.83,67.9,24.589999999999996,4.79,15.222999999999995,10.320000000000002,10.72,0.5584999999999999,19.090000000000003,144.67,1609.8,4.779999999999999,15.959999999999999,10.400000000000002,15.530000000000001,1.32,1.3599999999999999,19.57,2.9699999999999998,2.05,5.03,0.1356,0.7100000000000002,0.21000000000000002,0.9000000000000001,1.52
DAL,16.23333333333333,16.24166666666667,3.116666666666667,67.83333333333333,23.075,4.45,14.894166666666665,10.350000000000001,9.750000000000002,0.5394166666666667,19.349999999999998,93.41666666666667,1566.0833333333333,4.716666666666667,16.61666666666667,10.675000000000002,14.41666666666667,1.4750000000000003,1.3583333333333334,20.083333333333336,1.7999999999999998,1.45,3.2500000000000004,0.10583333333333332,0.04999999999999998,0.12499999999999999,0.16666666666666655,0.8333333333333334
DEN,16.48333333333333,13.625000000000002,2.2083333333333335,63.416666666666664,24.349999999999998,4.166666666666668,13.524166666666666,8.825000000000001,10.65,0.5298333333333334,18.675,66.20833333333334,1355.5,4.150000000000001,13.216666666666669,8.608333333333334,14.775,1.3583333333333334,1.3,19.066666666666666,1.2749999999999997,0.8416666666666668,2.125,0.07158333333333333,-0.5166666666666666,-0.8666666666666667,-1.3916666666666666,0.3666666666666667
DET,17.099999999999998,16.15555555555555,4.122222222222224,71.55555555555556,25.04444444444444,5.155555555555556,14.434444444444445,10.455555555555556,10.433333333333332,0.5202222222222223,19.366666666666664,123.73333333333332,1605.0,4.944444444444445,16.177777777777777,10.333333333333336,15.511111111111111,1.3888888888888886,1.1555555555555557,19.522222222222222,1.677777777777778,1.9000000000000001,3.5888888888888895,0.10644444444444444,-0.02222222222222224,0.14444444444444446,0.12222222222222229,0.9111111111111112
GSW,19.9,15.116666666666667,5.3999999999999995,70.25,22.3,5.191666666666666,16.03083333333333,10.45,10.766666666666666,0.5745833333333334,18.425,162.54999999999998,1602.75,5.191666666666666,15.116666666666667,10.45,15.208333333333336,1.5416666666666663,2.0749999999999997,19.10833333333333,3.3416666666666663,2.158333333333333,5.483333333333333,0.14541666666666667,0.616666666666667,0.4666666666666666,1.0999999999999999,1.8166666666666667
HOU,16.318181818181817,14.254545454545456,4.109090909090909,69.81818181818181,24.336363636363636,5.199999999999999,14.326363636363636,9.709090909090907,10.872727272727273,0.5295454545454545,18.66363636363636,123.13636363636364,1657.1818181818182,5.036363636363636,13.681818181818182,9.345454545454544,14.263636363636367,1.981818181818182,1.8636363636363635,19.20909090909091,2.272727272727273,1.3363636363636362,3.6,0.08063636363636363,-0.3272727272727273,-0.6454545454545455,-0.9545454545454546,0.9363636363636361
IND,16.583333333333332,14.908333333333333,3.2333333333333343,69.33333333333333,23.924999999999994,4.908333333333333,14.032499999999999,9.950000000000001,11.158333333333333,0.5333333333333334,17.85,97.19999999999999,1578.4166666666667,4.95,15.325000000000001,10.183333333333334,14.024999999999999,1.7833333333333334,1.6083333333333334,18.666666666666668,1.5083333333333335,2.291666666666667,3.8000000000000003,0.11166666666666668,-0.6666666666666666,0.6833333333333332,0.0,1.008333333333333
LAC,16.74615384615385,15.553846153846154,3.5923076923076924,67.53846153846153,22.753846153846155,4.592307692307693,14.597692307692306,10.115384615384615,10.953846153846154,0.5310769230769231,18.123076923076923,108.06153846153848,1340.0,4.661538461538462,15.599999999999998,10.2,14.930769230769233,1.9230769230769231,2.1461538461538465,19.1,1.5923076923076922,1.876923076923077,3.4923076923076914,0.10676923076923074,-0.7615384615384616,0.9230769230769229,0.1615384615384617,0.9769230769230771
LAL,12.76,13.75,2.2,63.8,24.559999999999995,3.9599999999999995,12.520999999999999,8.679999999999998,9.320000000000002,0.5028999999999999,18.690000000000005,66.04999999999998,1630.9,3.9599999999999995,13.75,8.679999999999998,11.48,1.46,1.35,19.56,0.8299999999999998,0.59,1.42,0.03729999999999999,-1.16,-1.11,-2.27,0.030000000000000006
MEM,16.376923076923077,14.376923076923077,2.4000000000000004,65.61538461538461,24.684615384615388,4.107692307692307,13.814615384615385,9.076923076923078,10.084615384615384,0.5206923076923078,18.42307692307692,71.94615384615385,1330.923076923077,4.176923076923076,14.215384615384618,8.984615384615385,15.73846153846154,1.807692307692308,1.353846153846154,20.56153846153847,1.330769230769231,1.123076923076923,2.4461538461538463,0.07653846153846154,-0.31538461538461543,-0.5384615384615384,-0.8461538461538461,0.5769230769230769
MIA,17.26153846153846,14.892307692307693,3.330769230769231,60.69230769230769,24.838461538461544,4.4230769230769225,14.727692307692307,9.792307692307691,10.930769230769231,0.5416153846153846,17.907692307692308,100.18461538461541,1319.0,4.369230769230769,14.76923076923077,9.73846153846154,13.476923076923075,1.5461538461538462,1.8461538461538456,18.615384615384617,1.5307692307692309,1.7307692307692304,3.2615384615384615,0.10546153846153848,-0.7615384615384616,0.5307692307692309,-0.22307692307692303,0.8307692307692306
MIL,17.20909090909091,13.990909090909089,3.899999999999999,63.18181818181818,25.272727272727273,5.099999999999999,14.32363636363636,9.6,11.545454545454547,0.5323636363636364,18.445454545454545,116.89090909090909,1647.8181818181818,5.099999999999999,13.990909090909089,9.590909090909092,14.445454545454545,1.7272727272727273,2.4454545454545458,19.05454545454546,1.6454545454545455,1.2454545454545454,2.8999999999999995,0.07190909090909091,-0.8272727272727273,-0.45454545454545453,-1.2727272727272727,0.618181818181818
MIN,19.63636363636364,14.98181818181818,4.081818181818182,68.36363636363636,23.65454545454546,4.309090909090909,14.208181818181817,9.727272727272727,10.30909090909091,0.5345454545454547,18.009090909090908,122.01818181818184,1681.0,4.300000000000001,14.963636363636363,9.7,15.272727272727275,1.718181818181818,1.3363636363636362,18.6,2.0909090909090904,1.0090909090909088,3.0818181818181825,0.07836363636363637,-0.3090909090909091,-0.4545454545454545,-0.7545454545454546,0.6454545454545454
NOP,19.376923076923074,14.423076923076925,2.7615384615384615,56.38461538461539,25.23846153846154,3.2615384615384615,14.062307692307693,8.653846153846153,10.915384615384616,0.5286153846153846,19.553846153846155,82.94615384615385,1291.1538461538462,3.261538461538461,14.592307692307694,8.738461538461538,19.269230769230766,1.6769230769230772,1.1153846153846154,20.023076923076925,1.3461538461538463,0.7846153846153846,2.1153846153846154,0.07307692307692308,-0.12307692307692299,-0.5000000000000001,-0.6307692307692307,0.5461538461538461
NYK,15.45,15.137500000000001,3.5625000000000004,73.375,23.625000000000004,5.074999999999999,14.6425,10.175,10.174999999999999,0.5288750000000001,19.375,106.875,1741.25,5.074999999999999,15.137500000000001,10.175,13.625,1.1625,1.6250000000000002,20.162499999999998,1.8375000000000001,1.4000000000000001,3.2375,0.08675,-0.35,-0.4375,-0.8,0.625
OKC,15.607692307692304,13.46923076923077,4.6692307692307695,71.92307692307692,22.276923076923076,5.676923076923076,14.522307692307692,9.746153846153845,11.469230769230771,0.5441538461538462,18.338461538461544,140.04615384615383,1512.2307692307693,5.699999999999999,13.36153846153846,9.73076923076923,12.776923076923076,1.4615384615384615,1.5692307692307688,17.69230769230769,2.969230769230769,1.676923076923077,4.646153846153846,0.1193846153846154,0.1692307692307692,0.11538461538461535,0.26153846153846155,1.4076923076923078
ORL,18.192307692307693,15.015384615384615,2.630769230769231,65.61538461538461,21.399999999999995,3.930769230769231,13.834615384615388,9.4,10.415384615384614,0.5326923076923077,18.37692307692308,78.45384615384616,1319.0,4.046153846153846,14.907692307692306,9.407692307692308,14.853846153846153,1.6307692307692305,1.8153846153846156,18.469230769230766,1.1461538461538463,1.2461538461538462,2.3923076923076922,0.08207692307692306,-0.7461538461538463,-0.1692307692307692,-0.8923076923076922,0.48461538461538456
PHI,14.850000000000001,14.833333333333336,1.9083333333333334,67.41666666666667,23.933333333333334,4.775,13.764166666666668,9.658333333333333,11.416666666666666,0.529,18.40833333333333,57.324999999999996,1553.6666666666667,4.8,14.975000000000001,9.733333333333334,14.108333333333334,1.575,1.9833333333333336,20.083333333333332,0.4000000000000001,1.0250000000000001,1.4166666666666667,0.05091666666666667,-1.3500000000000003,-0.75,-2.1,-0.025000000000000005
PHO,15.146153846153847,14.107692307692307,1.6999999999999997,61.61538461538461,24.04615384615385,4.6692307692307695,13.37153846153846,9.27692307692308,12.246153846153847,0.5266923076923077,19.353846153846153,50.853846153846156,1296.6923076923076,6.0076923076923086,16.20769230769231,10.984615384615385,14.684615384615386,1.6538461538461537,1.3846153846153846,20.22307692307692,0.6461538461538462,0.9384615384615385,1.5923076923076922,0.05353846153846155,-1.1307692307692307,-0.5538461538461538,-1.7307692307692308,0.11538461538461539
POR,16.009090909090908,15.854545454545455,4.218181818181818,74.63636363636364,23.754545454545454,5.49090909090909,14.662727272727274,10.663636363636364,11.127272727272727,0.5442727272727274,18.654545454545456,126.5090909090909,1757.909090909091,5.545454545454545,15.70909090909091,10.627272727272727,13.254545454545452,1.4181818181818182,1.481818181818182,18.427272727272726,2.5454545454545454,1.4727272727272727,4.027272727272727,0.09263636363636363,-0.45454545454545453,-0.1545454545454545,-0.618181818181818,1.0545454545454545
SAC,14.916666666666664,14.208333333333334,3.5500000000000003,65.33333333333333,24.316666666666666,4.833333333333334,14.101666666666668,9.558333333333332,11.066666666666668,0.5516666666666666,17.966666666666665,106.41666666666664,1629.9166666666667,4.833333333333334,14.208333333333334,9.558333333333332,12.883333333333333,1.6749999999999998,1.55,18.64166666666667,1.6500000000000001,1.25,2.8833333333333333,0.08133333333333333,-0.4833333333333332,-0.40833333333333327,-0.9166666666666666,0.6000000000000002
SAS,18.845454545454544,15.290909090909093,4.836363636363637,71.0,22.71818181818182,4.127272727272727,15.915454545454548,9.90909090909091,10.127272727272727,0.552,18.963636363636365,145.05454545454546,1544.5454545454545,4.154545454545454,15.345454545454546,9.954545454545455,14.472727272727274,1.7181818181818185,1.7454545454545458,19.327272727272728,2.381818181818182,2.9818181818181815,5.354545454545454,0.1531818181818182,0.027272727272727296,1.4545454545454544,1.4909090909090905,1.7272727272727273
TOR,13.76,14.690000000000001,4.14,67.7,25.27,4.13,14.506,9.500000000000002,9.95,0.5397000000000001,17.92,123.68999999999998,1734.9,4.13,14.690000000000001,9.500000000000002,11.889999999999999,1.7599999999999998,1.7,18.720000000000002,2.64,1.9299999999999997,4.55,0.11339999999999999,0.24000000000000007,0.27,0.5000000000000002,1.35
TOT,19.151851851851852,12.225925925925925,1.0185185185185186,62.03703703703704,20.45925925925926,2.937037037037037,12.36888888888889,7.537037037037037,11.07777777777778,0.5157407407407407,18.54074074074074,30.3,1313.5185185185185,3.214814814814815,13.02222222222222,8.074074074074074,16.548148148148144,1.5592592592592593,1.0666666666666667,19.0962962962963,0.7,1.0333333333333332,1.740740740740741,0.06344444444444444,-1.3259259259259257,-0.4814814814814814,-1.8037037037037038,0.11851851851851845
UTA,15.323076923076924,15.492307692307692,3.1384615384615384,67.0,22.792307692307695,5.069230769230769,14.345384615384614,10.299999999999999,12.015384615384617,0.5368461538461539,19.06923076923077,94.34615384615384,1512.3076923076924,5.076923076923076,15.5,10.299999999999999,13.146153846153844,1.669230769230769,1.8923076923076925,19.276923076923076,1.6461538461538459,1.9999999999999998,3.6384615384615384,0.108,-0.423076923076923,0.5769230769230769,0.1538461538461539,0.9769230769230769
WAS,16.040000000000003,12.579999999999998,3.3800000000000003,66.8,24.770000000000003,3.16,14.516,7.789999999999999,9.89,0.5411000000000001,20.32,101.58000000000001,1467.3,3.7099999999999995,15.179999999999998,9.34,14.85,1.5699999999999998,1.1999999999999997,20.65,1.54,1.51,3.0399999999999996,0.092,-0.06999999999999995,-0.11000000000000001,-0.20000000000000004,0.8600000000000001
