,DATE,SEASON,HOME,AWAY,GAME_RESULT,Tm_x,AST_x,DRR_x,EWA_x,GP_x,MPG_x,ORR_x,PER_x_x,REBR_x,TO_x,TS%_x,USG_x,VA_x,MP_x,ORB%_x,DRB%_x,TRB%_x,AST%_x,STL%_x,BLK%_x,USG%_x,OWS_x,DWS_x,WS_x,WS/48_x,OBPM_x,DBPM_x,BPM_x,VORP_x,Tm_y,AST_y,DRR_y,EWA_y,GP_y,MPG_y,ORR_y,PER_x_y,REBR_y,TO_y,TS%_y,USG_y,VA_y,MP_y,ORB%_y,DRB%_y,TRB%_y,AST%_y,STL%_y,BLK%_y,USG%_y,OWS_y,DWS_y,WS_y,WS/48_y,OBPM_y,DBPM_y,BPM_y,VORP_y
0,20141007,2015,MIA,ORL,-7,MIA,16.418181818181818,15.254545454545452,4.927272727272729,65.63636363636364,23.2,4.6909090909090905,15.27272727272727,10.154545454545453,11.354545454545455,0.5649090909090909,17.60909090909091,147.94545454545457,1557.1818181818182,4.800000000000002,15.436363636363636,10.309090909090909,13.736363636363635,1.9181818181818184,1.781818181818182,18.87272727272727,2.609090909090909,1.8454545454545448,4.445454545454545,0.12036363636363635,0.13636363636363624,0.16363636363636366,0.2909090909090908,1.318181818181818,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
1,20141229,2015,MIA,ORL,-1,MIA,16.418181818181818,15.254545454545452,4.927272727272729,65.63636363636364,23.2,4.6909090909090905,15.27272727272727,10.154545454545453,11.354545454545455,0.5649090909090909,17.60909090909091,147.94545454545457,1557.1818181818182,4.800000000000002,15.436363636363636,10.309090909090909,13.736363636363635,1.9181818181818184,1.781818181818182,18.87272727272727,2.609090909090909,1.8454545454545448,4.445454545454545,0.12036363636363635,0.13636363636363624,0.16363636363636366,0.2909090909090908,1.318181818181818,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
2,20150413,2015,MIA,ORL,7,MIA,16.418181818181818,15.254545454545452,4.927272727272729,65.63636363636364,23.2,4.6909090909090905,15.27272727272727,10.154545454545453,11.354545454545455,0.5649090909090909,17.60909090909091,147.94545454545457,1557.1818181818182,4.800000000000002,15.436363636363636,10.309090909090909,13.736363636363635,1.9181818181818184,1.781818181818182,18.87272727272727,2.609090909090909,1.8454545454545448,4.445454545454545,0.12036363636363635,0.13636363636363624,0.16363636363636366,0.2909090909090908,1.318181818181818,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
3,20141124,2015,CLE,ORL,32,CLE,14.135714285714288,15.214285714285715,2.7500000000000004,63.0,23.15,5.807142857142857,13.569285714285712,10.392857142857142,10.885714285714288,0.514,19.021428571428572,82.5642857142857,1278.857142857143,5.899999999999999,15.357142857142858,10.514285714285714,11.992857142857142,1.4000000000000004,1.7142857142857142,19.621428571428574,1.0000000000000002,1.05,2.0642857142857145,0.06807142857142857,-1.35,-0.3857142857142857,-1.75,0.2928571428571429,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
4,20141111,2015,TOR,ORL,4,TOR,14.808333333333332,14.333333333333336,3.9,70.41666666666667,24.05,5.7333333333333325,14.060833333333333,10.008333333333333,10.616666666666664,0.5414166666666667,16.90833333333334,117.26666666666668,1293.8333333333333,5.6000000000000005,14.675,10.108333333333333,11.999999999999998,1.7499999999999998,1.5666666666666664,18.325,1.9416666666666669,1.5333333333333332,3.466666666666667,0.10233333333333336,-0.4,0.4916666666666667,0.10833333333333334,1.0166666666666666,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
5,20141215,2015,TOR,ORL,13,TOR,14.808333333333332,14.333333333333336,3.9,70.41666666666667,24.05,5.7333333333333325,14.060833333333333,10.008333333333333,10.616666666666664,0.5414166666666667,16.90833333333334,117.26666666666668,1293.8333333333333,5.6000000000000005,14.675,10.108333333333333,11.999999999999998,1.7499999999999998,1.5666666666666664,18.325,1.9416666666666669,1.5333333333333332,3.466666666666667,0.10233333333333336,-0.4,0.4916666666666667,0.10833333333333334,1.0166666666666666,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
6,20141217,2015,BOS,ORL,17,BOS,17.83076923076923,13.946153846153846,2.4923076923076923,67.07692307692308,24.930769230769233,4.8769230769230765,13.54846153846154,9.3,11.092307692307694,0.5148461538461538,18.884615384615387,74.23076923076924,1447.3846153846155,4.876923076923076,13.953846153846154,9.292307692307693,16.615384615384613,1.7000000000000002,1.1153846153846156,19.346153846153847,1.0307692307692309,1.2692307692307692,2.2923076923076917,0.07584615384615384,-0.6615384615384615,-0.21538461538461534,-0.8769230769230768,0.3538461538461538,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
7,20150313,2015,BOS,ORL,7,BOS,17.83076923076923,13.946153846153846,2.4923076923076923,67.07692307692308,24.930769230769233,4.8769230769230765,13.54846153846154,9.3,11.092307692307694,0.5148461538461538,18.884615384615387,74.23076923076924,1447.3846153846155,4.876923076923076,13.953846153846154,9.292307692307693,16.615384615384613,1.7000000000000002,1.1153846153846156,19.346153846153847,1.0307692307692309,1.2692307692307692,2.2923076923076917,0.07584615384615384,-0.6615384615384615,-0.21538461538461534,-0.8769230769230768,0.3538461538461538,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
8,20141212,2015,ATL,ORL,6,ATL,17.709999999999994,14.94,4.050000000000002,67.1,26.18,4.020000000000001,15.454000000000002,9.53,10.419999999999998,0.5641,18.84,121.41,1738.4,4.020000000000001,14.96,9.54,16.330000000000005,1.6900000000000002,1.44,20.03,2.05,1.7999999999999996,3.86,0.1035,0.18,-0.02000000000000001,0.18000000000000008,1.03,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
9,20150227,2015,ATL,ORL,7,ATL,17.709999999999994,14.94,4.050000000000002,67.1,26.18,4.020000000000001,15.454000000000002,9.53,10.419999999999998,0.5641,18.84,121.41,1738.4,4.020000000000001,14.96,9.54,16.330000000000005,1.6900000000000002,1.44,20.03,2.05,1.7999999999999996,3.86,0.1035,0.18,-0.02000000000000001,0.18000000000000008,1.03,ORL,15.12,14.169999999999998,2.3600000000000003,70.7,24.2,3.97,13.027999999999999,9.06,10.87,0.5249,17.630000000000006,70.47999999999998,1693.5,3.95,14.169999999999998,9.05,13.23,1.53,1.39,19.330000000000005,0.8699999999999999,1.44,2.31,0.0632,-1.4200000000000002,-0.35,-1.75,0.26
