,DATE,SEASON,HOME,AWAY,GAME_RESULT,Tm_x,AST_x,DRR_x,EWA_x,GP_x,MPG_x,ORR_x,PER_x,REBR_x,TO_x,TS%_x,USG_x,VA_x,Age_x,MP_x,OWS_x,DWS_x,WS_x,OBPM_x,DBPM_x,BPM_x,VORP_x,Tm_y,AST_y,DRR_y,EWA_y,GP_y,MPG_y,ORR_y,PER_y,REBR_y,TO_y,TS%_y,USG_y,VA_y,Age_y,MP_y,OWS_y,DWS_y,WS_y,OBPM_y,DBPM_y,BPM_y,VORP_y
0,20131005,2014,IND,CHI,-6,IND,15.654545454545454,14.472727272727274,3.4454545454545453,71.72727272727273,23.21818181818181,5.9818181818181815,13.509999999999998,10.290909090909091,11.845454545454546,0.5141818181818182,17.936363636363637,103.24545454545456,25.72727272727273,1716.3636363636365,1.7454545454545458,3.0181818181818185,4.7818181818181795,-0.8727272727272727,0.9090909090909092,0.04545454545454541,1.2636363636363637,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
1,20131106,2014,IND,CHI,17,IND,15.654545454545454,14.472727272727274,3.4454545454545453,71.72727272727273,23.21818181818181,5.9818181818181815,13.509999999999998,10.290909090909091,11.845454545454546,0.5141818181818182,17.936363636363637,103.24545454545456,25.72727272727273,1716.3636363636365,1.7454545454545458,3.0181818181818185,4.7818181818181795,-0.8727272727272727,0.9090909090909092,0.04545454545454541,1.2636363636363637,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
2,20140321,2014,IND,CHI,12,IND,15.654545454545454,14.472727272727274,3.4454545454545453,71.72727272727273,23.21818181818181,5.9818181818181815,13.509999999999998,10.290909090909091,11.845454545454546,0.5141818181818182,17.936363636363637,103.24545454545456,25.72727272727273,1716.3636363636365,1.7454545454545458,3.0181818181818185,4.7818181818181795,-0.8727272727272727,0.9090909090909092,0.04545454545454541,1.2636363636363637,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
3,20131218,2014,HOU,CHI,15,HOU,18.17,13.170000000000002,4.200000000000001,67.9,24.239999999999995,5.17,14.978,9.189999999999998,11.580000000000002,0.5560999999999999,18.57,125.85,24.5,1431.2,2.65,1.2999999999999998,3.95,0.09000000000000012,0.22000000000000006,0.3000000000000001,1.37,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
4,20140209,2014,LAL,CHI,-6,LAL,18.56,13.93,4.13,63.0,26.59,4.93,13.904000000000002,9.55,11.09,0.5347999999999999,17.099999999999998,123.9,29.6,1726.0,2.28,1.7100000000000002,4.0,-0.17999999999999994,0.09,-0.08000000000000003,1.1700000000000002,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
5,20140330,2014,BOS,CHI,-5,BOS,17.2,14.166666666666664,3.1583333333333328,64.08333333333333,25.55833333333333,4.275,14.461666666666668,9.358333333333333,10.825,0.5465,17.95,94.75,28.16666666666667,1569.0,1.2999999999999998,2.05,3.358333333333333,-0.7416666666666667,0.3833333333333333,-0.3666666666666667,0.8333333333333334,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
6,20131029,2014,MIA,CHI,12,MIA,16.700000000000006,15.490909090909092,5.463636363636364,67.36363636363636,22.72727272727273,5.318181818181818,15.469090909090907,10.69090909090909,11.509090909090908,0.5744545454545454,15.981818181818182,163.6090909090909,30.181818181818183,1587.4545454545455,3.272727272727273,2.0818181818181816,5.363636363636365,0.4545454545454548,0.2909090909090909,0.7454545454545456,1.6363636363636365,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
7,20140223,2014,MIA,CHI,14,MIA,16.700000000000006,15.490909090909092,5.463636363636364,67.36363636363636,22.72727272727273,5.318181818181818,15.469090909090907,10.69090909090909,11.509090909090908,0.5744545454545454,15.981818181818182,163.6090909090909,30.181818181818183,1587.4545454545455,3.272727272727273,2.0818181818181816,5.363636363636365,0.4545454545454548,0.2909090909090909,0.7454545454545456,1.6363636363636365,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
8,20140409,2014,MIN,CHI,-15,MIN,16.389999999999993,16.1,2.43,62.9,26.07,4.88,14.116,10.3,10.95,0.506,19.590000000000003,72.36,25.7,1601.3,0.8800000000000001,1.7200000000000002,2.6,-0.7,0.19,-0.5199999999999999,0.6399999999999999,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
9,20140228,2014,DAL,CHI,-9,DAL,17.292307692307695,13.846153846153848,3.253846153846154,65.0,22.376923076923074,4.0,14.093846153846155,9.007692307692308,10.146153846153847,0.5283846153846153,17.93846153846154,97.49230769230768,30.384615384615387,1439.6923076923074,1.6,1.3461538461538465,2.9230769230769234,-0.5307692307692309,-0.10769230769230767,-0.6461538461538462,0.7923076923076924,CHI,17.46,14.36,3.7400000000000007,69.5,26.95000000000001,6.0299999999999985,14.044000000000002,10.16,10.61,0.5085,18.770000000000003,111.92,29.0,1898.1,1.77,2.54,4.3199999999999985,-0.8099999999999999,0.51,-0.29999999999999993,1.09
